產業類別,公司代號,公司名稱,非擔任主管職務之全時員工資訊-員工薪資總額(仟元),非擔任主管職務之全時員工資訊-員工人數-年度平均(人),非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-113年,非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-112年,員工薪資-平均數調整變動情形(%),非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-113年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-112年,員工薪資-中位數調整變動情形(%),非擔任主管職務之全時員工資訊-每股盈餘(元/股),同業公司資訊-員工薪資-平均數(仟元/人),同業公司資訊-平均每股盈餘(元/股),薪資統計情形-非經理人之全時員工薪資平均數未達50萬元,薪資統計情形-公司EPS獲利表現較同業為佳，惟非經理人之全時員工薪資平均數低於同業水準,薪資統計情形-公司EPS較前一年度成長，惟非經理人之全時員工薪資平均數較前一年度減少),薪資統計情形-公司經營績效與員工薪酬之關聯性及合理性說明,薪資統計情形-具體改善措施說明
"其他電子業","4760","勤凱科技","53767","97","554","529","4.73%","469","459","2.18%","6.30","958","4.44","N","Y","N","公司每年依績效調整薪資3%至8%，其中表現優異者，調薪幅度甚至可高達16%。員工酬勞及年終獎金發放金額亦隨獲利增加而調升，員工酬勞較112年度增加63 %，本公司隨著經營績效提升亦調增員工薪酬，調增的幅度適當合理。","員工酬勞及年終獎金發放金額隨獲利增加而調升員工薪酬，113年全公司平均年終獎金發放為2.31個月，優於112年度；員工酬勞亦較112年度增加63%，獲利與員工共享，持續優化薪酬福利。",
"化學工業","4767","誠泰科技","41060","48","855","831","2.89%","798","748","6.68%","2.82","759","1.61","N","N","N","","",
"化學工業","4768","晶呈科技","53989","68","794","855","-7.13%","684","789","-13.31%","2.90","759","1.61","N","N","Y","1.因113年聘顧之行政人員及技術員級員工較多之緣故。
2.另113年所發之獎金較112年減少，茲因薪資等級較低之員工人數較多，故拉低了薪資之平均數。","1.提高工程師以上人員的聘用。
2.每年調薪。
3.積極創造獲利，以發績效獎金。",
"化學工業","4772","台特化","58040","77","754","0","0.00%","724","0","0.00%","2.74","759","1.61","N","Y","N","本公司員工薪酬以績效為導向，113年度非主管職平均薪資金額為前一年度之1.18倍、員工酬勞金額為前一年度之2.78倍，整體薪酬較前一年度明顯成長亦符合在地薪資行情。","反應公司整體營運績效依績效表現，綜合評估檢視薪資水平予以適度調薪，獎金及紅利則隨著公司獲利狀況而發放。",
"文化創意業","4806","桂田文創","12245","22","557","836","-33.37%","551","657","-16.13%","-0.20","1357","7.81","N","N","Y","112年度業務大幅縮減，僅剩運作所需之員工，由於人力精簡身兼多項職能，故平均薪資較高。
113年度公司擴大營運，陸續招聘新進員工人員，故人員平均薪資回復至正常水準。","持續擴大營收，改善員工薪資福利。",
"通信網路業","4903","聯光通","58283","82","711","549","29.51%","703","598","17.56%","0.07","840","2.51","N","N","N","","",
"通信網路業","4905","台聯電","18370","27","680","633","7.43%","614","590","4.07%","2.91","840","2.51","N","Y","N","本公司113年度本業營業損失，獲利主要來自投資收益。由於投資損益受市場波動影響，本公司會視情況
調整固定薪資，以確保公司維持穩健的財務狀況。員工酬勞已依章程規定提撥2.68%，尚屬合理。","未來將檢討薪酬結構，參考同業標準，逐步提高基層員工薪資，促進經營成果共享。",
"建材營造","4907","富宇","18715","18","1040","988","5.26%","894","837","6.81%","6.00","1007","3.22","N","N","N","","",
"通信網路業","4908","前鼎","216822","264","821","774","6.07%","571","545","4.77%","2.82","840","2.51","N","Y","N","113年員工薪資平均數相較於112年已成長6.07%，惟113年度EPS高於同業，主要因匯率波動，致營業外收入大幅增加。","未來將持續提升員工薪資。",
"通信網路業","4909","新復興","104067","178","585","502","16.53%","580","490","18.37%","10.14","840","2.51","N","Y","N","因113年度分配112年度員工分紅金額低,致全時員工薪資平均數低於同業","改善措施:113年度獲利成長,員工分紅相對增加,將於114年分配與員工",
"生技醫療業","4911","德英","13535","25","541","489","10.63%","551","506","8.89%","1.73","787","0.41","N","Y","N","本公司位於南部地區的生技業，且生技醫療產業之業態多樣，本公司依照南部之薪資水準、員工資歷及個人表現等因素給薪，實屬合理。","依公司獲利程度.提高員工薪資水準",
"半導體業","4923","力士","36005","47","766","805","-4.84%","659","678","-2.80%","-2.33","1307","5.21","N","N","N","","",
"電腦及週邊設備業","4931","新盛力","211950","346","613","533","15.01%","502","424","18.40%","2.50","909","4.39","N","N","N","","",
"光電業","4933","友輝","403073","527","765","725","5.52%","646","640","0.94%","7.07","856","2.40","N","Y","N","1/各家財務結構不一，無法實質類比。
2/員工薪酬以遵循法規，在健全財務及維護股東權益下，每年皆有定期提出檢討及調整。","1/每年依據物價指數、最低工資調整規模、法規及公司章程提出檢討及調整薪資。
2/依據法規於公司章程中明定酬勞分配數額。",
"電子零組件業","4939","亞電","16369","14","1169","1056","10.70%","1249","1038","20.33%","0.19","747","2.21","N","N","N","","",
"半導體業","4945","陞達科技","59565","48","1241","1041","19.21%","1137","1033","10.07%","3.23","1307","5.21","N","N","N","","",
"文化創意業","4946","辣椒","18048","27","668","663","0.75%","604","385","56.88%","-11.40","1357","7.81","N","N","N","","",
"鋼鐵工業","4950","金耘國際","2895","7","414","400","3.50%","685","717","-4.46%","-0.89","804","2.00","Y","N","N","因113年非主管職人員流動率大，增加多名兼職人員，導致非經理人之全時員工(年度)薪資平均數未達50萬元。","參考市場行情，定期檢視合理調升薪資，並加強職涯發展與培訓，以平穩公司人員流動率。",
"半導體業","4951","精拓科","86984","55","1582","1249","26.66%","1535","1259","21.92%","4.25","1307","5.21","N","N","N","","",
"資訊服務業","4953","緯軟","1079409","1197","902","898","0.45%","848","847","0.12%","6.25","976","3.68","N","Y","N","本公司人力結構與同業不同，存在一定程度的差異。公司依績效獎酬原則，以年度營運績效及員工個人績效給予獎酬及薪資調整；持續提升員工獎酬及福利措施穩定人才，非主管職全時員工薪資平均數及中位數均較上年度成長。","本公司除績效獎酬制度外，定期參與市場薪資調查，提供具競爭力的薪資；並導入優於法令的福利假、彈性出勤、員工持股信託、職涯發展計劃、認股制度等，以提升員工滿意度與留任率，實現績效與人才發展的雙贏。",
"光電業","4972","湯石照明","23578","34","693","789","-12.17%","677","762","-11.15%","0.00","856","2.40","N","N","N","","",
"半導體業","4973","廣穎電通","224286","315","712","750","-5.07%","530","530","0.00%","1.79","1307","5.21","N","N","N","","",
"電子零組件業","4974","亞泰","73983","42","1762","1618","8.90%","1684","1511","11.45%","7.29","747","2.21","N","N","N","","",
"通信網路業","4979","華星光","236723","401","590","550","7.27%","491","451","8.87%","3.79","840","2.51","N","Y","N","本公司屬於代工生產，故生產基層員工佔比高(65.2%)，外籍移工佔全體12%。薪酬制度參考市場水準，並依員工績效調整薪資與晉升，惟整體平均薪資略低於同業。","公司依政府每年基本工資調整基層員工薪資；外籍移工培訓為多能工並給予技術津貼，持續優化薪資結構，以提升員工整體薪酬水準與產值。",
"電腦及週邊設備業","4987","科誠","109729","182","603","545","10.64%","496","436","13.76%","6.49","909","4.39","N","Y","N","台灣之工廠為本公司唯一之生產據點，工廠從業人員佔非擔任主管職務之全時員工比重達48%，致使員工薪資平均數低於同水準。","本公司已於公司章程中增訂本公司年度如有獲利，應提撥5%至15%為員工酬勞。惟分派給基層員工之酬勞不得低於員工酬勞總額的40%。",
"光電業","4995","晶達","142566","171","834","764","9.16%","757","673","12.48%","4.53","856","2.40","N","Y","N","1.本公司每年皆定期提出薪資調整，113年度薪資平均調幅約3.68%。

2.設廠台灣，員工結構偏屬製造業，直接員工和外籍員工佔比23%，故薪資平均數略低。","本公司將薪酬與經營績效及員工職能緊密結合，透過績效獎金、年終獎金及員工分紅，適當反映營運成果於員工薪酬之中。",
"鋼鐵工業","5009","榮剛","919458","950","968","997","-2.91%","953","976","-2.36%","4.40","804","2.00","N","N","N","","",
"鋼鐵工業","5011","久陽","113710","187","608","555","9.55%","564","505","11.68%","-0.36","804","2.00","N","N","N","","",
"鋼鐵工業","5013","強新","305089","438","697","690","1.01%","672","666","0.90%","1.66","804","2.00","N","N","N","","",
"鋼鐵工業","5014","建錩","44419","64","694","596","16.44%","589","532","10.71%","1.17","804","2.00","N","N","N","","",
"鋼鐵工業","5015","華祺","101068","157","644","576","11.81%","527","470","12.13%","2.51","804","2.00","N","Y","N","司非擔任主管職務之全時員工157人中，有58人為外籍基層員工，占非擔任主管職務之全時員工之37%，其薪資為基本工資加上加班費，本就偏低，致拉低全公司平均薪資。","努力提升公司獲利，致員工酬勞增加，增加員工薪資。",
"鋼鐵工業","5016","松和","209040","291","718","666","7.81%","677","621","9.02%","1.71","804","2.00","N","N","N","","",
"資訊服務業","5201","凱衛","101123","123","822","846","-2.84%","770","792","-2.78%","2.25","976","3.68","N","N","N","","",
"資訊服務業","5202","力新","40359","49","824","944","-12.71%","718","831","-13.60%","1.75","976","3.68","N","N","N","","",
"綠能環保","5205","中茂","1553","3","518","389","33.16%","520","337","54.30%","-1.49","826","3.76","N","N","N","","",
"建材營造","5206","坤悅","27735","27","1027","1052","-2.38%","886","932","-4.94%","2.06","1007","3.22","N","N","N","","",
"其他","5209","新鼎","226967","190","1195","1170","2.14%","1121","1042","7.58%","13.37","695","2.24","N","N","N","","",
"資訊服務業","5210","寶碩","92950","127","732","765","-4.31%","666","685","-2.77%","-0.83","976","3.68","N","N","Y","113年仍持續虧損 (EPS-0.83)，雖虧損幅度已減少，但影響獎金發放及平均薪資。113年度有較高離職(56位)及新進人員(44位)，近34%離職員工屬資深且薪資較高，新進員工資歷尚淺，故在薪資及獎金發放上，亦影響整體平均。","1.修訂業績、年終及績效獎金辦法，更能實質鼓勵績效員工，提升薪資水準。2.業務開拓、提升公司營業收入及獲利率，提高獎金發放。3.對績優員工薪資調整，以提升公司薪資平均水準。",
"資訊服務業","5211","蒙恬","37860","42","901","873","3.21%","833","787","5.85%","-1.17","976","3.68","N","N","N","","",
"資訊服務業","5212","凌網","362797","354","1025","968","5.89%","901","849","6.12%","3.84","976","3.68","N","N","N","","",
"建材營造","5213","亞昕","88116","85","1037","1215","-14.65%","1023","1172","-12.71%","1.65","1007","3.22","N","N","N","","",
"光電業","5220","萬達光電","147414","292","505","515","-1.94%","447","438","2.05%","0.28","856","2.40","N","N","N","","",
"電子零組件業","5228","鈺鎧","133010","254","524","538","-2.60%","458","461","-0.65%","-2.11","747","2.21","N","N","N","","",
"光電業","5230","雷笛克光學","63786","74","862","831","3.73%","697","695","0.29%","0.62","856","2.40","N","N","N","","",
"半導體業","5236","凌陽創新","297436","126","2361","2336","1.07%","1991","2011","-0.99%","8.25","1307","5.21","N","N","N","","",
"光電業","5245","智晶","170077","262","649","633","2.53%","582","547","6.40%","-3.13","856","2.40","N","N","N","","",
"光電業","5251","天鉞電","10292","14","735","788","-6.73%","699","699","0.00%","0.06","856","2.40","N","N","Y","113年度因業務範圍擴增，新增數員基層同仁，其薪較低，因此拉低整體平均薪資，故較112年度平均薪資下降。","本公司新進員工薪資薪係參考市場行情及考量過往工作經驗及績效等因素，應屬合理機制，新增基層同仁導致非主管之平均薪資降低，尚屬正常，目前暫無改善措施。",
"文化創意業","5263","智崴","231362","254","911","803","13.45%","822","713","15.29%","1.10","1357","7.81","N","N","N","","",
"半導體業","5272","笙科","106487","83","1283","1341","-4.33%","1150","1184","-2.87%","-0.09","1307","5.21","N","N","Y","本公司113年度EPS較前一年度成長主因為外部投資收益大幅增加，但本業的狀況卻是虧損擴大，因此減少發放業績相關獎金，也僅針對部分人員進行調薪，以致非經理人之全時員工(年度)薪資平均數較前一年度減少。","待本業業績回穩後，將會恢復獎金的發放並增加調薪幅度。",
"半導體業","5274","信驊","551688","117","4715","3248","45.17%","4004","2923","36.98%","68.04","1307","5.21","N","N","N","","",
"數位雲端","5278","尚凡*","34420","29","1187","1351","-12.14%","1028","1322","-22.24%","0.67","841","2.11","N","N","N","","",
"數位雲端","5287","數字","129734","149","871","880","-1.02%","794","798","-0.50%","12.67","841","2.11","N","N","N","","",
"電腦及週邊設備業","5289","宜鼎","794346","780","1018","1082","-5.92%","793","795","-0.25%","12.20","909","4.39","N","N","N","","",
