產業類別,公司代號,公司名稱,非擔任主管職務之全時員工資訊-員工薪資總額(仟元),非擔任主管職務之全時員工資訊-員工人數-年度平均(人),非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-114年,非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-113年,員工薪資-平均數調整變動情形(%),非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-114年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-113年,員工薪資-中位數調整變動情形(%),非擔任主管職務之全時員工資訊-每股盈餘(元/股),非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-平均數(仟元)-114年,非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-平均數(仟元)-113年,非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-平均數調整變動情形(%),非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-平均數(仟元)-114年,非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-平均數(仟元)-113年,非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-平均數調整變動情形(%),非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-中位數(仟元)-114年,非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-中位數(仟元)-113年,非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-中位數調整變動情形(%),非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-中位數(仟元)-114年,非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-中位數(仟元)-113年,非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-中位數調整變動情形(%),同業公司資訊-員工薪資-平均數(仟元/人),同業公司資訊-平均每股盈餘(元/股),薪資統計情形-非經理人之全時員工薪資平均數未達50萬元,薪資統計情形-公司EPS獲利表現較同業為佳，惟非經理人之全時員工薪資平均數低於同業水準,薪資統計情形-公司EPS較前一年度成長，惟非經理人之全時員工薪資平均數較前一年度減少),薪資統計情形-公司經營績效與員工薪酬之關聯性及合理性說明,薪資統計情形-具體改善措施說明
"電子零組件業","1582","信錦","186392","172","1084","1225","-11.51%","1019","1107","-7.95%","3.45","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1048","7.37","N","N","N","","",
"電機機械","1583","程泰","234526","381","616","781","-21.13%","575","714","-19.47%","-4.83","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","910","1.58","N","N","N","","",
"汽車工業","1587","吉茂","93385","180","519","498","4.22%","482","450","7.11%","0.37","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","890","4.02","N","N","N","","",
"電機機械","1597","直得","199983","301","664","617","7.62%","590","537","9.87%","0.91","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","910","1.58","N","N","N","","",
"運動休閒","1598","岱宇","324836","580","560","555","0.90%","491","485","1.24%","-3.35","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","890","5.10","N","N","N","","",
"電器電纜","1603","華電","366792","567","647","608","6.41%","560","521","7.49%","3.26","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","904","1.51","N","Y","N","員工酬金組合主要包含基本固定薪資、獎金及福利，依據個人能力、對公司貢獻度、績效表現、所任職位之市場價值及考量公司未來營運風險後決定，與經營績效正相關，隨效率提高，經營績效提升，員工薪酬亦將會隨之增加。","本公司已於115年度，調整全體員工薪資2.33%。",
"電器電纜","1604","聲寶","575306","715","805","850","-5.29%","723","763","-5.24%","1.70","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","904","1.51","N","Y","N","為落實深耕台灣的永續承諾，本公司斥資27億元建置台南新廠。
隨著生產基地轉移，公司積極推動人才世代交替，雖有資深同仁相繼榮退，但也成功吸引大量優秀在地青年加入，人才結構年輕化為平均薪資略低於業界的主因。","公司未來將持續落實完善的留才與薪酬調整機制，並配合現有的內部升遷管道與人才培訓資源，協助新進同仁快速成長並實現職涯晉升，全面提升薪酬之市場競爭力，落實友善職場與在地留才之承諾。",
"電器電纜","1605","華新","3032292","2736","1108","1112","-0.36%","945","921","2.61%","0.75","          1,076","不適用","-","          1,328","不適用","-","            929","不適用","-","          1,111","不適用","-","904","1.51","N","N","Y","114年EPS較113年成長，係受營業外收益增加影響；非主管全時員工平均薪資下降，係部分事業單位受營運績效影響致獎金減少，惟公司持續調薪，多數員工薪資成長帶動中位數提升，薪酬變動與整體經營成果具合理關聯性。","本公司將持續優化薪酬與獎酬制度，並參酌營運成果、市場薪資水準及人才發展需求，適時辦理調薪及獎勵措施，強化員工薪酬競爭力，落實經營成果共享精神。",
"電器電纜","1608","華榮","407115","401","1015","827","22.73%","982","800","22.75%","5.50","          1,036","不適用","-","            917","不適用","-","          1,009","不適用","-","            870","不適用","-","904","1.51","N","N","N","","",
"電器電纜","1609","大亞","586315","612","958","1002","-4.39%","902","947","-4.75%","1.65","            939","不適用","-","          1,088","不適用","-","            885","不適用","-","          1,022","不適用","-","904","1.51","N","N","N","員工薪酬組合主要包含基本固定薪資、獎金及福利，其中獎金連結績效考核，依個人績效表現、目標達成率、貢獻之價值與營運績效給予合理報酬。","不適用",
"電器電纜","1611","中電","1221","2","611","531","15.07%","757","531","42.56%","0.03","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","904","1.51","N","N","N","","",
"電器電纜","1612","宏泰","323512","252","1284","1230","4.39%","1005","961","4.58%","2.77","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","904","1.51","N","N","N","","",
"電器電纜","1614","三洋電","547046","915","598","580","3.10%","568","543","4.60%","0.97","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","904","1.51","N","N","N","","",
"電器電纜","1615","大山","230501","265","870","752","15.69%","815","689","18.29%","4.81","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","904","1.51","N","Y","N","員工薪酬組合主要包含基本固定薪資、獎金及福利，其中獎金連結績效考核，依個人績效表現、目標達成率、貢獻之價值與營運績效給予合理報酬。","114年度員工薪資平均數較113年度成長15.69%，今後會持續提升員工薪資水準，與員工共享公司成就。",
"電器電纜","1616","億泰","142436","198","719","752","-4.39%","670","643","4.20%","1.55","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","904","1.51","N","Y","N","員工酬金組合主要包含基本固定薪資、獎金及福利，其中獎金連結績效考核，依個人績效表現、目標達成率、貢獻之價值與營運績效給予合理報酬。","隨著員工平均年資增加、效率將隨之提高，員工薪酬將依績效表現等給予合理報酬，往後亦將依營運狀況，合理調整薪酬。",
"電器電纜","1617","榮星","147378","222","664","636","4.40%","604","577","4.68%","0.68","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","904","1.51","N","N","N","","",
"電器電纜","1618","合機","206458","216","956","898","6.46%","868","802","8.23%","4.21","            952","不適用","-","            970","不適用","-","            823","不適用","-","            901","不適用","-","904","1.51","N","N","N","","",
"食品工業","1702","南僑","44387","36","1233","1278","-3.52%","878","943","-6.89%","1.12","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","875","2.70","N","N","N","","",
"生技醫療業","1707","葡萄王","445720","536","832","845","-1.54%","728","769","-5.33%","8.22","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","870","2.67","N","Y","N","葡萄王114年EPS與平均薪資與過去2年比較降幅約16%與約1.5%，應屬合理；另因有增聘用外籍同仁，若排除外籍平均薪資則約為同業的106%。顯見員工酬勞與公司績效確實有正向關聯且合理範圍。","葡萄王的員工酬勞提撥比例應與同業的平均基礎應有不同，且與經營績效有高度關聯性。未來將持續創造公司經營績效的提升，另可透過提升自動化生產與AI運用，提升效率，也可減少外籍勞工的使用影響。",
"化學工業","1708","東鹼","179474","170","1056","1073","-1.58%","934","919","1.63%","3.28","          1,023","不適用","-","          1,268","不適用","-","            918","不適用","-","          1,052","不適用","-","905","1.43","N","N","N","","",
"化學工業","1709","和益","298235","197","1514","1691","-10.47%","1397","1556","-10.22%","1.23","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","905","1.43","N","N","N","","",
"化學工業","1710","東聯","360623","353","1022","1067","-4.22%","928","994","-6.64%","-1.01","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","905","1.43","N","N","N","","",
"化學工業","1711","永光","906713","1252","724","725","-0.14%","684","693","-1.30%","-0.21","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","905","1.43","N","N","N","","",
"化學工業","1712","興農","1086750","1346","807","767","5.22%","726","688","5.52%","2.60","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","905","1.43","N","Y","N","本公司依經營成果、整體經濟情勢、及市場薪資水準訂定薪酬政策，並透過每年調薪、各項獎金制度分享經營成果。因公司人力涵蓋生產、銷售門市及農業服務等職務，與部分化工同業人力結構不同，致平均薪資水準有所差異。","本公司持續檢討薪酬制度，近二年已辦理平均約3%調薪，並針對表現優良之基層員工，提高調薪幅度，以強化薪酬競爭力及人才留任。",
"化學工業","1713","國化","123347","83","1486","892","66.59%","1299","855","51.93%","3.87","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","905","1.43","N","N","N","","",
"化學工業","1714","和桐","85827","105","817","829","-1.45%","682","687","-0.73%","0.50","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","905","1.43","N","N","Y","本年度EPS較前一年度成長，惟非經理人全時員工薪資平均數較前一年度減少，主要係受人員異動及人力結構變動影響，包括新進及離職人員增加、資深員工退休或離職等因素所致，並非因調降員工薪資所致。","本公司依營運績效、個人績效及市場薪資水準訂定薪酬制度，除固定薪資外，另發放年終獎金、績效獎金及員工酬勞，並定期檢視薪資水準，以維持薪酬競爭力及員工薪酬與經營績效之合理連結。",
"化學工業","1717","長興","1783554","1833","973","968","0.52%","856","844","1.42%","1.41","            994","不適用","-","            905","不適用","-","            859","不適用","-","            846","不適用","-","905","1.43","N","N","N","","",
"化學工業","1718","中纖","363750","546","666","655","1.68%","628","611","2.78%","0.09","            675","不適用","-","            621","不適用","-","            640","不適用","-","            540","不適用","-","905","1.43","N","N","N","","",
"生技醫療業","1720","生達","722311","802","901","898","0.33%","772","771","0.13%","5.19","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","870","2.67","N","N","N","","",
"化學工業","1721","三晃","301388","416","724","734","-1.36%","672","694","-3.17%","-1.84","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","905","1.43","N","N","N","","",
"化學工業","1722","台肥","876094","657","1333","1339","-0.45%","1188","1187","0.08%","0.95","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","905","1.43","N","N","N","","",
"化學工業","1723","中碳","381340","316","1207","1537","-21.47%","1128","1432","-21.23%","2.65","          1,221","不適用","-","          1,118","不適用","-","          1,150","不適用","-","          1,026","不適用","-","905","1.43","N","N","N","","",
"化學工業","1725","元禎","64898","86","755","788","-4.19%","572","692","-17.34%","1.53","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","905","1.43","N","Y","N","本公司員工薪酬除固定月薪之外，餘均依本業績效決定。
114年個體營業淨利下滑29%，係造成員工薪酬下滑主因。","關於具體改善措施，仍有賴石化景氣復甦，努力拓展業績，以提升本業獲利，進而增加員工薪酬。",
"化學工業","1726","永記","587363","702","837","810","3.33%","766","737","3.93%","5.50","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","905","1.43","N","Y","N","本公司股本較小，且營運多為勞力密集的生產型態而雇有外籍勞工，是以影響每股盈餘及平均薪資的計算。","未來依公司政策及營運狀況調整薪資並透過多項員工福利措施回饋予員工，期許員工薪酬與經營績效相對應。",
"化學工業","1727","中華化","164749","252","654","710","-7.89%","614","651","-5.68%","0.04","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","905","1.43","N","N","N","","",
"化學工業","1730","花仙子","124630","125","997","954","4.51%","913","823","10.94%","4.50","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","905","1.43","N","N","N","","",
"生技醫療業","1731","美吾華","141189","195","724","754","-3.98%","649","668","-2.84%","1.36","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","870","2.67","N","N","Y","本年度新進同仁初階人員起薪基期較低，使整體平均薪資產生結構性稀釋而下滑。惟連續在職員工之薪資獎金仍隨獲利增長而提升，薪酬政策與經營績效之關聯仍屬緊密合理。","定期檢視市場行情並隨時確認新進人員起薪符合市場水平；同時，定期審評連續在職薪資對比指標，排除結構盲點，確保分潤實質落實。",
"化學工業","1732","毛寶","78160","134","583","554","5.23%","503","469","7.25%","0.69","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","905","1.43","N","N","N","","",
"生技醫療業","1733","五鼎","412723","632","653","630","3.65%","541","522","3.64%","1.63","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","870","2.67","N","N","N","","",
"生技醫療業","1734","杏輝","509867","753","677","643","5.29%","588","561","4.81%","1.92","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","870","2.67","N","N","N","","",
"化學工業","1735","日勝化","151431","185","819","880","-6.93%","746","784","-4.85%","0.78","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","905","1.43","N","N","N","","",
"運動休閒","1736","喬山","995788","1230","810","788","2.79%","666","638","4.39%","9.06","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","890","5.10","N","Y","N","本公司直接人員約占總員工人數七成，並因應營運成長持續招募人才。114年度非主管職員工中，任職未滿六個月者約占18.3%，新進人員占比較高，致對非主管職員工平均薪資產生影響。","本公司將持續完善薪酬及獎酬制度，並配合營運發展適時檢討薪資水準。未來本公司仍會秉持價值共享、利潤分享之理念，持續提升員工薪資福利。",
"食品工業","1737","臺鹽","468304","447","1048","1048","0.00%","948","954","-0.63%","2.00","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","875","2.70","N","N","N","","",
"生技醫療業","1752","南光","409775","624","657","623","5.46%","574","550","4.36%","2.42","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","870","2.67","N","N","N","","",
"生技醫療業","1760","寶齡富錦","299269","358","836","785","6.50%","679","645","5.27%","2.22","            960","不適用","-","            771","不適用","-","            743","不適用","-","            663","不適用","-","870","2.67","N","N","N","","",
"生技醫療業","1762","中化生","183821","266","691","699","-1.14%","631","648","-2.62%","-4.39","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","870","2.67","N","N","N","","",
"化學工業","1773","勝一","511435","449","1139","1063","7.15%","1029","946","8.77%","6.81","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","905","1.43","N","N","N","","",
"化學工業","1776","展宇","62740","95","660","666","-0.90%","629","624","0.80%","0.28","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","905","1.43","N","N","N","","",
"生技醫療業","1783","和康生","122388","142","862","813","6.03%","668","670","-0.30%","2.96","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","870","2.67","N","Y","N","本公司EPS表現雖優於同業，惟受限於過往薪資基期，致非主管全時員工平均薪資與同業有些許差異。但公司獲利已實質回饋員工，非主管平均薪資已較往年持續成長，薪酬與經營&#32489;效具正向關聯。","公司承諾每年提撥獲利朝薪資增加空間努力。未來將引進更具競爭力的調薪機制，並將經營績效更緊密鏈結績效獎金，逐年擴大調幅，以實質縮短與同業之差距、提昇員工整體福祉。",
"生技醫療業","1786","科妍","81845","102","802","753","6.51%","714","685","4.23%","2.24","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","870","2.67","N","N","N","","",
"生技醫療業","1789","神隆","607303","700","868","885","-1.92%","817","829","-1.45%","0.17","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","870","2.67","N","N","N","","",
"生技醫療業","1795","美時","768157","660","1164","1103","5.53%","825","815","1.23%","18.14","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","870","2.67","N","N","N","","",
"玻璃陶瓷","1802","台玻","2854285","4008","712","682","4.40%","658","647","1.70%","-0.20","            729","不適用","-","            617","不適用","-","            676","不適用","-","            554","不適用","-","694","-0.04","N","N","N","","",
"建材營造","1805","寶徠","10421","13","802","840","-4.52%","856","780","9.74%","0.20","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","963","2.29","N","N","N","","",
"玻璃陶瓷","1806","冠軍","451938","682","663","648","2.31%","604","588","2.72%","0.29","            676","不適用","-","            612","不適用","-","            607","不適用","-","            598","不適用","-","694","-0.04","N","Y","N","本公司非擔任主管職務之全時員工以工廠基層員工為主。勞動力結構中基層員工及外籍移工占比較高，致平均薪資較同業略低。","本公司已於114年3月實施全員調薪，平均調幅約4%。未來將持續依據營運成果、產業薪資水準及人才留任需求，適時調整薪酬制度，並透過完善福利措施及獎酬機制，提升員工整體薪酬。",
"建材營造","1808","潤隆","74311","83","895","878","1.94%","782","783","-0.13%","1.36","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","963","2.29","N","N","N","","",
"玻璃陶瓷","1809","中釉","170618","234","729","749","-2.67%","643","642","0.16%","0.19","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","694","-0.04","N","N","N","","",
"玻璃陶瓷","1810","和成","542996","897","605","598","1.17%","542","525","3.24%","0.05","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","694","-0.04","N","Y","N","公司仍在台生產，生產主力仍在台灣，故基層人員及外籍移工人員佔相當比率，相對於其他不在台生產廠商或磁磚業少用人力，公司相對有較高比例基層作業員及移工，故平均薪資跟著被拉低。","因公司尚有獲利,預計於下半年度調薪,以提高人員平均薪資。",
"玻璃陶瓷","1817","凱撒衛","127386","157","811","810","0.12%","714","687","3.93%","3.61","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","694","-0.04","N","N","N","","",
"造紙工業","1903","士紙","25175","39","646","600","7.67%","586","576","1.74%","1.29","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","801","0.48","N","Y","N","員工平均薪資低於同業平均，主要受到組織結構調整、人員減少及新進人員比例較高等因素影響。","本公司持續依營運成果及市場薪資水準檢視薪酬制度，後續將逐步推動調薪機制及強化留才方案，並依個人績效及公司營運績效發放獎金，確保與員工共享成果。",
"造紙工業","1904","正隆","3045872","3533","862","845","2.01%","814","793","2.65%","0.74","            880","不適用","-","            751","不適用","-","            824","不適用","-","            749","不適用","-","801","0.48","N","N","N","","",
"造紙工業","1905","華紙","1418653","1970","720","743","-3.10%","666","691","-3.62%","-0.56","            724","不適用","-","            687","不適用","-","            676","不適用","-","            619","不適用","-","801","0.48","N","N","N","","",
"造紙工業","1906","寶隆","6976","9","775","742","4.45%","748","820","-8.78%","0.01","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","801","0.48","N","N","N","","",
"造紙工業","1907","永豐餘","3343418","4285","780","785","-0.64%","689","703","-1.99%","1.19","            781","不適用","-","            778","不適用","-","            697","不適用","-","            648","不適用","-","801","0.48","N","Y","Y","本公司為投控公司，獲利主要來自投資收益。114年部分子公司經營成果未達預期，年度獎金依相關公司及廠別損益表現計算，致年薪平均數下降。","本公司將聚焦子公司經營體質改善，透過產銷結構調整、製程效率提升及成本費用管理，提升營運績效與獲利能力；並依經營成果及市場薪酬水準，檢討薪資調整及績效獎金發放。",
"造紙工業","1909","榮成","706049","941","750","774","-3.10%","721","740","-2.57%","-0.39","            780","不適用","-","            599","不適用","-","            759","不適用","-","            572","不適用","-","801","0.48","N","N","N","","",
"鋼鐵工業","2002","中鋼","11828017","9352","1265","1288","-1.79%","1197","1215","-1.48%","-0.29","          1,272","不適用","-","          1,075","不適用","-","          1,206","不適用","-","          1,054","不適用","-","1016","0.47","N","N","N","","",
"鋼鐵工業","2006","東和鋼鐵","2358454","2058","1146","1104","3.80%","1076","1041","3.36%","6.47","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1016","0.47","N","N","N","","",
"鋼鐵工業","2007","燁興","313834","438","717","682","5.13%","687","657","4.57%","-2.24","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1016","0.47","N","N","N","","",
"鋼鐵工業","2008","高興昌","121194","198","612","581","5.34%","540","507","6.51%","0.68","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1016","0.47","N","Y","N","(1)114年度的高薪退休人員數目增加,同時低薪新進(移工)人員數目也增加的情形下,將整體員工薪資平均值下拉。
(2)114年度的業外收益較113年度多。","配合政府調薪政策,使公司經營績效與員工薪酬有正向聯結。",
"鋼鐵工業","2009","第一銅","150019","229","655","672","-2.53%","624","658","-5.17%","0.34","            659","不適用","-","            617","不適用","-","            633","不適用","-","            563","不適用","-","1016","0.47","N","N","N","","",
"鋼鐵工業","2010","春源","1156331","1434","806","761","5.91%","691","654","5.66%","2.32","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1016","0.47","N","Y","N","本公司114年EPS2.32元較113年1.65元增加0.67元，114年非擔任主管職務之全時員工薪資平均數806仟元/人，較113年761仟元/人增加45仟元/人，薪酬與公司績效成正比。
移工佔員工人數比約為28%，以致薪資平均數較低。","配合政府調薪政策，使公司經營績效與員工薪酬有正向聯結。",
"鋼鐵工業","2012","春雨","321565","519","620","648","-4.32%","559","569","-1.76%","0.20","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1016","0.47","N","N","N","","",
"鋼鐵工業","2013","中鋼構","832164","444","1874","1754","6.84%","1692","1578","7.22%","3.19","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1016","0.47","N","N","N","","",
"鋼鐵工業","2014","中鴻","856599","1033","829","829","0.00%","792","794","-0.25%","-1.29","            836","不適用","-","            769","不適用","-","            799","不適用","-","            750","不適用","-","1016","0.47","N","N","N","","",
"鋼鐵工業","2015","豐興","993769","946","1050","1037","1.25%","969","954","1.57%","3.88","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1016","0.47","N","N","N","","",
"鋼鐵工業","2017","官田鋼","139409","251","555","567","-2.12%","497","496","0.20%","-0.56","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1016","0.47","N","N","N","","",
"鋼鐵工業","2020","美亞","250746","313","801","812","-1.35%","699","694","0.72%","2.13","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1016","0.47","N","Y","N","因同產業劃分較廣，而本公司產品別不同，若聚焦與相同產品別之同業相比，本公司非主管職全時員工薪資平均數實高於同業水準。","本公司已規劃辦理115年度薪資調整作業，平均調幅約4.6%，並持續檢視薪酬結構、獎酬制度及福利措施，以期逐步提升非主管職員工薪酬水準、強化內部留任誘因，並積極改善此項指標，回饋員工貢獻。",
"鋼鐵工業","2022","聚亨","62122","100","621","606","2.48%","563","567","-0.71%","-0.02","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1016","0.47","N","N","N","","",
"鋼鐵工業","2023","燁輝","1241398","1419","875","873","0.23%","851","852","-0.12%","-1.85","            888","不適用","-","            769","不適用","-","            870","不適用","-","            736","不適用","-","1016","0.47","N","N","N","","",
"鋼鐵工業","2024","志聯","75021","127","591","571","3.50%","562","528","6.44%","-0.06","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1016","0.47","N","N","N","","",
"鋼鐵工業","2025","千興","38023","67","568","581","-2.24%","559","570","-1.93%","-0.18","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1016","0.47","N","N","Y","本年EPS為-0.18係出售投資性不動產及機器設備利益266,545千元排除後EPS為-1.72與同業相比(中鋼-0.29，燁輝-1.85)無表現較佳。本公司長期虧損且113年已全面調薪3%-15%。","不銹鋼產業近年受到中國、東南亞低價競爭衝擊，致營收獲利空間有限，本公司致力提升產品品質，樽節費用降低成本，提升本業收入創造營業淨利，計畫於獲利年度，提高年終獎金金額使經營績效與員工薪酬之關聯呈正相關。",
"鋼鐵工業","2027","大成鋼","797199","996","800","737","8.55%","728","639","13.93%","2.88","            785","不適用","-","            855","不適用","-","            737","不適用","-","            707","不適用","-","1016","0.47","N","Y","N","公司主要的獲利係來自海外子公司
員工薪酬係按照集團獲利狀況整體考量予以分配
另外考量台灣實際通膨狀況","已於115年3月調整薪資",
"鋼鐵工業","2028","威致","282953","368","769","807","-4.71%","717","768","-6.64%","0.28","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1016","0.47","N","N","N","","",
"鋼鐵工業","2029","盛餘","545021","485","1124","1116","0.72%","1035","1034","0.10%","0.74","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1016","0.47","N","N","N","","",
"鋼鐵工業","2030","彰源","384154","559","687","687","0.00%","613","608","0.82%","0.35","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1016","0.47","N","N","N","","",
"鋼鐵工業","2031","新光鋼","201334","262","768","779","-1.41%","652","657","-0.76%","3.30","            766","不適用","-","            776","不適用","-","            650","不適用","-","            666","不適用","-","1016","0.47","N","Y","N","本公司依營運成果及同業水準核定員工酬勞總額，薪酬制度兼顧專業能力、工作貢獻與績效表現，並衡量外部競爭力、內部公平性及合理性，秉持利潤共享理念，結合完善福利措施，致力提供優於同業水準之整體報酬。","本公司將持續檢討薪酬制度，依獲利成果逐步提高基層員工薪資及獎酬，強化績效獎勵機制，並透過職能培訓、職涯發展及福利優化等措施，提升員工整體待遇與留任意願，逐步縮減與同業差距。",
"鋼鐵工業","2032","新鋼","94791","162","585","550","6.36%","559","526","6.27%","0.56","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1016","0.47","N","Y","N","1.本公司114年EPS0.56元較113年0.45元增加0.11元
114年薪資平均數585仟元較113年增加35仟元，經營績效與員工酬勞成正比。
2.本年度獲利主要來自轉投資收益，排除前述收益並無獲利較同業為佳但薪資低於同業情形。","1.持續開發新技術、新產品與新市場提升本業獲利以增進員工薪酬。
2.定期檢視同業薪資水準與內部薪酬結構作為調薪依據。",
"鋼鐵工業","2033","佳大","53408","96","556","549","1.28%","532","538","-1.12%","0.35","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1016","0.47","N","N","N","","",
"鋼鐵工業","2034","允強","445437","635","701","684","2.49%","655","638","2.66%","0.21","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1016","0.47","N","N","N","","",
"鋼鐵工業","2038","海光","257782","370","697","667","4.50%","658","604","8.94%","-0.56","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1016","0.47","N","N","N","","",
