產業類別,公司代號,公司名稱,非擔任主管職務之全時員工資訊-員工薪資總額(仟元),非擔任主管職務之全時員工資訊-員工人數-年度平均(人),非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-114年,非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-113年,員工薪資-平均數調整變動情形(%),非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-114年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-113年,員工薪資-中位數調整變動情形(%),非擔任主管職務之全時員工資訊-每股盈餘(元/股),非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-平均數(仟元)-114年,非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-平均數(仟元)-113年,非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-平均數調整變動情形(%),非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-平均數(仟元)-114年,非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-平均數(仟元)-113年,非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-平均數調整變動情形(%),非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-中位數(仟元)-114年,非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-中位數(仟元)-113年,非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-中位數調整變動情形(%),非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-中位數(仟元)-114年,非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-中位數(仟元)-113年,非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-中位數調整變動情形(%),同業公司資訊-員工薪資-平均數(仟元/人),同業公司資訊-平均每股盈餘(元/股),薪資統計情形-非經理人之全時員工薪資平均數未達50萬元,薪資統計情形-公司EPS獲利表現較同業為佳，惟非經理人之全時員工薪資平均數低於同業水準,薪資統計情形-公司EPS較前一年度成長，惟非經理人之全時員工薪資平均數較前一年度減少),薪資統計情形-公司經營績效與員工薪酬之關聯性及合理性說明,薪資統計情形-具體改善措施說明
"貿易百貨","2915","潤泰全","253067","403","628","605","3.80%","478","457","4.60%","9.29","            685","不適用","-","            600","不適用","-","            450","不適用","-","            489","不適用","-","900","3.74","N","Y","N","本公司獲利中包含轉投資收益及投資性不動產評價利益，所佔比率較高,若排除後則獲利未能優於同業;又所營零售業務及量販店等屬人力需求較高行業,因受景氣等因素的影響經營績效及員工薪酬亦受影響。","透過有效之績效獎金辦法，激勵同仁致力提昇業績，俾使公司整體獲利增加，並與員工分享合理報償，提高員工之薪酬",
"貿易百貨","2945","三商家購","992117","1953","508","485","4.74%","443","414","7.00%","2.14","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","900","3.74","N","N","N","","",
"電腦及週邊設備業","3002","歐格","30350","33","920","911","0.99%","845","833","1.44%","0.36","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1536","8.64","N","N","N","","",
"電子零組件業","3003","健和興","499243","768","650","660","-1.52%","594","605","-1.82%","0.99","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1048","7.37","N","N","N","","",
"鋼鐵工業","3004","豐達科","469446","508","924","979","-5.62%","816","804","1.49%","5.85","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1016","0.47","N","Y","N","本公司該年度非主管人員平均薪資924千元，略低於同業平均1,016千元，惟整體薪資配置尚屬合理；
每股盈餘5.85元優於同業0.47元，顯示薪酬與經營績效具一定連動性。","&#8226;  優化績效與薪酬連結：強化評核機制，提升薪酬與績效之連動性與公平性。 
&#8226;  確保外部競爭力：檢視市場薪資並適時調整。 
&#8226;  提升制度透明與整體報酬：加強溝通並持續優化福利與獎酬措施。",
"電腦及週邊設備業","3005","神基","1019614","533","1913","1795","6.57%","1589","1565","1.53%","8.43","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1536","8.64","N","N","N","","",
"半導體業","3006","晶豪科","1207654","573","2108","2113","-0.24%","1938","1969","-1.57%","0.87","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","2233","26.52","N","N","N","","",
"光電業","3008","大立光","9608047","7989","1203","1319","-8.79%","896","927","-3.34%","159.41","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1045","1.05","N","N","N","","",
"電子通路業","3010","華立","527636","352","1499","1468","2.11%","1222","1182","3.38%","8.84","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1126","5.43","N","N","N","","",
"電子零組件業","3011","今皓","26928","32","842","881","-4.43%","651","698","-6.73%","-2.55","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1048","7.37","N","N","N","","",
"電腦及週邊設備業","3013","晟銘電","110993","128","867","977","-11.26%","778","928","-16.16%","4.03","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1536","8.64","N","N","Y","114年度因應中壢廠生產需求，招募以基層產線作業人員為主，該職類人數較前一年增加約一倍，且逾五成到職未滿半年，致該年度薪資平均數受職類別、年資期間影響。","公司重視人才價值，持續檢視薪酬結構，並依中壢廠營運發展及新進員工年資累積情形，透過績效調薪、年終獎金及激勵措施，維持及提升非主管全時員工薪酬競爭力。",
"半導體業","3014","聯陽","1106057","442","2502","2629","-4.83%","2297","2435","-5.67%","9.51","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","2233","26.52","N","N","N","","",
"電子零組件業","3015","全漢","740835","751","986","1001","-1.50%","852","819","4.03%","1.86","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1048","7.37","N","N","N","","",
"半導體業","3016","嘉晶","616036","684","901","940","-4.15%","837","872","-4.01%","0.07","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","2233","26.52","N","N","N","","",
"電腦及週邊設備業","3017","奇鋐","819903","555","1477","1253","17.88%","1221","1064","14.76%","49.17","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1536","8.64","N","Y","N","本公司員工薪酬係依據各工作職能及績效，實施績效承諾制度，以績效結果做為獎金、晉升及調薪之參考，並視公司整體營運成果狀況給予及調整；
本年度非主管職務之全時員工薪資平均數及中位數均較上年度成長。","依不同的職務進行市場水平薪資調查，並視營運結果及依個人績效考核結果進行調整之建議。",
"其他電子業","3018","隆銘綠能","36984","49","755","834","-9.47%","699","770","-9.22%","-2.16","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1487","11.09","N","N","N","","",
"光電業","3019","亞光","997579","969","1029","1017","1.18%","878","862","1.86%","6.60","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1045","1.05","N","Y","N","公司注重員工薪酬及福利，並視員工為公司重要資產，公司經營續效較去年成長，且員工平均薪資較前一年度略增，如扣除外藉人士，員工薪資-平均數(仟元/人)為1,134仟元，高於同業平均薪資水準。","本公司每年除參考市場薪酬調查，依據市場薪資水準，公司經營績效後進行薪資調整，114年度本公司非主管職務之員工本國人平均薪資較去年成長3%，以維持整體，薪酬競爭力。",
"電子零組件業","3021","鴻名","138637","180","770","732","5.19%","611","599","2.00%","0.33","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1048","7.37","N","N","N","","",
"電腦及週邊設備業","3022","威強電","429550","402","1069","1124","-4.89%","964","1007","-4.27%","4.63","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1536","8.64","N","N","N","","",
"電子零組件業","3023","信邦","896116","1199","747","759","-1.58%","572","573","-0.17%","13.02","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1048","7.37","N","Y","N","國內工廠產線人員約45%，不宜與國內無工廠公司評比。
獲利主要來自投資收益，77%為業外投資；EPS比去年略減，整體收益未增長。員工平均薪資與去年相比雖未成長，但近年薪資仍為正成長。","公司每年依營運及員工績效並參考市場水平調薪，依職務設置獎金制度及發放員工紅利做為激勵，另有員工信託持股計劃，相對提撥一定比例與員工共享營運成果。且於2026年調整薪酬結構，積極優化員工薪酬。",
"光電業","3024","憶聲","23973","34","705","678","3.98%","612","627","-2.39%","0.28","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1045","1.05","N","N","N","","",
"通信網路業","3025","星通","156030","148","1054","1061","-0.66%","959","907","5.73%","3.45","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1376","4.79","N","N","N","","",
"電子零組件業","3026","禾伸堂","896320","972","922","843","9.37%","800","737","8.55%","6.58","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1048","7.37","N","N","N","","",
"通信網路業","3027","盛達","52684","63","836","868","-3.69%","826","882","-6.35%","-1.06","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1376","4.79","N","N","N","","",
"電子通路業","3028","增你強","376178","320","1176","968","21.49%","1066","877","21.55%","3.15","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1126","5.43","N","N","N","","",
"資訊服務業","3029","零壹","474061","388","1222","1149","6.35%","986","926","6.48%","6.53","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1118","4.37","N","N","N","","",
"其他電子業","3030","德律","935862","599","1562","1348","15.88%","1358","1168","16.27%","10.49","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1487","11.09","N","N","N","","",
"光電業","3031","佰鴻","51439","64","804","815","-1.35%","728","760","-4.21%","1.09","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1045","1.05","N","Y","N","本公司114年度EPS高於同業平均值，但因新增較多基層人員，致員工平均薪資及中位數薪資下降，而有低於同業平均水準的情形。","本公司持續維持穩定的薪資政策，每年固定兩次檢討員工薪資，並依年資提供加給，114年起依據新修訂之公司章程基層員工的員工酬勞分配規定，使基層員工薪資更有保障。",
"電子零組件業","3032","偉訓","110531","126","877","1190","-26.30%","834","1067","-21.84%","-7.93","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1048","7.37","N","N","N","","",
"電子通路業","3033","威健","594693","469","1268","1291","-1.78%","1131","1128","0.27%","1.81","          1,496","不適用","-","          1,003","不適用","-","          1,365","不適用","-","            906","不適用","-","1126","5.43","N","N","N","","",
"半導體業","3034","聯詠","10601918","3266","3246","3521","-7.81%","2652","2865","-7.43%","26.87","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","2233","26.52","N","N","N","","",
"半導體業","3035","智原","1248299","617","2023","2089","-3.16%","1752","1802","-2.77%","2.81","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","2233","26.52","N","N","N","","",
"電子通路業","3036","文曄","1548274","989","1565","1486","5.32%","1245","1178","5.69%","11.61","          1,820","不適用","-","          1,219","不適用","-","          1,566","不適用","-","            914","不適用","-","1126","5.43","N","N","N","","",
"電子零組件業","3037","欣興","13366709","16085","831","820","1.34%","697","692","0.72%","4.38","            903","不適用","-","            724","不適用","-","            763","不適用","-","            597","不適用","-","1048","7.37","N","N","N","","",
"光電業","3038","全台","522131","785","665","674","-1.34%","545","542","0.55%","1.10","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1045","1.05","N","Y","N","本公司主要以台灣為生產基地，產線基層作業人員佔總人數比重逾半，在與同業人力結構不同情況下，致員工薪資平均數低於同業水準。","每年度依營運目標達成及獲利狀況持續提升員工薪資水準，與員工共享公司成就。",
"其他","3040","遠見","10917","13","840","866","-3.00%","929","903","2.88%","0.32","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","922","2.61","N","N","N","","",
"半導體業","3041","揚智","142868","80","1786","1718","3.96%","1713","1662","3.07%","-3.43","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","2233","26.52","N","N","N","","",
"電子零組件業","3042","晶技","947089","875","1082","1090","-0.73%","863","849","1.65%","5.28","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1048","7.37","N","N","N","","",
"其他電子業","3043","科風","94974","181","525","549","-4.37%","442","549","-19.49%","-2.67","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1487","11.09","N","N","N","","",
"電子零組件業","3044","健鼎","760653","968","786","735","6.94%","529","462","14.50%","19.45","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1048","7.37","N","Y","N","公司員工薪酬係參考PCB同業水準並依各廠營運貢獻與人員職級按薪酬規則訂定；因產業特性需要,相較其他電子零組件業,製程直接員工佔比高,應對人力需求結構,產線作業員額相對偏高,致薪資平均數低於同業水準。","本公司台灣廠區員工多為產線基本作業人力,基層員工佔比較高,與其他同業人力資源結構不同。
公司獲利穩定,將持續依員工績效表現給予相應之調薪,並參考PCB同業薪資趨勢核定薪酬。",
"通信網路業","3045","台灣大","5011970","4265","1175","1163","1.03%","1030","1004","2.59%","4.77","          1,251","不適用","-","          1,072","不適用","-","          1,127","不適用","-","            944","不適用","-","1376","4.79","N","N","N","","",
"電腦及週邊設備業","3046","建碁","28768","21","1370","1367","0.22%","1472","1497","-1.67%","4.01","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1536","8.64","N","N","N","","",
"通信網路業","3047","訊舟","274498","280","980","1108","-11.55%","884","1014","-12.82%","-0.90","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1376","4.79","N","N","N","","",
"電子通路業","3048","益登","508524","352","1445","1155","25.11%","1238","1014","22.09%","2.01","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1126","5.43","N","N","N","","",
"光電業","3049","精金","186689","252","741","750","-1.20%","696","690","0.87%","-0.64","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1045","1.05","N","N","Y","公司屬光電製造業，基層產線人員占比高，當年度因應市場調整與產線轉型進行人力成本控管與優化，致使EPS提升。另因人力調整導致部分同仁在職月份不完整未參與年終分配，年度總薪資較低，納入平均後拉低整體數值。","本公司因營運轉型辦理人力優化，受調整同仁因在職月份不完整且未參與年末分紅，薪資總額較低，拉低全年平均。惟留任核心團隊之薪資福利未受影響，未來將隨獲利增長穩健提升在職員工待遇。",
"光電業","3050","鈺德","108541","176","617","631","-2.22%","578","577","0.17%","0.04","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1045","1.05","N","N","N","員工薪資除固定薪資外,亦連結與營收連結之績效相關獎金,平均薪酬較去年降低,乃因變動薪資滅少所致","改善人力結構、增加營收",
"光電業","3051","力特","340701","558","611","588","3.91%","581","557","4.31%","1.01","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1045","1.05","N","N","N","","",
"建材營造","3052","夆典","82088","109","753","736","2.31%","698","687","1.60%","1.10","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","963","2.29","N","N","N","","",
"食品工業","3054","立萬利","31588","29","1089","929","17.22%","959","840","14.17%","1.96","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","875","2.70","N","N","N","","",
"電子通路業","3055","蔚華科","81425","65","1253","1185","5.74%","964","1035","-6.86%","-2.68","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1126","5.43","N","N","N","","",
"建材營造","3056","富華新","15408","25","616","1024","-39.84%","602","981","-38.63%","1.07","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","963","2.29","N","N","N","","",
"電腦及週邊設備業","3057","喬鼎","114783","94","1221","1151","6.08%","1043","1029","1.36%","-0.88","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1536","8.64","N","N","N","","",
"電子零組件業","3058","立德","114793","152","755","733","3.00%","631","520","21.35%","-1.44","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1048","7.37","N","N","N","","",
"光電業","3059","華晶科","317896","215","1479","1431","3.35%","1414","1258","12.40%","1.24","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1045","1.05","N","N","N","","",
"電腦及週邊設備業","3060","銘異","155161","221","702","685","2.48%","648","617","5.02%","-0.39","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1536","8.64","N","N","N","","",
"通信網路業","3062","建漢","312807","227","1378","1198","15.03%","1293","1140","13.42%","0.68","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1376","4.79","N","N","N","","",
"電子零組件業","3090","日電貿","134081","144","931","887","4.96%","778","753","3.32%","5.48","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1048","7.37","N","N","N","","",
"電子零組件業","3092","鴻碩","3000","9","333","703","-52.63%","599","635","-5.67%","-5.14","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1048","7.37","Y","N","N","1.係因114年度下半年員工人數增加，統計員工薪資總額含未滿六個月之人數、薪資，以致員工薪資-平均數較低:若年資換算全年度薪資檢視，員工薪資-平均數為630仟元。
2.114年度為稅後淨損，以致未發放員工紅利。","未來將視公司營運績效適時調整員工薪酬。",
"半導體業","3094","聯傑","62453","54","1157","1141","1.40%","1144","1097","4.28%","0.25","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","2233","26.52","N","N","N","","",
"數位雲端","3130","一零四","1261000","901","1400","1351","3.63%","1248","1210","3.14%","14.70","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1034","6.89","N","N","N","","",
"半導體業","3135","凌航","57414","58","990","0","0.00%","647","0","0.00%","6.33","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","2233","26.52","N","N","N","","",
"通信網路業","3138","耀登","129484","120","1079","1185","-8.95%","913","986","-7.40%","1.50","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1376","4.79","N","N","N","","",
"光電業","3149","正達","228129","349","654","621","5.31%","570","535","6.54%","-2.86","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1045","1.05","N","N","N","","",
"半導體業","3150","鈺寶-創","65185","48","1358","1270","6.93%","1212","1099","10.28%","-0.22","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","2233","26.52","N","N","N","","",
"生技醫療業","3164","景岳","66057","110","601","601","0.00%","553","553","0.00%","0.66","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","870","2.67","N","N","N","","",
"電機機械","3167","大量","181707","190","956","783","22.09%","852","717","18.83%","8.13","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","910","1.58","N","N","N","","",
"光電業","3168","眾福科","151563","130","1166","1225","-4.82%","947","1018","-6.97%","2.61","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1045","1.05","N","N","N","","",
"半導體業","3189","景碩","4755504","6101","779","736","5.84%","658","634","3.79%","3.51","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","2233","26.52","N","N","N","","",
"電子通路業","3209","全科","259971","220","1182","1150","2.78%","1017","1007","0.99%","3.02","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1126","5.43","N","N","N","","",
"電子零組件業","3229","晟鈦","117076","200","585","565","3.54%","541","534","1.31%","-0.43","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1048","7.37","N","N","N","","",
"電腦及週邊設備業","3231","緯創","20977997","13999","1499","1443","3.88%","1197","1253","-4.47%","9.04","          1,681","不適用","-","          1,198","不適用","-","          1,403","不適用","-","            916","不適用","-","1536","8.64","N","Y","N","114年整體人數增加26%，其中直接員工較去年增加1.05倍，直接員工占整體員工人數由22%增加至36%，薪資平均數仍較去年增加。","因應全球環境的波動及AI資訊產業持續發展，本公司以臺灣作為主要製造基地之一，持續招募基層員工。將關注市場同業薪酬狀況、員工福祉及企業社會責任，制定具市場競爭力薪酬政策。",
"半導體業","3257","虹冠電","89449","60","1491","1266","17.77%","1158","1029","12.54%","3.42","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","2233","26.52","N","N","N","","",
"建材營造","3266","昇陽","86479","71","1218","1778","-31.50%","1196","1777","-32.70%","0.58","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","963","2.29","N","N","N","","",
"電子零組件業","3296","勝德","67999","93","731","686","6.56%","628","596","5.37%","0.61","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1048","7.37","N","N","N","","",
"其他電子業","3305","昇貿","107484","154","698","664","5.12%","557","526","5.89%","3.16","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1487","11.09","N","N","N","","",
"電子零組件業","3308","聯德","6991","10","699","704","-0.71%","684","603","13.43%","0.68","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1048","7.37","N","N","N","","",
"通信網路業","3311","閎暉","249361","407","613","617","-0.65%","525","503","4.37%","1.67","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1376","4.79","N","N","Y","本年度EPS增加主係113年下半年旭榮廠縮編節省成本，估列非經常性縮減成本及費用所致。非主管全時員工薪資平均數減少，係因本年度增聘產線基層員工及初階人員所致，核心留才之調薪機制未受影響及異動，仍具合理性。","本公司將持續優化薪酬結構，未來規劃提高基層員工之績效獎金配發比例，將本業經營成果更直接地回饋予非主管同仁。同時，將定期檢視同業薪資水準，對關鍵技術人員實施差異化留才調薪，確保整體員工薪酬具市場競爭力。",
"電子通路業","3312","弘憶股","75835","79","960","878","9.34%","888","832","6.73%","1.74","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1126","5.43","N","N","N","","",
"電子零組件業","3321","同泰","254177","441","576","594","-3.03%","535","551","-2.90%","-3.36","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1048","7.37","N","N","N","","",
"電子零組件業","3338","泰碩","68555","72","952","1040","-8.46%","834","909","-8.25%","1.80","            974","不適用","-","            795","不適用","-","            846","不適用","-","            776","不適用","-","1048","7.37","N","N","N","","",
"汽車工業","3346","麗清","159994","195","820","861","-4.76%","639","721","-11.37%","0.11","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","890","4.02","N","N","N","","",
"光電業","3356","奇偶","146276","141","1037","997","4.01%","975","936","4.17%","6.21","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1045","1.05","N","Y","N","本公司依員工職責考核其績效及對公司之貢獻，並考量公司營運給予相應酬金。114年度本業之營收及利益較113年衰退，營業外收入表現較好，以致114年EPS高於同業表現。但薪資平均數及中位數仍較去年增加。","本公司114年薪資水準未能大幅提升乃因本業實質績效較113年衰退。未來需更積極提升產品附加價值與技術競爭力，並加強內部營運管控等，以提升本業經營獲利能力，才可將經營成果轉化於員工薪酬與股東紅利。",
"電子零組件業","3376","新日興","1232208","1962","628","664","-5.42%","565","577","-2.08%","1.63","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1048","7.37","N","N","N","","",
"通信網路業","3380","明泰","1231693","1060","1162","1144","1.57%","1124","1132","-0.71%","-0.36","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1376","4.79","N","N","N","","",
"光電業","3406","玉晶光","559468","630","888","862","3.02%","723","666","8.56%","32.84","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1045","1.05","N","Y","N","本公司之獲利主要係來自海外轉投資收益等，且因基層員工占多數，進而拉低平均薪資，並出現低於同業之狀況，惟本公司114年度之平均薪資及薪資中位數均較前一年度提升。","本公司將透過新產品之開發，創造具利基性之產品，以提升母公司個體之附加價值及獲利空間，進而提高整體員工之薪酬。",
"半導體業","3413","京鼎","620480","410","1513","1518","-0.33%","1271","1351","-5.92%","21.44","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","2233","26.52","N","N","N","","",
"電腦及週邊設備業","3416","融程電","365985","403","908","853","6.45%","769","737","4.34%","7.39","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1536","8.64","N","N","N","","",
"通信網路業","3419","譁裕","207444","215","965","942","2.44%","822","779","5.52%","-1.79","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1376","4.79","N","N","N","","",
"電子零組件業","3432","台端","14572","20","729","775","-5.94%","647","634","2.05%","-0.87","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1048","7.37","N","N","N","","",
"光電業","3437","榮創","411540","611","674","680","-0.88%","559","562","-0.53%","-2.65","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1045","1.05","N","N","N","","",
"半導體業","3443","創意","2143247","674","3180","3160","0.63%","2576","2559","0.66%","28.13","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","2233","26.52","N","N","N","","",
"通信網路業","3447","展達","136652","107","1277","1224","4.33%","1140","1085","5.07%","1.60","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1376","4.79","N","N","N","","",
"半導體業","3450","聯鈞","472321","546","865","852","1.53%","673","627","7.34%","5.01","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","2233","26.52","N","N","N","","",
"光電業","3481","群創","18573899","17741","1047","1008","3.87%","849","785","8.15%","0.03","          1,115","不適用","-","            892","不適用","-","            954","不適用","-","            763","不適用","-","1045","1.05","N","N","N","","",
"電腦及週邊設備業","3494","誠研","116958","194","603","603","0.00%","452","453","-0.22%","-1.84","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1536","8.64","N","N","N","","",
"電子零組件業","3501","維熹","167460","244","686","701","-2.14%","578","488","18.44%","3.00","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1048","7.37","N","N","N","","",
"光電業","3504","揚明光","554534","717","773","763","1.31%","556","590","-5.76%","-0.08","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1045","1.05","N","N","N","","",
"電腦及週邊設備業","3515","華擎","614678","316","1945","1746","11.40%","1704","1527","11.59%","15.28","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1536","8.64","N","N","N","","",
"其他電子業","3518","柏騰","22252","25","890","884","0.68%","899","877","2.51%","-1.56","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1487","11.09","N","N","N","","",
"電子通路業","3528","安馳","141538","137","1033","900","14.78%","903","820","10.12%","2.30","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1126","5.43","N","N","N","","",
"半導體業","3530","晶相光","76549","60","1276","1330","-4.06%","1130","1107","2.08%","1.74","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","2233","26.52","N","N","Y","本公司114年度新增員工人數占非主管職員工人數11%，致薪酬指標產生變動。","未來將持續檢視薪酬制度及員工福利措施，以提升人才吸引與留任成效。",
"半導體業","3532","台勝科","1685726","1446","1166","1130","3.19%","1122","1083","3.60%","1.58","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","2233","26.52","N","N","N","","",
