產業類別,公司代號,公司名稱,非擔任主管職務之全時員工資訊-員工薪資總額(仟元),非擔任主管職務之全時員工資訊-員工人數-年度平均(人),非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-110年,非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-109年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-110年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-109年,非擔任主管職務之全時員工資訊-每股盈餘(元/股),同業公司資訊-員工薪資-平均數(仟元/人),同業公司資訊-平均每股盈餘(元/股),薪資統計情形-非經理人之全時員工薪資平均數未達50萬元,薪資統計情形-公司EPS獲利表現較同業為佳，惟非經理人之全時員工薪資平均數低於同業水準,薪資統計情形-公司EPS較前一年度成長，惟非經理人之全時員工薪資平均數較前一年度減少),薪資統計情形-公司經營績效與員工薪酬之關聯性及合理性說明
"綠能環保","5205","中茂","1076","3","359","449","331","317","-1.69","804","2.92","Y","N","N","本公司近年因業務調整，公司處於虧損狀態。為求公司永續經營，近幾年各項費用嚴格管控。後續將視經營績效，在公司永續經營的前提下，合理將經營成果分享予全體股東及員工。",
"建材營造","5206","坤悅","20636","25","825","813","762","737","0.54","902","2.00","N","N","N","",
"其他","5209","新鼎","202226","195","1037","988","947","877","10.02","669","1.90","N","N","N","",
"資訊服務業","5210","寶碩","96515","132","731","700","651","648","-0.37","889","3.13","N","N","N","",
"資訊服務業","5211","蒙恬","48159","52","926","862","806","746","1.48","889","3.13","N","N","N","",
"資訊服務業","5212","凌網","314760","338","931","905","826","801","2.68","889","3.13","N","N","N","",
"建材營造","5213","亞昕","59649","63","947","1114","883","797","0.73","902","2.00","N","N","N","",
"光電業","5220","萬達光電","162317","292","556","562","480","487","3.43","820","1.93","N","Y","N","1.員工中約七成屬直接人工,員工結構中大部分屬基層勞工,拉低平均薪資。110年較109年小幅減少係因110年獲利較109年降低。
2.章程規定有獲利時提撥不低於5%為員工酬勞,讓經營績效與員工薪酬產生正向關聯。",
"光電業","5230","雷笛克光學","58726","81","725","780","571","566","1.28","820","1.93","N","N","Y","EPS較前一年度成長惟非經理人全時員工薪資平均數衰退，除因部分人員異動，增聘新進人員致整體平均薪資減少，此外，申報之薪資平均數係以實際發放數為基準，與EPS成長之帳上估列獎金數有發放時間性差異。",
"半導體業","5236","凌陽創新","298078","121","2463","0","2084","0","11.83","1296","7.57","N","N","N","",
"光電業","5245","智晶","175594","261","673","612","580","499","4.47","820","1.93","N","Y","N","本公司提供的薪酬符合法令要求，因本公司員工平均服務年資及平均年齡低於同業，致EPS高於同業平均數惟非經理人全時員工薪資平均數低於同業水準者。",
"光電業","5251","天鉞電","14215","16","888","771","782","798","-2.32","820","1.93","N","N","N","",
"文化創意業","5263","智崴","209815","255","823","782","750","716","-2.31","1063","5.55","N","N","N","",
"半導體業","5272","笙科","105932","91","1164","1093","1047","983","0.96","1296","7.57","N","N","N","",
"半導體業","5274","信驊","234940","83","2831","2361","2454","1980","38.30","1296","7.57","N","N","N","",
"數位雲端","5278","尚凡","52740","40","1319","1090","1115","962","16.52","720","4.41","N","N","N","",
"數位雲端","5287","數字","124965","160","781","744","712","671","12.13","720","4.41","N","N","N","",
"電腦及週邊設備業","5289","宜鼎","521746","575","907","862","701","651","18.94","828","5.18","N","N","N","",
"電子零組件業","5291","邑昇","185841","295","630","540","545","476","4.18","729","2.59","N","Y","N","本公司屬傳統勞力密集產業，主要生產僅在台灣；基層作業人員比重較高，以致非主管全時員工薪資平均數低於同業水準。",
"半導體業","5299","杰力","267533","74","3615","1476","3142","1301","17.68","1296","7.57","N","N","N","",
"觀光餐旅","5301","寶得利","13822","27","512","567","470","540","-2.09","498","-0.73","N","N","Y","因主要業務(營收)由觀光產業改為餐飲業，其所需之人員專業度也不相同，故影響薪資平均數。",
"半導體業","5302","太欣","30804","32","963","968","964","981","-0.27","1296","7.57","N","N","Y","本公司110年非經理人之全時員工薪資平均數(新台幣)963仟元，較109年度之9685仟元減少5仟元，主要係110年度之全時員工人數較109年年減少3人所致，且為尚無重大差異之情事",
"電子零組件業","5309","系統電","215290","292","737","681","547","526","0.62","729","2.59","N","N","N","",
"資訊服務業","5310","天剛","4917","9","546","696","601","543","-1.22","889","3.13","N","N","Y","主要係因109年度支付員工資遣費用,致薪資平均數較110年度高。",
"生技醫療業","5312","寶島科","556747","811","686","698","587","597","4.83","714","1.38","N","Y","N","本公司雖屬生技產業，但因為沒有從事製造及研發，僅進行通路銷售，所以本公司大多數員工係為基礎門市銷售人員，非一般生技公司的高端技術研發人員，導致本公司員工平均薪資略低於生技產業平均薪資。",
"半導體業","5314","世紀","5774","10","577","853","566","836","-0.50","1296","7.57","N","N","Y","本公司110年7月因經營權異動，人員更替，造成非經理人之全時員工薪資平均數較前一年度減少。",
"光電業","5315","光聯","257786","513","503","490","443","426","1.74","820","1.93","N","N","N","",
"數位雲端","5321","美而快","23452","39","601","844","479","528","3.11","720","4.41","N","N","Y","1.本公司電子商務之營業收入達75%，但仍歸屬於電子零組件類，產業比較基礎不同。
2.本年度因組織扁平化及人員升遷制度，基層幹部升任主管職，故主管職人數大幅增加，導致非主管職平均薪資降低。",
"建材營造","5324","士開","36421","33","1104","979","1085","865","-0.64","902","2.00","N","N","N","",
"電子零組件業","5328","華容","16245","24","677","599","632","510","0.20","729","2.59","N","N","N","",
"電子零組件業","5340","建榮","187549","321","584","554","525","500","0.27","729","2.59","N","N","N","",
"半導體業","5344","立衛","113393","190","597","552","526","486","0.76","1296","7.57","N","N","N","",
"其他","5345","天揚","24422","29","842","782","637","705","-0.35","669","1.90","N","N","N","",
"半導體業","5347","世界","8739127","4915","1778","1353","1184","995","7.21","1296","7.57","N","N","N","",
"通信網路業","5348","系通","26845","41","655","683","594","672","-0.53","832","1.84","N","N","Y","主係110年度離職員工恰巧係屬年資及薪資較高者，新進員工之薪資水準較低，以致本年度員工中位數及平均數均下降。",
"半導體業","5351","鈺創","421481","247","1706","1056","1412","959","3.91","1296","7.57","N","N","N","",
"通信網路業","5353","台林","240539","347","693","656","609","575","1.01","832","1.84","N","N","N","",
"電子零組件業","5355","佳總","173527","348","499","470","475","436","-0.67","729","2.59","Y","N","N","1.因產業特性，作業人員及外籍員工占全公司員工的比率為76%，故拉低整體水準。
2.因近年來公司虧損，無額外季獎金、績效獎金及員工酬勞。",
"電腦及週邊設備業","5356","協益","182834","361","506","501","437","441","-0.28","828","5.18","N","N","N","",
"觀光餐旅","5364","力麗店","35762","78","458","500","374","418","-2.49","498","-0.73","Y","N","N","本產業多為低技術、低門檻、替代性高之工作，故薪資接近基本工資。又組織結構扁平，多以基層主管做管理，中高階人數少，整體平均薪資偏低。再則2021年covid-19疫情，影響國內外來客數，營收減少，實施減班休息所致。",
"光電業","5371","中光電","1855472","1557","1192","1158","1131","1072","5.12","820","1.93","N","N","N","",
"電子零組件業","5381","合正","27158","44","617","528","550","445","0.07","729","2.59","N","N","N","",
"其他電子業","5383","金利","136184","257","530","498","499","446","0.33","856","3.74","N","N","N","",
"電腦及週邊設備業","5386","青雲","22011","27","815","665","699","610","2.36","828","5.18","N","N","N","",
"光電業","5392","能率","7337","11","667","677","662","578","0.35","820","1.93","N","N","Y","本年度員工人數較前一年度減少，因離職人員年資較久薪資較高，新進員工起薪略低以致員工薪資平均數較前一年度略為減少。",
"其他","5398","慕康生醫","28807","40","720","722","635","627","0.33","669","1.90","N","N","N","",
"資訊服務業","5403","中菲","415711","343","1212","1133","1009","981","5.88","889","3.13","N","N","N","",
"資訊服務業","5410","國眾","234310","335","699","670","640","606","2.14","889","3.13","N","N","N","",
"半導體業","5425","台半","342340","502","682","677","541","521","3.55","1296","7.57","N","N","N","",
"電腦及週邊設備業","5426","振發","181570","314","578","592","516","526","-0.62","828","5.18","N","N","N","",
"光電業","5432","新門","7981","17","469","483","437","433","0.32","820","1.93","Y","N","Y","本公司因產線作業員占全體員工比達41.2% 因而拉低平均員工薪資, 使薪資平均數未達50萬元.  另薪資平均數較前一年度減少係因高薪資人員離職所致.",
"電腦及週邊設備業","5438","東友","118064","113","1045","1100","918","885","0.51","828","5.18","N","N","Y","因110年度設置生產線，增加產線作業人員；作業員薪資偏低，以致平均薪資衰退",
"電子零組件業","5439","高技","418106","543","770","697","663","602","4.61","729","2.59","N","N","N","",
"光電業","5443","均豪","407897","391","1043","997","957","899","1.54","820","1.93","N","N","N","",
"其他","5450","南良","362819","493","736","626","603","510","1.23","669","1.90","N","N","N","",
"其他電子業","5452","佶優","42321","29","1459","826","1183","719","1.60","856","3.74","N","N","N","",
"建材營造","5455","昇益","13768","11","1252","1270","997","1025","-0.09","902","2.00","N","N","Y","本公司110年度非擔任主管職之全時員工平均薪資1,252仟元，較109年度平均薪資1,270仟元，減少18仟元，減少幅度約1.42%，並無顯著減少，其中減少係因部分資深員工於110年度離職，而新進同仁年資及平均薪資較低所致。",
"電子零組件業","5457","宣德","252361","395","639","630","602","559","5.11","729","2.59","N","Y","N","本公司非經理人之全時員工(年度)薪資平均已較去年增加,就公司經營績效與全時員工薪資平均數尚屬合理",
"電子零組件業","5460","同協","68585","102","672","713","579","594","0.01","729","2.59","N","N","N","",
"電子零組件業","5464","霖宏","166478","369","451","400","420","378","4.81","729","2.59","Y","Y","N","本公司藍領外籍工人佔全體員工四分之一，外籍工薪資依契約核給工資，不計其他津貼項目，致全體薪資平均數未達50萬元。110年因出售不動產使EPS獲利表現較同業為佳，非本業獲利所致，且因受成本上漲影響，本業為負值。",
"電腦及週邊設備業","5465","富驊","24978","23","1086","920","987","895","1.27","828","5.18","N","N","N","",
"半導體業","5468","凱鈺","7744","9","860","851","799","947","0.19","1296","7.57","N","N","N","",
"電腦及週邊設備業","5474","聰泰","164985","126","1309","1270","1079","1036","9.66","828","5.18","N","N","N","",
"電子零組件業","5475","德宏","4900","11","445","494","444","437","3.73","729","2.59","Y","Y","Y","德宏109年初曾大量資遣資深員工，而110年度新進員工起薪較低，且受惠大陸子公司蘇州德宏110年度業績大好，故德宏公司110年度EPS較前一年度成長，惟非經理人全時員工薪資平均數衰退",
"文化創意業","5478","智冠","338201","385","878","911","757","767","6.84","1063","5.55","N","Y","N","110年EPS獲利雖較同業為佳，但低於109年，仍維持年度調薪與獎金發放。
110年調升員工擔任經理人，新進及離職人員增加，故平均數較109年減少。
主要據點分北、高兩區，兩區合併與一區產業相比，不一定具關聯性。",
"其他","5481","新華","5706","7","815","938","802","585","1.81","669","1.90","N","N","N","",
"半導體業","5483","中美晶","792754","609","1302","1128","1243","1163","11.62","1296","7.57","N","Y","N","本公司110年無論是EPS獲利表現或員工薪資-平均數，相較於109年，都是成長的。",
"半導體業","5487","通泰","51058","45","1135","1078","1077","1029","2.02","1296","7.57","N","N","N","",
"電子零組件業","5488","松普","37400","66","567","535","550","481","0.08","729","2.59","N","N","N","",
"其他電子業","5489","彩富","297532","339","878","674","649","588","1.25","856","3.74","N","N","N","",
"電腦及週邊設備業","5490","同亨","137903","140","985","1129","905","1047","1.41","828","5.18","N","N","N","",
"其他電子業","5493","三聯","62384","66","945","878","899","832","4.65","856","3.74","N","N","N","",
"電子零組件業","5498","凱崴","72789","129","564","561","536","513","0.18","729","2.59","N","N","N","",
"建材營造","5508","永信建","39736","32","1242","1180","1191","1110","8.90","902","2.00","N","N","N","",
"建材營造","5511","德昌","232850","264","882","835","634","647","4.15","902","2.00","N","Y","N","110年新進員工多為無經驗之基層人員，故平均薪資略低於同業水準。",
"建材營造","5512","力麒","33995","38","895","796","856","802","0.42","902","2.00","N","N","N","",
"建材營造","5514","三豐","10645","12","887","885","820","851","-0.04","902","2.00","N","N","N","",
"建材營造","5516","雙喜","107453","163","659","751","537","640","2.91","902","2.00","N","Y","N","本公司110年外籍勞工佔全時員工35%故壓低薪資平均數。",
"建材營造","5520","力泰","144879","133","1089","1105","1076","1039","5.56","902","2.00","N","N","Y","1. 110年度員工人數新增數十位,由於新進員工因此降低了總平均數.
2.本公司的司機報酬係以趟次、里程、時段來計價,因逢疫情關係,出車次數減少,故所得變少.",
"建材營造","5523","豐謙","10863","13","836","516","694","561","5.91","902","2.00","N","Y","N","1、主要係業外收入EPS1.57元及出售營建用地約EPS1.85元，本業EPS約計2.49元，與同業水準相當。
2、員工薪資均依薪資辦法執行，員工年度績效佳者，均會反映在年度調薪上，另年獎額外加分並獎勵。",
"建材營造","5529","鉅陞","14869","15","991","610","572","560","-1.03","902","2.00","N","N","N","",
"其他","5530","龍巖","424777","464","915","848","749","698","3.36","669","1.90","N","N","N","",
"其他電子業","5536","聖暉*","329252","277","1189","1244","998","1015","21.08","856","3.74","N","N","Y","因業務需求持續擴充服務量能，需補進大量新進人力並以基礎工程師為主，致平均薪資較前一年度減少。",
"航運業","5601","台聯櫃","5093","7","728","721","661","663","0.28","961","7.79","N","N","N","",
"航運業","5603","陸海","237250","253","938","715","903","692","9.20","961","7.79","N","Y","N","員工薪酬：本公司除依公司章程規定提列員工酬勞外，每月提撥16%~21%，每季或年底，再依營運績效及財務狀況檢討是否調整，核發方式則依各部門績效及員工考績，作為核發的主要依據。",
"其他","5604","中連","2647","4","662","611","663","718","6.75","669","1.90","N","Y","N","110年EPS6.75元,其中處分不動產利益影響EPS5.8元,因處分不動產為非經常性行為,若扣除該處分影響,110年EPS僅0.95元.109年本公司員工均薪611千元,110年為662千元,增加8%.薪資水準應符合一般標準",
"航運業","5609","中菲行","184922","160","1156","928","821","704","16.98","961","7.79","N","N","N","",
"觀光餐旅","5701","劍湖山","80923","194","417","389","347","336","-0.65","498","-0.73","Y","Y","N","本公司主營主題樂園及渡假飯店,屬勞力密集產業,故基層人力佔比高，影響整體平均薪資。",
"觀光餐旅","5703","亞都麗緻","75879","162","468","474","488","417","-1.77","498","-0.73","Y","N","Y","1.因疫情因素很多資深同仁退休，故相對平均薪資下降許多。
2.110年3、4、5月因疫情此三個月實發8成薪資，6、7、8此三個月因疾病管理署公告餐館禁止內用，亞都因此停業三個月，故薪資下降許多。",
"觀光餐旅","5704","老爺知","82061","168","488","482","421","396","1.51","498","-0.73","Y","Y","N","1.本公司位處台東，薪資及消費水平相較國內其他縣市低；但相較同區域同業薪資水平並無偏低。
2.休閒飯店業所需基層服務人員數量較多、佔比較高，故使得薪資平均數降低。",
"金融業","5864","致和證","145822","198","736","583","659","442","2.79","1267","2.93","N","Y","N","本公司EPS高於同業平均數，係因自營部的營業證券操作利益，
與一般非經理人全時員工較無關聯性，業務績效較上期成長故非經
理人全時員工薪酬也較上期增加。（平均數較上期增加153仟元
，中位數較上期增加217仟元)",
"金融業","5878","台名","29720","48","619","584","531","526","2.98","1267","2.93","N","Y","N","公司為保經公司，員工均為內勤行政，與金控銀行含業務銷售人員結構不同。
110年非主管員工平均薪資較109年成長約6%，中位數亦較109年提升，顯示公司致力提高員工薪資數額。",
"居家生活","5902","德記","74798","87","860","883","721","741","1.57","618","5.32","N","N","Y","係因新增13名員工  致使整體平均薪資微幅減少",
"居家生活","5903","全家","2202067","2860","770","834","716","775","6.02","618","5.32","N","N","N","",
"居家生活","5904","寶雅","1563772","3202","488","477","426","409","18.25","618","5.32","Y","Y","N","1.公司屬零售業直營型態(非加盟)的自助型賣場，90%人力屬第ㄧ線服務人員(其中含27%計時人員)。且因大規模展店，晉用高比例新人及職場新鮮人予以培訓，影響平均薪資。
2.公司每年依員工績效考核結果予以晉升、調薪。",
"觀光餐旅","5905","南仁湖","101219","284","356","372","338","353","-0.77","498","-0.73","Y","N","N","110年度扣除轉投資收益後，本公司稅前淨損為98,738千元。勞動部薪資查詢系統，同業非擔任主管職員工薪資為25,270元~44,061元 (月)。本公司年度薪資平均數為356千元(每月為29,667元)，與同業並無重大差異。",
"金融業","6015","宏遠證","553529","391","1416","988","1237","808","3.74","1267","2.93","N","N","N","",
"金融業","6016","康和證","854067","563","1517","1111","1129","888","2.33","1267","2.93","N","N","N","",
"金融業","6020","大展證","48231","61","791","652","756","674","3.40","1267","2.93","N","Y","N","本公司110年度經營績效成長主要來自自營單位及經紀部門本公司均按貢獻度發放獎金給予相關同仁",
"金融業","6021","美好證","363437","313","1161","788","963","670","1.05","1267","2.93","N","N","N","",
"金融業","6023","元大期貨","421484","362","1164","1184","959","1016","2.97","1267","2.93","N","Y","N","本公司110年EPS2.97較同業為佳，但較前一年EPS4.23減少30%，且因儲備人力引進基層員工以致非主管之全時員工數較前一年增加3%，因此110年度員工薪資平均數稀釋1.7%，尚屬合理範圍。",
"金融業","6026","福邦證","257936","174","1482","970","1207","827","5.00","1267","2.93","N","N","N","",
"文化創意業","6101","寬魚國際","11998","19","631","624","605","573","-0.63","1063","5.55","N","N","N","",
"半導體業","6103","合邦","3085","7","441","396","467","408","-0.04","1296","7.57","Y","N","N","因110年本公司持續虧損,未執行調薪事宜,故造成薪資平均數未達50萬元",
"半導體業","6104","創惟","542091","283","1916","1741","1696","1520","6.41","1296","7.57","N","N","N","",
"通信網路業","6109","亞元","40096","57","703","655","687","606","-1.39","832","1.84","N","N","N","",
"文化創意業","6111","大宇資","85877","117","734","810","666","742","11.36","1063","5.55","N","Y","Y","110年度晉用新進人數較前一年度多且多屬資淺同仁。
110年度EPS(11.36元)較前一年度(0.88元)增加，主要為處分轉投資與IP無形資產所產生之營業外利益。",
"電子通路業","6113","亞矽","39583","44","900","866","873","852","0.85","774","1.27","N","N","N","",
"電子零組件業","6114","久威","34188","45","760","747","657","621","0.33","729","2.59","N","N","N","",
"電子通路業","6118","建達","125762","210","599","588","528","535","0.60","774","1.27","N","N","N","",
"電腦及週邊設備業","6121","新普","517717","388","1334","1243","1168","1101","34.50","828","5.18","N","N","N","",
"電機機械","6122","擎邦","160426","192","836","819","797","811","0.79","664","2.08","N","N","N","",
"資訊服務業","6123","上奇","37223","46","809","763","719","735","4.87","889","3.13","N","N","N","",
"電子零組件業","6124","業強","15800","22","718","1395","609","1225","1.29","729","2.59","N","N","N","",
"光電業","6125","廣運","263551","308","856","785","759","695","-1.14","820","1.93","N","N","N","",
"電子零組件業","6126","信音","16524","21","787","841","760","750","1.97","729","2.59","N","N","N","",
"電子零組件業","6127","九豪","114013","201","567","507","520","484","0.47","729","2.59","N","N","N","",
"半導體業","6129","普誠","161167","173","932","890","838","770","0.63","1296","7.57","N","N","N","",
"生技醫療業","6130","星寶國際","4297","9","477","422","405","384","1.06","714","1.38","Y","N","N","本公司於109年8月14日發放限制行員工權利新股400,000股。及110年10月30日現金增資8,000,000股,經董事會通過提撥10%予員工認股,係為吸引、留任、激勵優秀人才，並提升員工向心力。",
"電子零組件業","6134","萬旭","86620","130","666","651","616","571","-0.54","729","2.59","N","N","N","",
"半導體業","6138","茂達","485768","268","1813","1362","1515","1178","12.90","1296","7.57","N","N","N","",
"資訊服務業","6140","訊達電腦","84082","146","576","655","462","530","0.68","889","3.13","N","N","N","",
"通信網路業","6143","振曜","361426","498","726","698","612","586","3.33","832","1.84","N","Y","N","本公司主要產品的製造、生產皆位於台灣，製造生產人力佔總人數55.7%，其中外籍移工佔全體23.14%，絕大部分屬於基層生產人員，致薪資平均數低於同業水準。",
"文化創意業","6144","得利影","36364","70","519","570","483","513","-0.78","1063","5.55","N","N","N","",
"其他電子業","6146","耕興","645417","648","996","877","761","696","11.01","856","3.74","N","N","N","",
"半導體業","6147","頎邦","5369068","5571","964","817","826","717","9.00","1296","7.57","N","Y","N","1.半導體業含晶片設計、製造及後段封測，員工結構差異致平均薪資不盡具可比較性；
2.外籍技術員1,442人，占計算母體24%，拉低平均年薪。",
"資訊服務業","6148","驊宏資","40278","52","775","773","671","652","0.98","889","3.13","N","N","N","",
"電腦及週邊設備業","6150","撼訊","192899","113","1707","755","1561","700","24.00","828","5.18","N","N","N","",
"其他電子業","6151","晉倫","70277","86","817","657","688","583","4.04","856","3.74","N","Y","N","公司經營績效之優劣，影響員工年終獎金、員工酬勞及績效獎金之發放。
EPS較同業及去年度佳,本年度提列之年終獎金及員工酬勞較去年度增加5,564仟元及4,267仟元；薪資平均數與同業薪資平均水準相當差異不大約為2.6%。",
"電子通路業","6154","順發","245171","520","471","430","411","385","1.76","774","1.27","Y","Y","N","本公司之產業類別隸屬電子通路業，但產業中包含製造商、代理商等，比較基準不同。以3C零售業而言，本公司之獲利表現並未優於零售通路同業；參考業界薪資調查報告之數據，薪資符合門市零售行業之合理水準。",
"電子零組件業","6156","松上","23108","22","1050","1242","1207","1020","1.29","729","2.59","N","N","N","",
"電子零組件業","6158","禾昌","138748","135","1028","1010","876","857","3.09","729","2.59","N","N","N","",
"電腦及週邊設備業","6160","欣技","164939","197","837","686","727","640","0.52","828","5.18","N","N","N","",
"電腦及週邊設備業","6161","捷波","48471","55","881","830","711","673","3.28","828","5.18","N","N","N","",
"通信網路業","6163","華電網","627487","619","1014","894","854","765","1.43","832","1.84","N","N","N","",
"光電業","6167","久正","112507","223","505","513","457","459","0.50","820","1.93","N","N","Y","110年度舊員工(薪資較高)退休,新進員工薪資水準相對較低,故造成平均薪資較109年度減少",
"文化創意業","6169","昱泉","2554","5","511","899","487","814","-0.71","1063","5.55","N","N","Y","1.109年因組織及經營策略調整，支付資遣及離職金7,048(仟元)，110年此費用僅60(仟元)，故110年較109年度大幅減少虧損，相對EPS則成長。
2.109年非主管全時人員資遣費及離職金達1,558(仟元)，110年則無。",
"通信網路業","6170","統振","43469","55","790","775","586","586","1.86","832","1.84","N","Y","N","1.低於同業水準主係因應移工匯款業務雇用較多基層員工導致平均薪資減少。
2.110年度所提列之員工酬勞19,892仟元尚未擬予分配發放，無法區分非擔任主管職務之全時員工所獲配的金額，故申報未納入計算所致。",
"建材營造","6171","大城地產","7202","12","600","676","596","634","4.82","902","2.00","N","Y","Y","本公司因行業特性，營收認列採全部完工法，故每年獲利起伏甚大。本公司會依前一年度經營績效適度調整當年度員工薪酬，故110年度較佳的經營績效會於111年度的員工薪酬酌加考量。",
"電子零組件業","6173","信昌電","564099","666","847","793","680","651","6.67","729","2.59","N","N","N","",
"電子零組件業","6174","安碁","104789","180","582","466","528","415","1.79","729","2.59","N","N","N","",
"電子零組件業","6175","立敦","47907","65","737","638","722","633","3.45","729","2.59","N","N","N","",
"其他","6179","亞通","123619","123","1005","976","936","874","1.84","669","1.90","N","N","N","",
"文化創意業","6180","橘子","409013","420","974","999","761","799","6.30","1063","5.55","N","Y","Y","本公司每年均與知名顧問公司合作進行薪資調查以確保薪酬具有市場競爭力。惟員工平均薪資受到許多不同因素影響，包括公司的人力組成與職等結構，因此並不能完全用以衡量公司經營績效與員工薪酬的相關性。",
"半導體業","6182","合晶","738587","952","776","717","709","650","2.02","1296","7.57","N","N","N","",
"電子零組件業","6185","幃翔","8109","17","477","455","398","424","-0.67","729","2.59","Y","N","N","疫情影響，110年營收下滑虧損，致無提撥員工酬勞分派；本公司110年度仍有調整員工薪資，非主管職之平均薪資較109年度增4.8%。",
"建材營造","6186","新潤","43684","32","1365","1387","975","1205","3.08","902","2.00","N","N","N","",
"其他電子業","6187","萬潤","262325","234","1121","932","962","854","6.64","856","3.74","N","N","N","",
"電腦及週邊設備業","6188","廣明","212842","149","1428","1253","1141","1052","3.57","828","5.18","N","N","N","",
"通信網路業","6190","萬泰科","174493","200","872","680","784","593","1.68","832","1.84","N","N","N","",
"電子零組件業","6194","育富","2297","4","574","575","553","554","0.26","729","2.59","N","N","N","",
"居家生活","6195","詩肯","221612","346","640","580","562","516","5.54","618","5.32","N","N","N","",
"半導體業","6198","瑞築","6373","8","797","913","673","779","-0.14","1296","7.57","N","N","Y","本公司因連續虧損故進行人事調整縮減費用，故EPS較前一年度增加，非經理人薪資平均數較前一年減少。",
"其他","6199","天品","6140","9","682","500","140","313","0.68","669","1.90","N","N","N","",
"電子零組件業","6203","海韻電","98965","110","900","978","736","849","9.42","729","2.59","N","N","Y","主要係110年度非擔任主管職務之全時員工”平均人數”較去年增加，增加14人, 增幅約為15%，為因應整個商業世界的高度變化，活化和年輕化公司組織，招聘多位年輕員工，故非經理人之全時員工薪資平均數較前一年度減少。",
"電子零組件業","6204","艾華","41604","77","540","539","488","471","12.41","729","2.59","N","Y","N","我司110年度出售不動產獲利對EPS影響為10.33元，排除出售不動產獲利後之EPS與同業平均數差異不大。",
"電子零組件業","6207","雷科","117975","174","678","601","632","567","3.07","729","2.59","N","Y","N","本公司每股盈餘中約20%來自於營業外收益的貢獻，對於薪資水準核算並無相關，另，本公司產品種類分為高毛利的自製雷射設備產品以及電子零組件捲裝材料兩種屬性，營收佔比約各半，市場上應無同業符合相同營運狀況。",
"電子零組件業","6208","日揚","286155","310","923","855","784","763","3.32","729","2.59","N","N","N","",
"電子零組件業","6210","慶生","158472","260","610","606","568","561","2.95","729","2.59","N","Y","N","本公司目標市場定位為高毛利訂單，故每股盈餘表現一般均較同業為佳，非經理人之全時員工薪資均參酌就業市場及勞動法令執行，平均數雖低於同業水準，僅為一統計數之計算，但並無影響公司運作，故應無是否合理之虞。",
"建材營造","6212","理銘","28577","22","1299","1179","1137","1071","4.09","902","2.00","N","N","N","",
"電子零組件業","6217","中探針","160792","248","648","680","484","529","2.70","729","2.59","N","Y","Y","本公司非擔任主管職務之員工，主要係110年度部分資深人員離職，而新進人員係因產能擴充多以產線人力居多，以致本公司員工薪酬平均數略低於50萬元及同業公司。",
"通信網路業","6218","豪勉","126438","124","1020","1037","916","896","0.70","832","1.84","N","N","N","",
"建材營造","6219","富旺","34394","32","1075","1029","651","716","0.44","902","2.00","N","N","N","",
"電子零組件業","6220","岳豐","92193","143","645","712","600","634","0.76","729","2.59","N","N","N","",
"資訊服務業","6221","晉泰","197613","189","1046","1081","941","948","2.95","889","3.13","N","N","N","",
"光電業","6222","上揚","8233","18","457","500","463","486","-0.38","820","1.93","Y","N","N","本公司目前尚屬虧損階段，待公司營運改善轉虧為盈後,再評估調整計畫。",
"半導體業","6223","旺矽","1842792","1594","1156","1154","1008","995","7.44","1296","7.57","N","N","N","",
"電子通路業","6227","茂綸","225734","198","1140","1056","1135","1020","5.56","774","1.27","N","N","N","",
"電腦及週邊設備業","6228","全譜","17498","28","625","625","560","577","-0.13","828","5.18","N","N","N","",
"半導體業","6229","研通","23308","21","1110","832","965","834","4.49","1296","7.57","N","N","N","",
"資訊服務業","6231","系微","511182","451","1133","1071","963","923","5.94","889","3.13","N","N","N","",
"半導體業","6233","旺玖","78511","69","1138","1155","1028","1011","0.75","1296","7.57","N","N","Y","公司EPS較前一年度成長惟非經理人之全時員工薪資平均數較前一年度減少，係因研發人員異動，致110年度平均薪資較109年度下降。",
"光電業","6234","高僑","77492","134","578","566","457","422","1.24","820","1.93","N","N","N","",
"其他","6236","康呈","6575","13","506","496","460","470","-0.17","669","1.90","N","N","N","",
"半導體業","6237","驊訊","171671","126","1362","1214","1261","1107","5.75","1296","7.57","N","N","N","",
"其他","6240","松崗","1025","2","513","437","513","453","1.13","669","1.90","N","N","N","",
"通信網路業","6241","易通展","45738","71","644","773","540","660","-3.15","832","1.84","N","N","N","",
"生技醫療業","6242","立康","54766","105","522","553","423","446","2.32","714","1.38","N","Y","N","公司營運型態偏向零售之服務業，相對聘用之員工大多數為現場客服人員居多，對學歷與技術層面之標準屬中間層次，
導致薪資水準相對較生技醫療業同業水準低。對此，公司將會以獎金制度、員工持股會等機制來激勵員工。",
"光電業","6244","茂迪","432573","596","726","742","642","653","0.30","820","1.93","N","N","N","",
"通信網路業","6245","立端","613243","697","880","828","698","663","4.65","832","1.84","N","N","N","",
"光電業","6246","臺龍","12814","17","754","704","726","686","0.91","820","1.93","N","N","N","",
"鋼鐵工業","6248","沛波","31574","49","644","648","635","482","1.62","857","3.17","N","N","N","",
"電子零組件業","6259","百徽","12390","19","652","653","641","584","0.03","729","2.59","N","N","N","",
