產業類別,公司代號,公司名稱,非擔任主管職務之全時員工資訊-員工薪資總額(仟元),非擔任主管職務之全時員工資訊-員工人數-年度平均(人),非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-112年,非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-111年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-112年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-111年,非擔任主管職務之全時員工資訊-每股盈餘(元/股),同業公司資訊-員工薪資-平均數(仟元/人),同業公司資訊-平均每股盈餘(元/股),薪資統計情形-非經理人之全時員工薪資平均數未達50萬元,薪資統計情形-公司EPS獲利表現較同業為佳，惟非經理人之全時員工薪資平均數低於同業水準,薪資統計情形-公司EPS較前一年度成長，惟非經理人之全時員工薪資平均數較前一年度減少),薪資統計情形-公司經營績效與員工薪酬之關聯性及合理性說明
"塑膠工業","1305","華夏","608571","641","949","942","906","904","0.59","1175","0.68","N","N","N","本公司員工酬勞制度在公司章程中已訂定「年度如有獲利應分派員工酬勞不低於當年度獲利百分之一」，所有本公司員工均可分享公司經營成果。",
"塑膠工業","1307","三芳","440305","519","848","731","808","694","1.91","1175","0.68","N","Y","N","本公司主要生產人工皮革,鞋材佔比約90%,因112年大型賽事展開,及上游原料成本的低檔維持,助益EPS較去年同期成長約62%,本公司亦考量通貨膨漲調整員工薪資,非擔任主管職務之員工薪資平均數較去年同期成長約16%。",
"塑膠工業","1308","亞聚","282238","220","1283","1490","1199","1407","0.20","1175","0.68","N","N","N","公司於年度營業終了，結算如有盈餘，除繳納稅捐、彌補虧損及提列股息公積金外，視整體營運發展及同仁績效等綜合考量後，在法遵前提下並考量外部競爭及內部衡平性，發給年終獎金及進行年度調薪。",
"塑膠工業","1309","台達化","361909","351","1031","1100","968","1039","-0.69","1175","0.68","N","N","N","",
"塑膠工業","1310","台苯","170572","187","912","883","799","793","-0.88","1175","0.68","N","N","N","",
"塑膠工業","1312","國喬","326204","366","891","878","798","774","-1.59","1175","0.68","N","N","N","",
"塑膠工業","1313","聯成","263811","214","1233","1165","1127","1072","-0.21","1175","0.68","N","N","N","",
"塑膠工業","1314","中石化","861304","1133","760","953","699","869","-0.28","1175","0.68","N","N","N","",
"塑膠工業","1315","達新","210898","338","624","604","558","535","3.66","1175","0.68","N","Y","N","1.依學經歷、職等、貢獻度及勞基法規範核薪，並逐年依公司營運及獲利情況調整。
2.營業項目塑膠製品60.74%
3.外籍員工占全體員工13.91%
4.上述說明，成長優於同業、較同業標準低，均屬合理。",
"建材營造","1316","上曜","17260","24","719","640","541","511","-0.68","905","2.16","N","N","N","",
"汽車工業","1319","東陽","2463401","3294","748","684","630","582","5.10","882","6.40","N","N","N","",
"塑膠工業","1321","大洋","341652","447","764","800","710","738","0.88","1175","0.68","N","Y","Y","111年度、112年度薪資總額356,693仟元、341,652仟元，112年度減少15,041仟元，主要原因是：110年度有獲利於111年發放員工紅利6,108仟元；111年度虧損故112年度無員工紅利，春節年終獎金也比111年少發5,047仟元。",
"塑膠工業","1323","永裕","413241","688","601","596","551","508","0.92","1175","0.68","N","Y","N","1.本公司每年依獲利情形提撥酬勞，112年獲利大幅度下降，發放獎金及員工酬勞金額較111年降低。
2.本公司因非擔任主管職務之資深員工相繼退休，人力結構改變降低平均薪資。",
"塑膠工業","1324","地球","126868","216","587","536","481","446","0.53","1175","0.68","N","N","N","",
"塑膠工業","1325","恆大","61686","122","506","470","465","405","0.21","1175","0.68","N","N","N","",
"塑膠工業","1326","台化","6027576","4458","1352","1409","1229","1283","1.46","1175","0.68","N","N","Y","本公司EPS雖較前一年度成長，惟台塑企業屬於煉化一體產業，年終獎金係按照勞資雙方同意依4大公司平均稅前EPS計算，受產業景氣影響，平均EPS下滑致年終獎金減少，惟員工薪資雖因此減少但仍高於同業平均。",
"汽車工業","1339","昭輝","172833","254","680","648","518","495","5.88","882","6.40","N","N","N","",
"其他","1342","八貫","235368","361","652","669","518","538","7.52","909","2.71","N","Y","Y","本公司111年發行限制員工權利新股，111年既得之人數及股數較112年多所致。
其中既得股數為111年422,000股，144人 112年332,000股，78人。",
"紡織纖維","1402","遠東新","3951781","3975","994","1011","832","864","1.64","701","1.12","N","N","Y","本公司依年度結算盈餘情形，並考量未來營運發展等因素後，2023年獎金較2022年略為減少，加上部分資深同仁退休，致非主管職務員工年度薪資平均數較前一年度減少，惟評估變動尚屬合理，本公司整體薪資水準仍優於同業。",
"紡織纖維","1409","新纖","1096302","1685","651","744","636","618","0.47","701","1.12","N","N","N","",
"紡織纖維","1410","南染","6164","11","560","526","501","528","0.24","701","1.12","N","N","N","",
"紡織纖維","1413","宏洲","108317","179","605","678","542","607","-1.01","701","1.12","N","N","N","",
"紡織纖維","1414","東和","93948","193","487","575","453","529","0.15","701","1.12","Y","N","N","112年度員工薪資平均數減少主要原因為:
 1.112年度淨利32,849(仟元),111年度淨利   
  104,362(仟元),淨利減少71,513(仟元),員
  酬及年獎減少約726萬
 2.112年度全年加班費亦較111年度減少約590萬元",
"其他","1416","廣豐","5069","6","845","803","855","940","0.51","909","2.71","N","N","N","",
"紡織纖維","1417","嘉裕","167988","295","569","525","540","473","-0.37","701","1.12","N","N","N","",
"紡織纖維","1418","東華","21659","36","602","594","521","515","0.74","701","1.12","N","N","N","",
"紡織纖維","1419","新紡","366539","523","701","721","596","610","2.17","701","1.12","N","N","N","",
"紡織纖維","1423","利華","23057","41","562","520","498","481","0.57","701","1.12","N","N","N","",
"運動休閒","1432","大魯閣","184853","336","550","516","472","425","0.67","840","4.96","N","N","N","",
"紡織纖維","1434","福懋","1641405","2910","564","590","493","523","0.26","701","1.12","N","N","N","",
"其他","1435","中福","4791","6","799","849","601","740","-0.30","909","2.71","N","N","Y","公司改組，原員工於111年度全數離職，受離職金影響所致。",
"建材營造","1436","華友聯","32962","35","942","871","837","819","9.69","905","2.16","N","N","N","",
"其他","1437","勤益控","14659","19","772","614","455","412","2.82","909","2.71","N","Y","N",""其他"產業別中組成多元，行業間特性差異大。本公司
112年度非擔任主管之員工薪資平均數增加158千元，
較前一年度增加25.73%，經營績效與員工薪資呈正相關。",
"建材營造","1438","三地開發","2336","5","467","523","436","521","-0.71","905","2.16","Y","N","N","本年度因新進員工較多，又多為資歷較淺之人員，一方面稀釋整體薪酬，另方面則因尚未展現績效而獎酬不如預期.",
"建材營造","1439","雋揚","6149","8","769","711","786","700","2.00","905","2.16","N","N","N","",
"紡織纖維","1440","南紡","607428","982","619","621","556","546","1.27","701","1.12","N","Y","Y","本公司112年度獲利主係處分投資性不動產所致，此為一次性獲利，本業則為虧損狀態，獲利並未優於同業。",
"紡織纖維","1441","大東","12764","21","608","661","551","633","-4.76","701","1.12","N","N","N","",
"建材營造","1442","名軒","32453","31","1047","874","1021","819","4.71","905","2.16","N","N","N","",
"其他","1443","立益物流","56496","86","657","637","650","623","1.29","909","2.71","N","N","N","",
"紡織纖維","1444","力麗","523097","1020","513","595","446","519","-0.28","701","1.12","N","N","N","",
"紡織纖維","1445","大宇","206815","300","689","600","587","515","7.72","701","1.12","N","Y","N","112年度因認列處分不動產、廠房及設備利益$1,115,116仟元，以致EPS獲利大幅增加。",
"紡織纖維","1446","宏和","23567","37","637","608","515","504","0.80","701","1.12","N","N","N","",
"紡織纖維","1447","力鵬","698648","1251","558","607","505","538","-0.51","701","1.12","N","N","N","",
"紡織纖維","1449","佳和","398094","756","527","515","494","462","0.61","701","1.12","N","N","N","",
"紡織纖維","1451","年興","352494","681","518","594","470","535","-1.83","701","1.12","N","N","N","",
"紡織纖維","1452","宏益","112483","199","565","601","483","511","0.39","701","1.12","N","N","N","",
"建材營造","1453","大將","6220","11","565","530","596","481","0.57","905","2.16","N","N","N","",
"紡織纖維","1454","台富","214261","385","557","554","507","509","0.16","701","1.12","N","N","N","112年度稅後盈餘較111年度微幅下降，故員工薪酬亦僅微幅變動",
"紡織纖維","1455","集盛","732115","1214","603","651","548","569","-0.45","701","1.12","N","N","Y","112年度受累於全球不景氣及終端需求不振，
全年稅後虧損，依經營積效訂定年終獎金發
放基準，發放基準50天較111年65天減少15天，	
若不計外勞，112年本國員工平均薪資678仟元	
僅略低於同業平均數約 3%。",
"建材營造","1456","怡華","15154","27","561","558","556","547","0.05","905","2.16","N","N","N","本公司112年度員工薪酬變動不大，主要產業為不動產部，次要為紡織部，紡織部員工在台南，112年紡織部毛利率2.15%，其平均薪資52萬元；不動產部員工主要在台北，112年不動產部毛利率31.24%，其平均薪資67萬元。",
"紡織纖維","1457","宜進","13964","17","821","798","732","715","2.55","701","1.12","N","N","N","",
"紡織纖維","1459","聯發","66415","148","449","487","394","432","0.07","701","1.12","Y","N","Y","因作業人員以外籍勞工為主，故整體薪資平均數低於同業水準。",
"紡織纖維","1460","宏遠","721136","1381","522","550","470","509","-1.80","701","1.12","N","N","N","",
"紡織纖維","1463","強盛新","83880","163","515","550","465","520","0.65","701","1.12","N","N","Y","112年度獲利主要來自於轉投資收入及業外收入，本業營業收入衰退，員工上班時數減少，故平均薪資水準降低。",
"紡織纖維","1464","得力","400340","723","554","589","489","549","0.13","701","1.12","N","N","N","主係因員工加班費減少，故薪資中位數隨之降低。",
"紡織纖維","1465","偉全","83338","157","531","581","477","492","0.56","701","1.12","N","N","N","",
"紡織纖維","1466","聚隆","170006","298","570","604","550","551","-1.36","701","1.12","N","N","N","",
"紡織纖維","1467","南緯","108217","164","660","708","583","603","-0.71","701","1.12","N","N","N","",
"紡織纖維","1468","昶和","21722","40","543","544","522","470","0.17","701","1.12","N","N","N","",
"紡織纖維","1470","大統新創","132259","236","560","553","473","471","0.58","701","1.12","N","N","N","",
"電子零組件業","1471","首利","19231","26","740","764","768","756","-0.29","951","5.97","N","N","Y","112年離職人員薪資高於平均數，新進人員薪資低於平均數，致使平均數較111年減少。",
"建材營造","1472","三洋實業","22486","28","803","600","651","527","4.27","905","2.16","N","Y","N","全時員工年度薪資平均低於同業水準主係本公司今年度持續取得公共工程最有利標，營運方面循序漸進穩定成長，因而轉虧為盈，本年度員工薪資平均數較去年度成長34%，今後會持續提升員工薪資水準，與員工共享公司成就。",
"紡織纖維","1473","台南","195710","332","589","558","493","463","2.13","701","1.12","N","Y","N","1.本公司薪酬制度除保障年薪13個月外，營運獲利另發放員工績效獎金。
2.基層作業與縫製相關人員占比四成以上，且外勞占比超過5%以上，因基層直接作業人員占比高致平均薪資較低",
"紡織纖維","1474","弘裕","235539","430","548","598","503","520","-0.34","701","1.12","N","N","N","",
"紡織纖維","1475","業旺","5224","9","580","545","586","545","7.90","701","1.12","N","Y","N","我們依據員工的能力和表現評估薪酬，並根據公司營運成果調整。由於我們的人力結構中，主要因新員工的平均工作年限較短，致整體薪酬可能低於同業水平。但今年全職非主管員工的平均薪酬和中位數皆較去年增長。",
"紡織纖維","1476","儒鴻","1626998","1707","953","1000","833","880","18.87","701","1.12","N","N","N","",
"紡織纖維","1477","聚陽","1184002","785","1508","1447","1381","1321","16.50","701","1.12","N","N","N","",
"電機機械","1503","士電","2125912","2077","1024","1049","842","854","4.51","803","2.29","N","N","Y","本公司薪酬政策配合公司營運目標，並參考同業水準及個人績效貢獻訂定，且均經薪資報酬委員會及董事會審核，每年度依營運目標達成及獲利狀況，及員工績效考核結果做為薪酬核給之標準。",
"電機機械","1504","東元","1997123","2170","920","893","748","715","2.76","803","2.29","N","N","N","",
"電機機械","1506","正道","144405","257","562","550","508","518","0.29","803","2.29","N","N","N","",
"汽車工業","1512","瑞利","75988","130","585","548","503","500","0.04","882","6.40","N","N","N","",
"電機機械","1513","中興電","1505458","1660","907","870","773","769","3.25","803","2.29","N","N","N","",
"電機機械","1514","亞力","599020","635","943","898","809","775","3.08","803","2.29","N","N","N","",
"電機機械","1515","力山","325789","622","524","575","434","481","1.70","803","2.29","N","N","Y","112年薪資較低是產線人數比111年增加，造成整體平均薪資減少。",
"其他","1516","川飛","2909","3","970","648","862","666","0.34","909","2.71","N","N","N","",
"電機機械","1517","利奇","232389","588","395","492","345","444","-0.75","803","2.29","Y","N","N","本公司112年度因自行車產業市場需求變化，營業收入較前一年度大幅減少，因應產業調整消化庫存，產能需求降低，減少加班費用，致影響112年度員工薪資平均數及中位數較前一年度降低。",
"電機機械","1519","華城","1205543","780","1546","1016","1113","816","9.87","803","2.29","N","N","N","",
"汽車工業","1521","大億","505559","788","642","633","585","577","0.56","882","6.40","N","N","N","",
"汽車工業","1522","堤維西","947998","1534","618","614","562","568","3.31","882","6.40","N","N","N","",
"汽車工業","1524","耿鼎","250153","395","633","615","545","528","2.13","882","6.40","N","N","N","",
"汽車工業","1525","江申","193198","300","644","637","589","559","5.50","882","6.40","N","N","N","",
"電機機械","1526","日馳","85934","158","544","644","401","500","0.76","803","2.29","N","N","N","",
"電機機械","1527","鑽全","375217","651","576","580","471","494","2.67","803","2.29","N","Y","N","員工薪酬乃依照本公司訂定薪資管理辦法發放，並於公司章程內訂有員工酬勞提撥方式；且配發金額需要經過本公司薪資委員會審議後始得發放。",
"電機機械","1528","恩德","128428","181","710","674","608","602","-0.08","803","2.29","N","N","N","",
"電機機械","1529","樂事綠能","29038","60","484","546","461","505","0.91","803","2.29","Y","N","Y","本公司112年度因應台電標案訂單增加,增聘基層員工,惟其年資多數為半年以上至一年之區間,致影響薪資之平均數。",
"電機機械","1530","亞崴","244796","377","649","634","608","575","2.18","803","2.29","N","N","N","",
"電機機械","1531","高林股","124093","166","748","776","687","697","0.08","803","2.29","N","N","N","",
"電機機械","1532","勤美","240996","311","775","695","610","563","2.56","803","2.29","N","Y","N","1.外籍員工佔總人數約41%，其薪資水準較低，影響整體薪資平均數。
2.本公司逐漸轉型為控股公司，此次調查僅針對台灣員工，但公司國內外轉投資子公司之獲利等因素均會影響EPS高低，非所有獲利均由台灣母公司所創造。",
"汽車工業","1533","車王電","249762","441","566","568","482","462","-1.31","882","6.40","N","N","N","",
"電機機械","1535","中宇","1391041","1226","1135","1112","1039","1010","4.50","803","2.29","N","N","N","",
"汽車工業","1536","和大","646061","1064","607","631","582","603","1.17","882","6.40","N","N","N","",
"電機機械","1537","廣隆","85470","109","784","837","641","670","7.43","803","2.29","N","Y","N","公司考量年資與績效考核，分配年終獎金及依章程提撥之員工酬勞予員工，以激勵員工共同為公司目標努力。由於112年公司獲利較前一年衰退31%，致員工薪資平均數較前一年減少6.3%，公司會參考同業薪資水準做合理調整。",
"電機機械","1538","正峰","23778","40","594","455","437","450","-0.64","803","2.29","N","N","N","",
"電機機械","1539","巨庭","65926","143","461","511","409","475","0.96","803","2.29","Y","N","N","本公司是木工機OEM其毛利偏低,與同業無法相比,
但就同業公司之EPS及薪酬比率比較,本公司112年EPS為0.96與薪酬比率尚在合理範圍內。",
"電機機械","1540","喬福","49825","83","600","579","569","555","1.30","803","2.29","N","N","N","",
"電機機械","1541","錩泰","174929","361","485","453","413","395","1.46","803","2.29","Y","N","N","1.外籍勞工佔公司人數近40%，其薪資水準低於本國勞工。
2.持續受肺炎影響，客戶錯估需求及塞港大量存貨釋出，客戶為去化庫存減少下單，致銷售額下降17%及淨利下降58%，減少發放生產激勵獎金及年終獎金、員工酬勞。",
"電機機械","1558","伸興","230784","281","821","838","739","784","3.81","803","2.29","N","N","N","本公司112年經營績效(EPS)較111年降低，故112年員工薪酬平均數及中位數較111年減少，係屬合理。",
"電機機械","1560","中砂","1380126","1706","809","837","740","768","5.91","803","2.29","N","N","N","",
"汽車工業","1568","倉佑","215370","361","597","600","544","547","2.67","882","6.40","N","N","Y","112年EPS2.67含處份境外子公司EPS1.07及營運EPS1.6與111年EPS1.62相近
非擔任主管職薪資平圴數111年60萬112年59.7萬差異為變動薪資加班費因出貨下修而減少
112年有調升經常性薪資並無經營績效與員工薪酬不相當情況",
"電子零組件業","1582","信錦","221457","203","1091","1009","984","869","5.12","951","5.97","N","N","N","",
"電機機械","1583","程泰","279661","388","721","762","672","707","6.46","803","2.29","N","Y","Y","1.外籍勞工人數約佔公司人力百分之十，其薪資水準低於本國勞工。
2.此薪酬調查僅針對台灣員工，但公司轉投資及海外子公司之獲利等因素皆會影響EPS高低，亦即並非所有獲利皆由台灣總公司所創造。",
"汽車工業","1587","吉茂","84816","181","469","514","439","498","0.61","882","6.40","Y","N","N","1.本公司工廠位於彰化地區地處偏鄉，人才要求不易致外籍員工人數較高拉低平均薪資，造成薪資平均數表現較低。
2.本公司依公司營運及獲利情況調薪幅度，112年調薪幅度約0%~5.1%。",
"電機機械","1597","直得","207376","375","553","659","459","628","1.12","803","2.29","N","N","N","",
"運動休閒","1598","岱宇","295198","549","538","565","471","492","-0.88","840","4.96","N","N","N","　",
"電器電纜","1603","華電","348710","600","581","564","510","479","2.99","887","1.80","N","Y","N","員工酬金組合主要包含基本固定薪資、獎金及福利，依據個人能力、對公司貢獻度、績效表現、所任職位之市場價值及考量公司未來營運風險後決定，與經營績效正相關，隨效率提高，經營績效提升，員工薪酬亦將會隨之增加。",
"電器電纜","1604","聲寶","565906","687","824","825","744","737","2.00","887","1.80","N","Y","Y","公司EPS成長,亦有執行薪調,故員工薪資中位數亦較去年成長; 惟因組織營運需求,員工人數增加,且有新舊世代交替及人員流動率高等因素,致年度新進人員較多,導致薪資平均數較去年略減並低於同業平均。",
"電器電纜","1605","華新","3148275","2877","1094","1210","889","991","1.32","887","1.80","N","N","N","",
"電器電纜","1608","華榮","314877","404","779","704","757","685","2.23","887","1.80","N","Y","N","本公司112年度獲利部份來自金融商品評價利益，此部份獲利與員工績效並無顯著關聯；另EPS之計算，分母股數扣除了庫藏股數，若不扣除庫藏股數，EPS則為1.50，並未高於同業。",
"電器電纜","1609","大亞","772145","594","1300","813","1186","772","3.91","887","1.80","N","N","N","員工酬金組合主要包含基本固定薪資、獎金及福利，其中獎金連結績效考核，依個人績效表現、目標達成率、貢獻之價值與營運績效給予合理報酬。",
"電器電纜","1611","中電","462","1","462","464","462","464","0.46","887","1.80","Y","N","Y","本公司以上事項,已在113年調整改善",
"電器電纜","1612","宏泰","308149","297","1038","838","932","706","1.99","887","1.80","N","N","N","",
"電器電纜","1614","三洋電","534446","931","574","586","552","562","1.24","887","1.80","N","N","Y","一、疫情期間，技術生留廠時間逾半年，計入全時員工，領取基本薪員工人數增加。故平均薪資較前年度略為下降。
二、本期全時員工人數較前期增加36人。",
"電器電纜","1615","大山","171975","249","691","670","620","600","3.21","887","1.80","N","Y","N","本公司的薪資水平在雲林地區已屬中上所得,本公司近年為謀求企業永續經營,讓員工有更好的工作環境,以盈餘投資自動化生產；非擔任主管職務之全時員工薪資平均數及中位數仍分別與2022年各提升3.13%及3.33%,應尚屬合理。",
"電器電纜","1616","億泰","129722","186","697","636","620","589","1.19","887","1.80","N","N","N","",
"電器電纜","1617","榮星","145058","232","625","714","563","658","0.09","887","1.80","N","N","N","",
"電器電纜","1618","合機","158038","199","794","719","713","673","2.01","887","1.80","N","Y","N","本公司之薪酬制度係依個人績效與貢獻度，及綜合考量產業狀況及經濟前景等因素評估，本期員工薪資平均數較上期成長約10.43%，外籍移工占整體員工人數成長約5.75%，以致對平均薪資有所影響。",
"食品工業","1702","南僑","45040","38","1185","1007","861","734","4.20","842","2.70","N","N","N","",
"生技醫療業","1707","葡萄王","446352","528","845","864","736","782","9.81","807","3.16","N","N","N","",
"化學工業","1708","東鹼","122347","170","720","1297","650","1052","-0.11","868","1.64","N","N","N","",
"化學工業","1709","和益","257244","219","1175","1663","1063","1495","0.88","868","1.64","N","N","N","",
"化學工業","1710","東聯","360332","350","1030","1009","977","928","0.30","868","1.64","N","N","N","",
"化學工業","1711","永光","870101","1212","718","786","682","743","0.16","868","1.64","N","N","N","",
"化學工業","1712","興農","1017222","1353","752","775","666","679","2.50","868","1.64","N","Y","N","1.本公司員工薪酬定期參酌外部薪資水準給予合理報酬，但因人力結構組成相較同業不盡相同，致影響薪酬水準。
2.本公司每年辦理全員調薪，校準市場薪酬水準。",
"化學工業","1713","國化","67868","81","838","794","793","753","2.32","868","1.64","N","Y","N","本公司近兩年EPS增加，皆為業外轉投資所致，非本業所產生之挹注，但112Y薪資平均數仍較前一年增加5.5%，可見公司照顧員工之初衷不變。",
"化學工業","1714","和桐","81972","105","781","722","643","601","0.60","868","1.64","N","N","N","",
"化學工業","1717","長興","1754544","1927","911","955","796","816","1.28","868","1.64","N","N","N","",
"化學工業","1718","中纖","378715","579","654","664","608","597","-1.18","868","1.64","N","N","N","",
"生技醫療業","1720","生達","661947","753","879","817","760","703","4.67","807","3.16","N","N","N","",
"化學工業","1721","三晃","342586","483","709","753","675","733","-1.50","868","1.64","N","N","N","",
"化學工業","1722","台肥","924873","611","1514","1387","1352","1232","4.00","868","1.64","N","N","N","",
"化學工業","1723","中碳","433797","295","1470","1453","1368","1372","6.18","868","1.64","N","N","N","",
"化學工業","1725","元禎","64482","90","716","702","623","609","1.10","868","1.64","N","N","N","",
"化學工業","1726","永記","529154","680","778","775","711","704","5.13","868","1.64","N","Y","N","1.本公司股本較小，且營運多為勞力密集的生產型態而雇有外籍勞工，是以影響每股盈餘及平均薪資的計算。
2.未來依公司政策及營運狀況調整薪資並透過多項員工福利措施回饋予員工，期許員工薪酬與經營績效相對應。",
"化學工業","1727","中華化","146132","239","611","626","577","598","0.39","868","1.64","N","N","N","",
"化學工業","1730","花仙子","123111","137","899","890","817","708","3.65","868","1.64","N","N","N","",
"生技醫療業","1731","美吾華","123984","172","721","664","614","585","1.27","807","3.16","N","N","N","",
"化學工業","1732","毛寶","76022","145","524","538","450","456","-0.14","868","1.64","N","N","N","",
"生技醫療業","1733","五鼎","394603","672","587","651","459","566","1.16","807","3.16","N","N","N","",
"生技醫療業","1734","杏輝","491022","767","640","617","532","533","2.24","807","3.16","N","N","N","",
