產業類別,公司代號,公司名稱,非擔任主管職務之全時員工資訊-員工薪資總額(仟元),非擔任主管職務之全時員工資訊-員工人數-年度平均(人),非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-112年,非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-111年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-112年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-111年,非擔任主管職務之全時員工資訊-每股盈餘(元/股),同業公司資訊-員工薪資-平均數(仟元/人),同業公司資訊-平均每股盈餘(元/股),薪資統計情形-非經理人之全時員工薪資平均數未達50萬元,薪資統計情形-公司EPS獲利表現較同業為佳，惟非經理人之全時員工薪資平均數低於同業水準,薪資統計情形-公司EPS較前一年度成長，惟非經理人之全時員工薪資平均數較前一年度減少),薪資統計情形-公司經營績效與員工薪酬之關聯性及合理性說明
"鋼鐵工業","5009","榮剛","923150","926","997","992","976","965","4.66","784","2.14","N","N","N","",
"鋼鐵工業","5011","久陽","101574","183","555","654","505","571","1.51","784","2.14","N","N","N","",
"鋼鐵工業","5013","強新","291193","422","690","763","666","722","1.93","784","2.14","N","N","N","",
"鋼鐵工業","5014","建錩","39360","66","596","765","532","612","0.14","784","2.14","N","N","N","",
"鋼鐵工業","5015","華祺","93241","162","576","729","470","601","1.34","784","2.14","N","N","N","",
"鋼鐵工業","5016","松和","195027","293","666","701","621","641","0.93","784","2.14","N","N","N","",
"資訊服務業","5201","凱衛","104865","124","846","831","792","754","2.44","948","3.39","N","N","N","",
"資訊服務業","5202","力新","33975","36","944","805","831","708","1.81","948","3.39","N","N","N","",
"綠能環保","5205","中茂","1166","3","389","377","337","340","-1.55","876","3.91","Y","N","N","本公司近年因業務調整，公司處於虧損狀態。為求公司永續經營，近幾年各項費用嚴格管控。後續將視經營績效，在公司永續經營的前提下，合理將經營成果分享予全體股東及員工。",
"建材營造","5206","坤悅","26293","25","1052","835","932","751","2.30","955","2.42","N","N","N","",
"其他","5209","新鼎","211762","181","1170","1122","1042","1023","12.51","677","1.82","N","N","N","",
"資訊服務業","5210","寶碩","101701","133","765","743","685","650","-1.56","948","3.39","N","N","N","",
"資訊服務業","5211","蒙恬","39276","45","873","934","787","765","-4.56","948","3.39","N","N","N","",
"資訊服務業","5212","凌網","333124","344","968","970","849","849","3.36","948","3.39","N","N","Y","本公司因112年下半年新進非經理人之員工, 約20個人，因薪資稍低，致影響員工薪資-平均數較去年同期稍低，但整體薪資仍高於同業水準，應屬合理。",
"建材營造","5213","亞昕","86241","71","1215","823","1172","774","2.59","955","2.42","N","N","N","",
"光電業","5220","萬達光電","155410","302","515","537","438","451","0.95","853","2.19","N","N","N","",
"電子零組件業","5228","鈺鎧","149108","277","538","631","461","499","-2.00","703","1.58","N","N","N","",
"光電業","5230","雷笛克光學","57362","69","831","853","695","679","0.07","853","2.19","N","N","Y","111年員工薪資平均數853仟元較112年831仟元差異22仟元，主要係因111年發放110年提撥之員工酬勞4,529仟元，而112年並無員工酬勞可發放(PS:111年度虧損，未提撥員工酬勞)",
"半導體業","5236","凌陽創新","292036","125","2336","2336","2011","1974","7.36","1201","5.40","N","N","N","",
"光電業","5245","智晶","168933","267","633","704","547","564","-3.22","853","2.19","N","N","N","",
"光電業","5251","天鉞電","7882","10","788","797","699","750","-1.84","853","2.19","N","N","N","",
"文化創意業","5263","智崴","209468","261","803","805","713","722","-2.79","1181","5.68","N","N","N","",
"半導體業","5272","笙科","111292","83","1341","1510","1184","1373","-0.56","1201","5.40","N","N","N","",
"半導體業","5274","信驊","347574","107","3248","4588","2923","4220","26.66","1201","5.40","N","N","N","",
"數位雲端","5278","尚凡","62144","46","1351","1310","1322","1217","13.39","795","3.57","N","N","N","",
"數位雲端","5287","數字","150477","171","880","848","798","742","12.74","795","3.57","N","N","N","",
"電腦及週邊設備業","5289","宜鼎","746850","690","1082","1046","795","765","12.98","890","3.92","N","N","N","",
"電子零組件業","5291","邑昇","149740","290","516","648","442","549","0.34","703","1.58","N","N","N","",
"半導體業","5299","杰力","96870","79","1226","3145","1015","2690","5.13","1201","5.40","N","N","N","",
"觀光餐旅","5301","寶得利","7708","11","701","627","612","482","-0.61","600","1.78","N","N","N","",
"半導體業","5302","太欣","26809","29","924","1096","915","957","-0.34","1201","5.40","N","N","N","",
"電子零組件業","5309","系統電","294140","327","900","831","688","612","1.41","703","1.58","N","N","N","",
"資訊服務業","5310","天剛","6058","11","551","587","540","573","0.01","948","3.39","N","N","Y","該一員工於112年8月前仍屬一般員工，然自112年8月以後因職務調整轉調經理人，故拉低整體員工薪資平均。",
"生技醫療業","5312","寶島科","689900","849","813","747","688","632","6.96","749","0.13","N","N","N","",
"半導體業","5314","世紀","1582","3","527","557","596","573","2.11","1201","5.40","N","N","Y","本公司110年7月經營團隊異動，112.7月解除營業範圍後，組織調整及多角化經營，公司EPS較前一年度成長惟非經理人之全時員工薪資平均數較前一年度減少，係因112年員工離職，113年將視業務狀況進行調整。",
"光電業","5315","光聯","220583","458","482","516","402","435","0.85","853","2.19","Y","N","N","本公司薪酬政策衡量年度經營績效及獲利情況，個人績效貢獻，並考量公司目標風險。2023較2022年稅後盈餘減少新台幣162,868仟元，減幅64%為造成之原因。2022年提撥員工酬金較2023年差異14551仟元。",
"數位雲端","5321","美而快","31733","50","635","626","504","484","1.66","795","3.57","N","N","N","",
"建材營造","5324","士開","41792","36","1161","1132","1087","1113","-0.53","955","2.42","N","N","N","",
"電子零組件業","5328","華容","21756","26","837","785","805","724","0.46","703","1.58","N","N","N","",
"電子零組件業","5340","建榮","175932","296","594","592","529","522","0.13","703","1.58","N","N","N","",
"半導體業","5344","立衛","107254","187","574","585","479","488","0.11","1201","5.40","N","N","Y","因112上半年公司整體營收衰退,以致於當年度未給予員工調薪，下半年業績逐季回升後，本公司已於113年度1月份實施員工調薪計劃。",
"其他","5345","天揚","14464","18","804","743","614","623","-1.51","677","1.82","N","N","N","",
"半導體業","5347","世界","8308586","5595","1485","1857","1076","1179","4.50","1201","5.40","N","N","N","",
"通信網路業","5348","正能量智能","21369","30","712","659","675","591","0.22","831","1.93","N","N","N","",
"半導體業","5351","鈺創","358128","273","1312","1498","900","1316","-3.09","1201","5.40","N","N","N","",
"通信網路業","5353","台林","322465","421","766","793","645","672","2.14","831","1.93","N","Y","Y","112年度實際獎金人均成長3.9%,人均原始薪資減少7.3%,主因滿6個月薪資需年化之人數較111年增加66人(15%)、人員結構變動(資深員工離退、基層員工聘用人數增加)，及直接人員全年平均為202人，故造成整體數據減少。",
"電子零組件業","5355","佳總","155227","332","468","448","438","412","-0.82","703","1.58","Y","N","N","1.因產業特性，作業人員及外籍員工占全公司員工的比率為74%，故拉低整體水準。
2.因近年來公司虧損，且無額外季獎金、績效獎金及員工酬勞。",
"電腦及週邊設備業","5356","協益","181953","346","526","555","454","506","5.48","890","3.92","N","Y","Y","EPS成長主係業外處分土地挹注
比對二年度資料為加班費減少造成非經理人全時員工薪資平均數衰退",
"觀光餐旅","5364","力麗店","60169","114","528","543","445","443","-1.77","600","1.78","N","N","N","",
"光電業","5371","中光電","1915961","1593","1203","1245","1125","1137","3.56","853","2.19","N","N","N","",
"電子零組件業","5381","合正","20975","35","599","626","803","547","0.05","703","1.58","N","N","N","",
"電腦及週邊設備業","5386","青雲","23711","29","818","821","711","731","2.28","890","3.92","N","N","Y","主要係板卡部門虧損致該部門非主管人員僅發基本獎金，致全公司EPS成長薪資平均數微幅低於111年度水準。",
"光電業","5392","能率","8213","11","747","858","730","833","0.33","853","2.19","N","N","Y","本年度新進員工因職務所屬職等敘薪較低，又因異動離職員工為職等敘薪較高之主管，以致員工薪資
平均數較前一年度減少。",
"其他","5398","慕康生醫","24810","37","671","657","510","566","-0.64","677","1.82","N","N","N","",
"資訊服務業","5403","中菲","510071","368","1386","1328","1128","1085","8.37","948","3.39","N","N","N","",
"資訊服務業","5410","國眾","253419","340","745","800","694","725","2.12","948","3.39","N","N","N","",
"半導體業","5425","台半","505853","616","821","751","638","585","2.89","1201","5.40","N","N","N","",
"電腦及週邊設備業","5426","振發","171131","319","536","570","482","487","0.05","890","3.92","N","N","N","",
"綠能環保","5432","新門","13966","23","607","485","547","448","1.41","876","3.91","N","N","N","",
"電腦及週邊設備業","5438","東友","113721","112","1015","1005","905","935","0.09","890","3.92","N","N","N","",
"電子零組件業","5439","高技","517042","648","798","704","701","599","5.07","703","1.58","N","N","N","",
"光電業","5443","均豪","430750","410","1051","1155","978","1022","1.25","853","2.19","N","N","N","",
"其他","5450","南良","320602","512","626","744","543","598","0.10","677","1.82","N","N","N","",
"其他電子業","5452","佶優","39888","37","1078","1213","738","991","0.33","889","3.15","N","N","N","",
"建材營造","5455","昇益","16258","15","1084","1273","963","1021","2.54","955","2.42","N","N","Y","主係因於112年有資深員工離職，且有新進員工入職，致使非經理人之全時員工薪資平均數較前一年度減少。",
"電子零組件業","5457","宣德","338423","504","671","593","519","486","1.04","703","1.58","N","N","N","",
"電子零組件業","5460","同協","52655","76","693","637","622","540","-0.20","703","1.58","N","N","N","",
"電子零組件業","5464","霖宏","145400","340","428","448","401","417","0.80","703","1.58","Y","N","N","因營收狀況不如預期，影響獲利，員工酬勞金額大幅減少，致整體平均薪資減少。",
"電腦及週邊設備業","5465","富驊","25355","26","975","1051","938","985","1.96","890","3.92","N","N","N","",
"半導體業","5468","凱鈺","13637","16","852","744","795","759","-1.29","1201","5.40","N","N","N","",
"電腦及週邊設備業","5474","聰泰","184221","138","1335","1319","1097","1048","5.07","890","3.92","N","N","N","",
"電子零組件業","5475","德宏","5940","12","495","536","477","504","-1.67","703","1.58","Y","N","Y","德宏公司112年度虧損EPS-1.67 較111年度EPS-2.71減少38%，112年度全體受僱員工人數19人較111年度16人增加3人，惟新進員工起薪較低致使薪資平均數及薪資中位數低於新台幣500仟元。",
"文化創意業","5478","智冠","370505","393","943","912","820","798","7.09","1181","5.68","N","Y","N","112年每股盈餘較111年增加，已在113年初全面調薪，並增加獎金。
112年員工薪資平均數為近五年最高，並持續優化薪酬福利。
公司主要據點分北、高兩區，兩區合併與同區同產業文化創意業公司相比，不一定具關聯性。",
"其他","5481","新華","5377","8","672","858","614","651","-0.40","677","1.82","N","N","N","",
"半導體業","5483","中美晶","895726","617","1452","1432","1370","1381","16.99","1201","5.40","N","N","N","",
"半導體業","5487","通泰","43104","43","1002","977","939","988","-1.20","1201","5.40","N","N","N","",
"電子零組件業","5488","松普","35746","64","559","603","551","579","0.41","703","1.58","N","N","Y","112年合併EPS較111年高, 主要為其他收入83,351仟元, 新松普轉租利益。戰爭及原物料上漲,  客戶只下急單, 112年營業毛利與111年比, 物價侵蝕2% ; 112年營業毛利為負數。通貨膨脹係數未反映到薪資, 所以財報薪資衰退。",
"其他電子業","5489","彩富","253573","341","744","849","645","609","0.62","889","3.15","N","N","N","",
"電腦及週邊設備業","5490","同亨","152991","152","1007","1030","939","954","-1.85","890","3.92","N","N","N","",
"其他電子業","5493","三聯","85495","76","1125","1026","1113","994","6.52","889","3.15","N","N","N","",
"電子零組件業","5498","凱崴","76223","130","586","569","547","527","0.06","703","1.58","N","N","N","",
"建材營造","5508","永信建","50411","36","1400","1343","1312","1259","12.55","955","2.42","N","N","N","",
"建材營造","5511","德昌","316739","307","1032","969","973","888","10.14","955","2.42","N","N","N","",
"建材營造","5512","力麒","27617","29","952","875","915","883","0.33","955","2.42","N","N","N","",
"建材營造","5514","三豐","11735","12","978","894","953","879","0.14","955","2.42","N","N","N","",
"建材營造","5516","雙喜","173001","245","706","731","616","629","-3.75","955","2.42","N","N","N","",
"建材營造","5520","力泰","218988","165","1327","1286","1148","1233","7.81","955","2.42","N","N","N","",
"建材營造","5523","豐謙","9867","13","759","810","663","692","3.73","955","2.42","N","Y","Y","員工薪酬均依個人績效表現核定，並於次年做為調薪依據。獲利佳，員工獎勵相對增加，因建設業特性，獲利較不穩定，同業間獎勵有差異性，導致員工平均薪資低於同業水準。",
"建材營造","5529","鉅陞","17465","20","873","656","780","523","-1.15","955","2.42","N","N","N","",
"其他","5530","龍巖","448742","488","920","911","743","728","2.88","677","1.82","N","N","N","",
"其他電子業","5536","聖暉*","481263","359","1341","1251","1117","1048","15.03","889","3.15","N","N","N","",
"建材營造","5548","安倉","203076","260","781","0","651","0","2.37","955","2.42","N","N","N","",
"航運業","5601","台聯櫃","6205","7","886","736","856","696","0.48","1183","3.23","N","N","N","",
"航運業","5603","陸海","215318","267","806","852","741","802","1.93","1183","3.23","N","N","Y","本業為運輸業，EPS增加主要為：重機件運輸部門獲利增加，非主管職晉升為主管職，新進員工薪資較低所致。",
"其他","5604","中連","2696","4","674","669","691","676","0.83","677","1.82","N","N","N","",
"航運業","5609","中菲行","318168","145","2194","1657","1159","1152","7.24","1183","3.23","N","N","N","",
"觀光餐旅","5701","劍湖山","120430","268","449","423","391","367","-0.35","600","1.78","Y","N","N","112年度基本工資調整4.55%。本公司主營主題樂園與飯店，基層員工佔比高，今年平均薪資較去年增加6%。應屬合理。",
"觀光餐旅","5703","亞都麗緻","96147","207","464","467","457","428","0.55","600","1.78","Y","N","Y","疫情解除後本公司住房率逐漸提升,基層員工人數亦相對較多,以致平均薪資較同業水準低且非經理人全時員工薪資平均數衰退.",
"觀光餐旅","5704","老爺知","95720","171","560","495","472","419","2.98","600","1.78","N","Y","N","1.本公司位處台東，薪資及消費水平較國內其他縣市低；但較同區域同業薪資水平並無偏低。
2.休閒飯店所需基層服務人員數量較多、佔比較高，故使得薪資平均數降低。
3.本年度EPS業外收入佔比，較111年度增加。",
"金融業","5864","致和證","96159","179","537","502","480","467","3.18","1052","2.02","N","Y","N","本公司EPS高於同業平均數，係因自營部的營業證券操作利益，
與一般非經理人全時員工較無關聯性，業務績效較上期成長故非經
理人全時員工薪酬也較上期增加。",
"金融業","5878","台名","28095","47","598","599","546","535","2.20","1052","2.02","N","Y","N","本公司112年持續調升員工薪資，固定薪酬呈現增長，呈現於112年薪資中位數較前一年度增加，而平均數與去年約當相同，主要是因為人員異動調整因素，保經公司員工薪酬均為內勤行政，不含業務承攬人員佣金數據。",
"居家生活","5902","德記","73585","91","809","824","705","729","1.84","655","6.45","N","N","N","",
"居家生活","5903","全家","2514544","3142","800","797","733","745","7.22","655","6.45","N","N","N","",
"居家生活","5904","寶雅","1959938","3516","557","518","505","463","24.41","655","6.45","N","Y","N","1.公司屬零售業直營型態（非加盟）的自助型賣場，有90%人力屬第ㄧ線服務人員(含25%計時人員)。且因大規模展店，晉用高比例新人及職場新鮮人予以培訓，影響平均薪資。
2.公司每年依員工績效考核結果予以晉升、調薪。",
"觀光餐旅","5905","南仁湖","87742","216","406","394","388","365","-0.15","600","1.78","Y","N","N","112年度扣除轉投資收益後，本公司稅前淨損為173,954千元。勞動部薪資查詢系統，同業非擔任主管職員工總薪資為29,451元~40,520元 (月)。本公司年度薪資平均數為406千元(每月為33,851元)，與同業並無重大差異。",
"金融業","6015","宏遠證","431695","436","990","876","798","711","0.51","1052","2.02","N","N","N","",
"金融業","6016","康和證","620820","578","1074","910","866","743","1.68","1052","2.02","N","N","N","",
"金融業","6020","大展證","37980","58","655","640","684","627","1.29","1052","2.02","N","N","N","",
"金融業","6021","美好證","342096","344","994","956","846","783","0.35","1052","2.02","N","N","N","",
"金融業","6023","元大期貨","520461","367","1418","1244","1233","1054","6.39","1052","2.02","N","N","N","",
"金融業","6026","福邦證","247864","202","1227","937","1018","831","1.61","1052","2.02","N","N","N","",
"文化創意業","6101","寬魚國際","15107","19","795","620","721","588","0.55","1181","5.68","N","N","N","",
"半導體業","6103","合邦","2920","5","584","476","507","427","-0.53","1201","5.40","N","N","N","",
"半導體業","6104","創惟","486453","271","1795","2041","1591","1766","1.07","1201","5.40","N","N","N","",
"通信網路業","6109","亞元","40218","54","745","714","681","651","0.28","831","1.93","N","N","N","",
"文化創意業","6111","大宇資","97790","130","752","754","666","667","-3.39","1181","5.68","N","N","N","",
"電子通路業","6113","亞矽","40046","43","931","952","924","918","0.24","783","-0.07","N","N","N","",
"電子零組件業","6114","久威","25036","33","759","803","624","705","-0.63","703","1.58","N","N","N","",
"電子通路業","6118","建達","111909","205","546","593","493","522","0.23","783","-0.07","N","Y","N","因業態不同，本司聘僱之基層人員比例較高，平均薪資呈現不同，並依照員工之職責、達成目標、個人表現，與公司經營績效、未來風險之關連合理性而給予，視實際經營狀況及法令適時調整，平均薪資較去年增加，薪酬合理。",
"電腦及週邊設備業","6121","新普","510537","362","1410","1382","1246","1172","30.67","890","3.92","N","N","N","",
"電機機械","6122","擎邦","235458","229","1028","916","917","863","5.25","695","2.14","N","N","N","",
"資訊服務業","6123","上奇","44139","49","901","860","792","810","3.95","948","3.39","N","Y","N","本公司112年度海外子公司淨利，佔母公司稅前淨利83%，故台灣區員工薪資佔集團比重較低。另非擔任主管職務之全時員工112年度薪資平均數較111年成長11%，薪資中位數較111年成長10%。",
"電子零組件業","6124","業強","10196","15","680","666","598","598","-0.47","703","1.58","N","N","N","",
"光電業","6125","廣運","387798","387","1002","981","829","835","3.20","853","2.19","N","N","N","",
"電子零組件業","6126","信音","16473","21","784","809","733","792","1.52","703","1.58","N","N","N","",
"電子零組件業","6127","九豪","111725","216","517","528","494","489","0.57","703","1.58","N","N","Y","112年EPS比去年成長，主係昆山廠被當地政府徵收獲得補償費收入，而台灣廠因材料成本、研發費用增加及產品價格下降，致營業淨損增加；另多位幹部退休，平均薪資微幅下降；綜上經營績效與員工薪酬無正相關成長。",
"半導體業","6129","普誠","176658","169","1045","1097","947","981","0.33","1201","5.40","N","N","N","",
"生技醫療業","6130","上亞科技","10293","14","735","711","528","500","-1.81","749","0.13","N","N","N","",
"電子零組件業","6134","萬旭","80576","122","660","748","605","654","-0.67","703","1.58","N","N","Y","惟公司年度EPS雖較前一年度增加，但EPS仍為負數，公司目前仍處虧損狀況，故針對員工之年終及績效的給予相對較前年保守。",
"半導體業","6138","茂達","400345","276","1451","1679","1270","1434","7.00","1201","5.40","N","N","N","",
"資訊服務業","6140","訊達電腦","76236","118","646","659","562","537","0.11","948","3.39","N","N","N","",
"通信網路業","6143","振曜","297727","419","711","792","642","669","4.31","831","1.93","N","Y","Y","本公司主要產品的製造、生產皆位於台灣，製造生產人力佔總人數51.8%，其中外籍移工佔全體22.9%，絕大部分屬於基層生產人員，致薪資平均數低於同業水準。",
"文化創意業","6144","得利影","32229","58","556","537","447","484","-0.48","1181","5.68","N","N","N","",
"其他電子業","6146","耕興","737129","685","1076","1127","789","840","14.32","889","3.15","N","N","N","",
"半導體業","6147","頎邦","4807862","5272","912","982","781","827","5.41","1201","5.40","N","Y","N","半導體業含晶片設計、晶圓製造及後段封測，員工結構差異大，致平均薪資不盡具可比較性.",
"資訊服務業","6148","驊宏資","37151","49","758","724","667","648","1.64","948","3.39","N","N","N","",
"電腦及週邊設備業","6150","撼訊","108259","153","708","782","606","680","-2.84","890","3.92","N","N","N","",
"其他電子業","6151","晉倫","53215","76","700","703","572","600","1.55","889","3.15","N","N","N","",
"電子通路業","6154","順發","243484","505","482","477","434","437","0.73","783","-0.07","Y","Y","N","本公司屬3C零售業，員工多分布於中南部，且獲利表現未優於同業，參考業界薪資調查報告之數據，薪資符合門市零售行業之合理水準。",
"電子零組件業","6156","松上","14864","15","991","973","779","848","1.95","703","1.58","N","N","N","",
"電子零組件業","6158","禾昌","116218","120","968","926","851","804","1.43","703","1.58","N","N","N","",
"電腦及週邊設備業","6160","欣技","159442","216","738","822","642","736","-0.06","890","3.92","N","N","N","",
"電腦及週邊設備業","6161","捷波","64330","66","975","975","747","765","2.30","890","3.92","N","N","N","",
"通信網路業","6163","華電網","683885","682","1003","994","881","828","0.42","831","1.93","N","N","N","",
"光電業","6167","久正","135803","214","635","565","565","518","1.25","853","2.19","N","N","N","",
"文化創意業","6169","昱泉","4893","7","699","593","627","526","-0.69","1181","5.68","N","N","N","",
"通信網路業","6170","統振","42746","47","909","815","628","591","2.74","831","1.93","N","N","N","",
"建材營造","6171","大城地產","9251","13","712","641","665","637","2.48","955","2.42","N","Y","N","本公司112年度EPS較前一年度減少，但於112年1月及113年1月皆調整非擔任主管員工薪資4%以上，已確實反映於員工薪酬上。",
"電子零組件業","6173","信昌電","485220","679","715","750","623","555","2.64","703","1.58","N","N","N","",
"電子零組件業","6174","安碁","105038","207","507","550","453","483","0.29","703","1.58","N","N","N","",
"電子零組件業","6175","立敦","54192","75","723","810","679","749","2.08","703","1.58","N","N","N","",
"其他","6179","亞通","124642","135","923","876","892","806","0.50","677","1.82","N","N","N","",
"文化創意業","6180","橘子","495378","459","1079","1025","833","758","3.28","1181","5.68","N","N","N","",
"半導體業","6182","合晶","718636","987","728","875","671","796","1.05","1201","5.40","N","N","N","",
"電子零組件業","6185","幃翔","9418","16","589","536","596","505","0.66","703","1.58","N","N","N","",
"建材營造","6186","新潤","49811","33","1509","1564","1445","1434","2.97","955","2.42","N","N","Y","本公司因公司政策，非經理人晉升經理人，並增加新進人員，致員工薪資平均數較前一年減少。",
"其他電子業","6187","萬潤","314959","273","1154","1198","1012","1040","1.70","889","3.15","N","N","N","",
"電腦及週邊設備業","6188","廣明","306684","198","1549","1485","1269","1202","4.00","890","3.92","N","N","N","",
"通信網路業","6190","萬泰科","180583","214","844","1035","682","881","1.46","831","1.93","N","N","N","",
"電子零組件業","6194","育富","2295","4","574","574","554","554","2.84","703","1.58","N","Y","N","本公司生產基地在大陸，台灣地區人事精簡員工數為4人，為非主管階級僅處理一般事務之員工，薪資架構以一般薪資為基準，故平均薪資小於同業公司水準，公司經營績效與台灣地區非主管階級之員工薪資尚無明顯關連性。",
"居家生活","6195","詩肯","200168","324","618","637","554","577","2.06","655","6.45","N","N","N","",
"建材營造","6198","瑞築","9730","13","748","752","637","643","2.37","955","2.42","N","N","Y","因本公司於112年第四季招募較多新進人員，故非擔任主管職務之全時員工平均薪資較前一年度低。",
"其他","6199","天品","4586","7","655","668","498","330","0.46","677","1.82","N","N","Y","112年EPS0.46元較上期(0.03)元增加0.49元，係112年透過損益按公允價值衡量之金融資產損益13993仟元，較上期(16363)仟元增加30356仟元(換算EPS為0.49元)，排除此因後EPS並無增加，非主管員工薪資僅微幅衰退，無異常",
"電子零組件業","6203","海韻電","93514","99","945","884","780","687","7.58","703","1.58","N","N","N","",
"電子零組件業","6204","艾華","29767","50","595","641","519","540","17.90","703","1.58","N","Y","Y","我司112年有出售投資性不動產淨利益404,612仟元。",
"電子零組件業","6207","雷科","124497","177","703","690","637","621","1.84","703","1.58","N","N","N","",
"電子零組件業","6208","日揚","414459","435","953","975","784","826","3.02","703","1.58","N","N","N","",
"電子零組件業","6210","慶生","140300","248","566","621","530","571","-4.04","703","1.58","N","N","N","",
"建材營造","6212","理銘","24611","18","1367","1321","1189","1201","6.26","955","2.42","N","N","N","",
"電子零組件業","6217","中探針","163018","235","694","649","555","531","-0.37","703","1.58","N","N","N","",
"通信網路業","6218","豪勉","130212","145","898","952","781","829","0.44","831","1.93","N","N","Y","112年度EPS雖較111年度EPS成長，惟112年度營業淨利較111年度營業淨利減少75%，EPS較前一年度成長係因112年度營業外收入增加所致。
本公司經營績效與員工薪酬具關聯性，故112年平均員工薪資減少。",
"建材營造","6219","富旺","28464","33","863","630","712","592","2.02","955","2.42","N","N","N","",
"電子零組件業","6220","岳豐","62611","115","544","821","496","648","-3.03","703","1.58","N","N","N","",
"資訊服務業","6221","晉泰","268230","242","1108","1037","928","879","2.92","948","3.39","N","N","N","",
"光電業","6222","上揚","2504","5","501","472","529","346","-0.50","853","2.19","N","N","N","",
"半導體業","6223","旺矽","2207361","1665","1326","1266","1167","1103","13.92","1201","5.40","N","N","N","",
"電子通路業","6227","茂綸","315692","224","1409","1303","1313","1219","4.18","783","-0.07","N","N","N","",
"電腦及週邊設備業","6228","全譜","17126","26","659","637","596","582","-1.51","890","3.92","N","N","N","",
"半導體業","6229","研通","18295","24","762","891","754","837","0.05","1201","5.40","N","N","N","",
"資訊服務業","6231","系微","549241","474","1159","1179","973","955","4.86","948","3.39","N","N","N","",
"半導體業","6233","旺玖","90410","75","1205","1155","1082","1046","0.04","1201","5.40","N","N","N","",
"光電業","6234","高僑","88100","143","616","572","435","435","1.27","853","2.19","N","N","N","",
"其他","6236","中湛","20425","23","888","539","719","542","-0.96","677","1.82","N","N","N","",
"半導體業","6237","驊訊","153690","126","1220","1210","1115","1100","-1.34","1201","5.40","N","N","N","",
"其他","6240","松崗","21461","23","933","433","857","500","-0.45","677","1.82","N","N","N","",
"通信網路業","6241","易通展","84537","114","742","646","620","547","0.07","831","1.93","N","N","N","",
"生技醫療業","6242","立康","68045","113","602","588","522","517","4.14","749","0.13","N","Y","N","公司營運型態偏向零售之服務業，相對聘用之員工大多數為現場客服人員居多，對學歷與技術層面之標準屬中間層次，導致薪資水準相對較生技醫療業同業水準低。對此，公司將會以獎金制度、員工持股會等機制來激勵員工。",
"光電業","6244","茂迪","431189","605","713","737","576","635","0.56","853","2.19","N","N","N","",
"通信網路業","6245","立端","640228","699","916","936","749","712","7.57","831","1.93","N","N","N","",
"光電業","6246","臺龍","11916","17","701","750","704","713","-0.38","853","2.19","N","N","N","",
"鋼鐵工業","6248","沛波","75223","111","678","675","603","634","4.02","784","2.14","N","Y","N","本公司本年部份獲利貢獻自營業外投資獲利；本國員工薪資實際維持111年相同水準，尚屬合理。",
"電子零組件業","6259","百徽","13632","19","717","711","720","760","1.15","703","1.58","N","N","N","",
"半導體業","6261","久元","965650","973","992","1030","765","828","4.09","1201","5.40","N","N","N","",
"通信網路業","6263","普萊德","137386","151","910","852","875","740","8.12","831","1.93","N","N","N","",
"建材營造","6264","富裔","19144","26","736","834","617","705","-0.98","955","2.42","N","N","Y","本公司 112度新進員工8人、離職員工18人，其中新進人員入職不到1個月就離職，因此全時員工薪資平均數較前一年度減少。",
"電子通路業","6265","方方土昶","8767","13","674","611","661","604","-0.58","783","-0.07","N","N","N","",
"電子零組件業","6266","泰詠","290389","455","638","637","542","587","2.15","703","1.58","N","Y","N","公司於112年營收雖成長但獲利減少，人員從111年全年5,511人增加到112年全年6,291人，因新進人員的起薪較低，故員工薪平均數會較低，本公司持續每年有進行調薪評估調整。",
"電子通路業","6270","倍微","61686","62","995","1079","904","976","0.95","783","-0.07","N","N","N","",
"電子零組件業","6274","台燿","739556","941","786","789","684","685","3.05","703","1.58","N","N","N","",
"電子零組件業","6275","元山","273382","470","582","558","460","424","4.08","703","1.58","N","Y","N","本公司112年處分子公司上海元山，產生處分利益268,256仟元，挹注EPS。且因第一線員工人數占比高，新進多且年資短，進而影響薪資平均數。",
"電腦及週邊設備業","6276","安鈦克","20582","25","823","810","723","712","1.88","890","3.92","N","N","N","",
"電子零組件業","6279","胡連","416957","509","819","924","671","678","9.24","703","1.58","N","N","N","",
"電子零組件業","6284","佳邦","599889","862","696","618","610","493","5.01","703","1.58","N","Y","N","本公司民國112年度之經營績效之成長有一部份來自金融資產投資產生之收益，此係公司管理階層對於資金運用及資本市場變化之掌握，與公司員工酬勞之水準並無絕對之關聯性。",
"半導體業","6287","元隆","246827","411","601","597","516","489","-2.10","1201","5.40","N","N","N","",
"電子零組件業","6290","良維","56136","52","1080","1085","805","841","4.17","703","1.58","N","N","N","",
"半導體業","6291","沛亨","17984","20","899","1005","922","964","10.32","1201","5.40","N","Y","Y","公司112年EPS較同業為佳主因合併之子公司獲利較佳所致，本資訊以個體為主，較無法比較。
另112年度平均薪資較前一年下降10.5%，因員工調動總部及離職者皆為年資較高其薪資也較高，故造成平均薪資減少。",
"電子零組件業","6292","迅德","48254","37","1304","997","934","692","5.52","703","1.58","N","N","N","",
