產業類別,公司代號,公司名稱,非擔任主管職務之全時員工資訊-員工薪資總額(仟元),非擔任主管職務之全時員工資訊-員工人數-年度平均(人),非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-112年,非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-111年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-112年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-111年,非擔任主管職務之全時員工資訊-每股盈餘(元/股),同業公司資訊-員工薪資-平均數(仟元/人),同業公司資訊-平均每股盈餘(元/股),薪資統計情形-非經理人之全時員工薪資平均數未達50萬元,薪資統計情形-公司EPS獲利表現較同業為佳，惟非經理人之全時員工薪資平均數低於同業水準,薪資統計情形-公司EPS較前一年度成長，惟非經理人之全時員工薪資平均數較前一年度減少),薪資統計情形-公司經營績效與員工薪酬之關聯性及合理性說明
"光電業","3490","單井","81835","102","802","872","719","675","0.94","853","2.19","N","N","N","",
"通信網路業","3491","昇達科","173423","260","667","729","580","625","3.20","831","1.93","N","Y","N","本公司屬少量多樣的產業特性，超過46%為工廠產線員工，且當中有27%為外籍移工，因而相對拉低員工平均薪資，且左開金額未包含非現金給付之獎酬，綜合而言，本公司非主管職員工之整體薪資福利應未低於同業平均。",
"電子零組件業","3492","長盛","36223","41","883","888","854","911","0.63","703","1.58","N","N","N","",
"其他電子業","3498","陽程","278913","322","866","845","744","711","-2.42","889","3.15","N","N","N","",
"通信網路業","3499","環天科","70221","128","549","542","483","488","-0.61","831","1.93","N","N","N","",
"其他電子業","3508","位速","53994","71","760","646","625","474","-1.95","889","3.15","N","N","N","",
"電子零組件業","3511","矽瑪","68831","59","1167","922","898","765","-1.04","703","1.58","N","N","N","",
"建材營造","3512","皇龍","30092","26","1157","996","1066","957","5.45","955","2.42","N","N","N","",
"光電業","3516","亞帝歐","29836","60","497","518","429","435","0.28","853","2.19","Y","N","N","因112年度獲利減少致員工酬勞及績效獎金減少和部分資深人員異動(調任)，致平均薪資未達50萬元",
"電子零組件業","3520","華盈","12381","16","774","708","687","643","0.06","703","1.58","N","N","N","",
"電腦及週邊設備業","3521","鴻翊","46688","69","677","665","606","585","-2.76","890","3.92","N","N","N","",
"觀光餐旅","3522","御頂","132014","214","617","576","570","515","-2.06","600","1.78","N","N","N","",
"光電業","3523","迎輝","48344","79","612","594","573","555","-2.70","853","2.19","N","N","N","",
"電子零組件業","3526","凡甲","106189","72","1475","1455","1359","1291","11.68","703","1.58","N","N","N","",
"半導體業","3527","聚積","343177","230","1492","1623","1302","1348","-0.28","1201","5.40","N","N","N","",
"半導體業","3529","力旺","721319","280","2576","2958","2264","2689","19.76","1201","5.40","N","N","N","",
"光電業","3531","先益","86139","110","783","798","662","682","2.43","853","2.19","N","Y","N","本公司基於營運考量，避免經營成本對公司重大衝擊，必須全面考量經營風險與損益，故未每年全面常態調薪，後續公司營收及獲利表現達到最佳平衡狀態時，將積極規劃相關薪酬政策，且依個人績效、年資條件不同而有差異。",
"電子零組件業","3537","堡達","47160","45","1048","1039","917","947","2.78","703","1.58","N","N","N","",
"電腦及週邊設備業","3540","曜越","160028","190","842","785","694","652","1.40","890","3.92","N","N","N","",
"其他電子業","3541","西柏","265178","349","760","918","631","707","-5.54","889","3.15","N","N","N","",
"文化創意業","3546","宇峻","435649","479","909","886","798","780","4.24","1181","5.68","N","N","N","",
"電子零組件業","3548","兆利","287673","456","631","610","471","447","8.69","703","1.58","N","Y","N","因本公司產業特性因素，基層作業人員比重較高，致使非主管職務之全時員工薪資平均數較低。",
"綠能環保","3551","世禾","524089","690","760","746","654","633","5.58","876","3.91","N","Y","N","世禾雇用32.25%外籍員工，影響平均薪資水準。依勞動部統計查詢網製造業統計資料計算，最近年度每人每月平均薪資為42,995元，而世禾每人每月平均薪資為63,296元，較台灣其他製造業經常薪資高，故屬合理範圍。",
"其他電子業","3552","同致","227726","270","843","722","696","611","4.51","889","3.15","N","Y","N","主要原因為EPS含轉投資子公司之獲利，且直接員工占比高，影響整體員工平均薪資，但112年薪資平均數及中位數均有所成長。",
"半導體業","3555","博士旺","4301","5","860","918","841","788","-0.71","1201","5.40","N","N","Y","公司112年EPS較前一年度成長，惟非經理人全時員工薪資平均數衰退，其原因如下：
1.EPS成長係因112年金融資產為利益3百萬，111年為損失8千萬。
2.112年較111年平均薪資衰退主係因人員結構薪資異動所致。",
"半導體業","3556","禾瑞亞","172297","160","1077","1482","919","1148","0.97","1201","5.40","N","N","N","",
"通信網路業","3558","神準","1643753","1810","908","1287","704","967","16.88","831","1.93","N","N","N","",
"通信網路業","3564","其陽","170593","203","840","974","675","810","0.45","831","1.93","N","N","N","",
"半導體業","3567","逸昌","82162","126","652","624","524","527","3.01","1201","5.40","N","N","N","",
"資訊服務業","3570","大塚","150509","142","1060","1128","849","868","11.62","948","3.39","N","N","Y","因112年元月晉升3位經理人，以致影響非擔任主管職員工薪資平均數降低，若排除此因素，非主管職平均薪資並未減少。",
"電腦及週邊設備業","3577","泓格","278680","377","739","837","669","693","1.28","890","3.92","N","N","N","",
"其他電子業","3580","友威科","81475","113","721","765","628","651","2.63","889","3.15","N","N","N","",
"半導體業","3581","博磊","110259","121","911","941","773","803","0.55","1201","5.40","N","N","N","",
"其他電子業","3587","閎康","831111","762","1091","1152","1011","1029","10.81","889","3.15","N","N","Y","主要係因2023年新進人數較2022年增加159位，致影響整體的薪資平均數。",
"電腦及週邊設備業","3594","磐儀","131320","170","772","777","668","642","1.30","890","3.92","N","N","N","",
"電子零組件業","3597","映興","67534","135","500","548","433","460","0.25","703","1.58","N","N","N","",
"電子零組件業","3609","三一東林","27330","40","683","669","569","584","-5.73","703","1.58","N","N","N","",
"電腦及週邊設備業","3611","鼎翰","282179","327","863","887","683","690","19.76","890","3.92","N","Y","N","本公司多年未發行新股對外籌資，故能維持較高之每股盈餘(EPS); 加上公司台灣工廠直接人員佔比較大，因而與同業相比有此差異。",
"光電業","3615","安可","68307","85","804","624","665","534","0.88","853","2.19","N","N","N","",
"光電業","3623","富晶通","69663","120","581","575","527","528","-0.34","853","2.19","N","N","N","",
"電子零組件業","3624","光頡","504406","779","648","722","537","559","2.23","703","1.58","N","Y","N","112年非擔任主管職務之全時員工薪資平均數為648仟元，相較111年薪資平均數減少，係112年獲利狀況較111年下降55%，因經營績效與員工酬勞為正向關聯，員工酬勞發放金額亦隨獲利下降而減少，故員工薪資平均數尚屬合理。",
"電腦及週邊設備業","3625","西勝","85063","105","810","784","729","577","-1.05","890","3.92","N","N","N","",
"其他電子業","3628","盈正","252437","317","796","770","690","671","1.95","889","3.15","N","N","N","",
"文化創意業","3629","地心引力","11157","19","587","921","423","701","-2.29","1181","5.68","N","N","Y","係因112年本公司業務大量縮減，員工流動率提高且資深員工離職，致使員工薪資112年度較111年度下降。",
"光電業","3630","新鉅科","150178","187","803","770","703","637","-3.35","853","2.19","N","N","N","",
"電子零組件業","3631","晟楠","1232","2","616","429","499","474","-0.60","703","1.58","N","N","N","",
"通信網路業","3632","研勤","27119","29","935","942","730","709","0.11","831","1.93","N","N","Y","離職與新進員工較多故獎金發放數少",
"電子零組件業","3646","艾恩特","4857","5","971","985","940","1120","1.35","703","1.58","N","N","N","",
"其他電子業","3663","鑫科","147542","200","738","793","730","751","0.54","889","3.15","N","N","N","",
"光電業","3666","光耀","107974","191","565","560","522","516","-5.64","853","2.19","N","N","N","",
"通信網路業","3672","康聯訊","76907","92","836","873","711","714","-1.21","831","1.93","N","N","N","",
"半導體業","3675","德微","201009","298","675","722","573","640","6.73","1201","5.40","N","Y","N","112年受全球景氣影響導致公司年度獲利下滑25%，所以公司112年各類獎金未能足額發放，使平均薪資下滑；但公司仍按員工表現擇優發放獎金。待景氣回升，將評估業界水平，訂定更具鼓勵性獎酬政策以利內部留才。",
"半導體業","3680","家登","499037","560","891","1033","774","839","10.24","1201","5.40","N","Y","N","半導體領域員工結構差異大,我司直接人工佔60%,平均薪資相比不盡可比性
家登獎酬連續三年優於業界調薪幅度拉近國際大廠距離。建構多元非現金獎酬,如開放439張員工認股,及成家計畫使員工低成本購屋,均未能在此體現",
"通信網路業","3684","榮昌","68553","91","753","691","593","543","1.17","831","1.93","N","N","N","",
"電機機械","3685","元創精密","6118","9","680","863","724","730","-0.77","695","2.14","N","N","N","",
"數位雲端","3687","歐買尬","28870","38","760","781","698","694","1.75","795","3.57","N","N","N","",
"電子零組件業","3689","湧德","103167","94","1098","1154","1005","1059","4.94","703","1.58","N","N","Y","因本公司112年度未滿2年之新進員工佔全員工比為46%，較111年佔比27%增加19%，故112年度平均薪資較111年度下降。",
"光電業","3691","碩禾","170242","215","792","811","673","673","-8.82","853","2.19","N","N","N","",
"電腦及週邊設備業","3693","營邦","753266","531","1419","1145","1201","950","24.10","890","3.92","N","N","N","",
"半導體業","3707","漢磊","776584","835","930","1139","835","998","0.20","1201","5.40","N","N","N","",
"電腦及週邊設備業","3709","鑫聯大投控","219540","295","744","738","598","616","1.34","890","3.92","N","N","N","",
"電子零組件業","3710","連展投控","98536","117","842","839","738","758","-0.78","703","1.58","N","N","N","",
"綠能環保","3713","新晶投控","6229","13","479","522","373","436","-0.27","876","3.91","Y","N","N","人力需求逐年增加，另因接案量增加故增聘較多基層員工，其薪資較中高階人員為低，導致拉低整體之平均薪資，惟薪資平均數仍接近50萬元，故未有明顯低薪。",
"生技醫療業","4102","永日","97512","133","733","659","667","626","1.48","749","0.13","N","Y","N","本公司員工薪酬與本業營運績效有關，本業績效成長，變動獎金亦會隨之增加。112年員工薪酬平均數仍較111年成長約11%。本公司將繼續提升營運績效，提高員工薪酬。",
"生技醫療業","4105","東洋","623391","501","1244","1206","1051","1021","4.54","749","0.13","N","N","N","",
"生技醫療業","4107","邦特","225754","372","607","613","535","529","6.53","749","0.13","N","Y","N","產業分類相同，但營業型態不同、員工職類別不同，無法評價，惟本司112年度相較於111年度營收成長率-3.26%，淨利-8.31%，但員工薪資總費用仍提升4.6%，薪資中位數仍有微幅提升，已將營業獲利實質反饋。",
"生技醫療業","4109","加捷生醫","24067","49","491","483","481","470","1.62","749","0.13","Y","Y","N","員工薪資總額除受各月給薪人數增減變化之影響外，亦因各月給薪人數增減變化及個人敘薪金額不同而有影響。新進員工較多亦為影響之因素。",
"生技醫療業","4111","濟生","144258","249","579","573","542","548","1.21","749","0.13","N","Y","N","本公司112年營業收入較111年減少82,209仟元，致112年稅後淨利較111年減少85,332仟元，EPS也較111年減少1.49元減少55.19%呈現衰退，但112年為提升員工薪資已全面調薪2%，故112年員工薪資總額較111年增加6.62%。",
"建材營造","4113","聯上","15053","24","627","545","628","544","-0.69","955","2.42","N","N","N","",
"生技醫療業","4114","健喬","479323","427","1123","1072","836","797","1.61","749","0.13","N","N","N","",
"生技醫療業","4116","明基醫","109428","124","882","889","827","794","2.57","749","0.13","N","N","N","",
"生技醫療業","4120","友華","263548","237","1112","1169","957","1028","1.66","749","0.13","N","N","Y","1.友華&友霖分割案自2023/1/1生效, 故多數領取高額業績獎金的業務人員轉移至友霖.2.另因2022年7月公司遷址至北投新辦公大樓因素, 導致人員離職率提高, 故預估發出年度績效獎金無全數發出, 導致實際發出總額較往年低",
"生技醫療業","4121","優盛","57499","83","693","755","609","698","-0.08","749","0.13","N","N","N","",
"生技醫療業","4123","晟德","162705","170","957","882","831","746","-1.50","749","0.13","N","N","N","",
"生技醫療業","4126","太醫","433327","750","578","579","501","505","5.80","749","0.13","N","Y","Y","公司近年營收穩健良好，開發供應多樣醫材產品，基層人力需求較高，112年約占全體員工62.7%；全時員工平均薪資與去年相當
且略低於同業，主因疫情緩解使非經常性薪資減少，公司已規劃推動員工持股信託以優化薪酬福利",
"生技醫療業","4127","天良","25704","48","536","566","483","477","0.39","749","0.13","N","Y","N","考量國內巿場規模，本公司將原自製開發之藥品食品產線，委由外部藥廠代工，致研發技術人員較其他同業少，造成員工平均薪資低於同業情形；同時本公司積極整頓通路，去蕪存菁，提升營運績效，造成EPS較同業為高情形。",
"生技醫療業","4128","中天","119673","127","942","988","729","743","-2.11","749","0.13","N","N","N","",
"生技醫療業","4129","聯合","472591","576","820","720","726","638","4.50","749","0.13","N","N","N","",
"生技醫療業","4130","健亞","156415","178","879","833","797","752","0.27","749","0.13","N","N","N","",
"生技醫療業","4131","浩泰","11492","19","605","489","572","537","-1.87","749","0.13","N","N","N","",
"生技醫療業","4138","曜亞","110506","114","969","934","812","774","6.37","749","0.13","N","N","N","",
"生技醫療業","4147","中裕","76373","76","1005","990","857","817","-0.77","749","0.13","N","N","N","",
"生技醫療業","4153","鈺緯","107994","132","818","780","698","663","1.25","749","0.13","N","N","N","",
"生技醫療業","4160","訊聯基因","124894","140","892","881","775","788","1.12","749","0.13","N","N","N","",
"生技醫療業","4161","聿新科","88589","158","561","548","483","488","1.68","749","0.13","N","Y","N","本公司112年度訂單增加，較111年度營收及毛利提升，本公司隨著經營績效提升，已適度調整員工薪資及報酬，但於112年度招募較多新進員工，導致平均員工薪資低於同業水準。",
"生技醫療業","4162","智擎","54267","32","1696","2061","1509","2038","1.91","749","0.13","N","N","N","",
"生技醫療業","4163","鐿鈦","477050","759","629","645","498","521","7.05","749","0.13","N","Y","N","本公司位於中部地區的製造業，且生技醫療產業之業態多樣，本公司依照中部之薪資水準、員工資歷及個人表現等因素給薪，實屬合理。",
"生技醫療業","4167","松瑞藥","204033","300","680","649","629","601","0.09","749","0.13","N","N","N","",
"生技醫療業","4168","醣聯","33137","43","771","712","695","676","-1.65","749","0.13","N","N","N","",
"農業科技","4171","瑞基","74911","125","599","690","549","776","-2.89","609","0.13","N","N","N","",
"生技醫療業","4173","久裕","145339","197","738","684","657","611","1.03","749","0.13","N","Y","N","本公司112年度員工人數為197人，較111年員工人數176人，增加21位新進員工，因新進員工未領滿全年薪資，致使公司平均薪資相較於同業略少。薪資平均數與同業薪資平均水準實際上差異不大，減少為1.47%。",
"生技醫療業","4174","浩鼎","128618","116","1109","1062","1004","961","-4.57","749","0.13","N","N","N","",
"生技醫療業","4175","杏一","657320","1112","591","558","542","503","1.13","749","0.13","N","Y","N","本公司分類為生技醫療業，但經營模式及資本結構較似貿易百貨業，營運項目主要以銷售醫療用品及健康照護商品為主，末端門市販售人員約占80%，非研發性質之生技公司，故與其他生技醫療業之薪資結構有所差異。",
"生技醫療業","4183","福永生技","73606","104","708","684","571","548","0.88","749","0.13","N","Y","N","本公司依相關管理辦法，績效評核，營運狀況等各方面綜合考量，進行員工調薪、員工酬勞及獎金分派等作業。另年度「薪資平均、中位數」皆較前年度持續成長。",
"生技醫療業","4188","安克","15665","18","870","867","706","727","-0.85","749","0.13","N","N","N","",
"生技醫療業","4192","杏國","14967","23","651","641","599","621","-1.19","749","0.13","N","N","N","",
"生技醫療業","4198","欣大健康","31920","48","665","689","568","546","4.49","749","0.13","N","Y","Y","欣大健康112年EPS主係子公司出售國外投資性不動產所產生之業外收益，惟本業仍為虧損狀態，且公司於112年調整薪資結構，因此獲利表現雖較同業佳，平均薪資低於同業水準。",
"食品工業","4205","中華食","180480","266","678","675","659","659","3.91","734","3.97","N","N","N","",
"食品工業","4207","環泰","124569","184","677","636","660","623","1.25","734","3.97","N","N","N","",
"塑膠工業","4303","信立","20480","40","512","564","439","489","1.83","523","3.62","N","N","Y","本公司薪資結構以學歷、機台為主，並依績效獎金辦法計算有效率及貢獻所應核發之獎金。公司經營績效透過績效獎金與員工薪酬相連結，係數合理。理財商品之利潤透過員工薪酬制度與員工分享。",
"塑膠工業","4304","勝昱","20049","48","418","376","445","410","-3.35","523","3.62","Y","N","N","1.工廠直接生產人員佔五成以上，且位於嘉義縣境， 
  薪資較都會區低，外籍員工占總人數17%。
2.當年任職給薪未滿六個月之員工人數較前一年度增 
  加。",
"塑膠工業","4305","世坤","65594","89","737","691","618","627","2.91","523","3.62","N","N","N","",
"紡織纖維","4401","東隆興","260586","447","583","674","502","588","-0.13","620","3.58","N","N","N","",
"紡織纖維","4402","郡都開發","8511","11","774","476","769","462","-0.43","620","3.58","N","N","N","",
"紡織纖維","4406","新昕纖","57207","114","502","506","442","455","-0.39","620","3.58","N","N","N","",
"紡織纖維","4413","飛寶企業","35829","59","607","585","564","522","0.58","620","3.58","N","N","N","",
"建材營造","4416","三圓","6308","6","1051","833","809","762","-0.03","955","2.42","N","N","N","",
"紡織纖維","4417","金洲","126196","175","721","634","602","542","3.69","620","3.58","N","N","N","",
"觀光餐旅","4419","皇家美食","2610","6","435","443","409","400","-0.31","600","1.78","Y","N","Y","公司近期處於營運策略調整期,營收及經營績效尚未呈現整頓之成效。而非擔任主管職務之全時員工,以一般行政事務員居多,導致平均員工薪資水準較同業低.",
"紡織纖維","4420","光明","62830","101","622","614","557","571","40.44","620","3.58","N","N","N","",
"其他","4430","耀億","151613","308","492","521","426","457","-2.84","677","1.82","Y","N","N","本公司112年營收下滑並產生虧損，直接影響績效獎金、年終獎金及員工分紅之發放金額，致使非經理人之全時員工薪資平均數未達50萬元。",
"紡織纖維","4432","銘旺實","52542","57","922","920","777","773","1.92","620","3.58","N","N","N","",
"紡織纖維","4433","興采","262320","397","661","693","588","606","0.53","620","3.58","N","N","N","",
"電機機械","4502","健信","98738","165","598","530","575","506","0.15","695","2.14","N","N","N","",
"電機機械","4503","金雨","61081","123","497","470","458","419","-1.27","695","2.14","Y","N","N","本公司依據區域性薪資行情給付員工薪資，一切符合勞基法規定，且112年度非經理人之全時員工薪資平均數已較111年度成長，
惟因公司仍處虧損，全時員工薪資平均數雖未達50萬元，尚屬合理。",
"電機機械","4506","崇友","1052782","1150","915","879","900","870","5.06","695","2.14","N","N","N","",
"電機機械","4510","高鋒","182900","300","610","624","577","617","0.97","695","2.14","N","N","Y","公司經營績效成長：主要係營收下滑,推銷費用大幅減少(如運費、佣金支出及包裝費)及認列子公司利益所致。
員工薪資平均數減少：主要係受到個體營收下滑影響，導致平均員工非經常性薪資(加班費、獎金及酬勞等)減少。",
"電機機械","4513","福裕","105755","173","611","603","585","585","1.44","695","2.14","N","N","N","",
"電機機械","4523","永彰","119656","168","712","682","628","593","-0.25","695","2.14","N","N","N","",
"電機機械","4527","方方土霖","143923","180","800","777","762","739","3.39","695","2.14","N","N","N","",
"電機機械","4528","江興鍛","115716","201","576","663","532","591","0.91","695","2.14","N","N","N","",
"其他","4529","淳紳","8381","13","645","673","667","591","-1.03","677","1.82","N","N","N","",
"觀光餐旅","4530","宏易","34590","72","480","570","444","421","-1.26","600","1.78","Y","N","N","主要係缺工嚴重、離職率高，造成餐飲經營狀況不佳，故基層員工薪資福利未能調升，另公司係屬餐飲業，計時人數及員工流動率較其他行業偏高，進而降低平均薪資且未達50萬元。",
"電機機械","4533","協易機","217488","300","725","709","674","651","1.34","695","2.14","N","N","N","",
"電機機械","4534","慶騰","69187","136","509","529","461","479","-1.53","695","2.14","N","N","Y","人力精減及減班休息所致。",
"電機機械","4535","至興","174898","341","513","574","464","524","2.40","695","2.14","N","Y","N","112年個體營收及稅後淨利較111年衰退17.15%及14.98%，使非擔任主管職務之全時員工之非經常性所得減少(如加班費、年終獎金及員工酬勞等)，致人均衰退10.63%，且本公司位於中部地區依照中部之薪資水準尚屬合理。",
"電機機械","4538","大詠城","59595","115","518","706","462","618","1.12","695","2.14","N","N","N","",
"其他","4541","晟田","372627","586","636","660","552","560","-1.12","677","1.82","N","N","N","",
"電子零組件業","4542","科嶠","62483","89","702","703","650","634","1.68","703","1.58","N","Y","Y","公司112年非經理人之全時員工薪資平均數702仟元
較前一年度703仟元減少1仟元，主要係公司員工流動，遞補新員工所致。",
"電機機械","4543","萬在","129880","279","466","477","413","443","2.41","695","2.14","Y","Y","N","1. 本公司因外籍勞工數比例佔員工人數約25%，使公司整體平均薪資數較低，及低於同業水準。
2. 112年營收減少，加班費減少，故員工平均薪資較前一年度減少。",
"電機機械","4549","桓達","144299","238","606","625","527","525","4.89","695","2.14","N","Y","N","本公司產品為客製化，少量多樣，故面對不同產業須投入更多人力提供售前服務，112年度EPS高於同業主要為產業特性所致。
112年度平均薪資較111年度降低，主因導入精實管理以及自動化製程，故加班費減少。",
"電機機械","4550","長佳","54789","64","856","842","795","744","3.26","695","2.14","N","N","N","",
"其他電子業","4554","橙的","71608","111","645","645","566","546","1.06","889","3.15","N","N","N","",
"其他","4556","旭然","71254","119","599","640","497","501","0.10","677","1.82","N","N","N","",
"電機機械","4558","寶緯","178382","313","570","602","463","494","0.01","695","2.14","N","N","N","",
"電機機械","4561","健椿","125729","200","629","603","568","523","2.74","695","2.14","N","Y","N","1.本公司外籍勞工人數佔非擔任主管之員工人數約20%，致影響整體員工平均薪資水準較低。
2.本公司員工薪資平均數為629仟元，較111年度603仟元提高4.3%，較去年同期增加。",
"電機機械","4563","百德","133119","157","848","794","804","747","2.02","695","2.14","N","N","N","",
"電機機械","4568","科際精密","26544","35","758","886","631","758","1.06","695","2.14","N","N","N","",
"其他電子業","4577","達航科技","127033","157","809","824","723","785","-4.52","889","3.15","N","N","N","",
"電機機械","4580","捷流閥業","264166","295","895","861","800","753","7.68","695","2.14","N","N","N","",
"電機機械","4584","君帆","81359","134","607","626","534","530","3.28","695","2.14","N","Y","N","1.本公司外籍勞工人數佔非擔任主管之員工人數約20%，致影響整體員工平均薪資水準較低。

2.本公司員工薪酬包含本薪、獎金及依公司章程提撥員工酬勞，其中本薪每年依公司營運績效及考量物價波動進行調薪。",
"居家生活","4609","唐鋒","6824","9","758","740","753","710","-0.78","655","6.45","N","N","N","",
"居家生活","4702","中美實","12080","16","755","737","760","754","0.72","655","6.45","N","N","N","",
"化學工業","4706","大恭","122905","191","643","713","621","678","0.07","723","1.01","N","N","N","",
"化學工業","4707","磐亞","67277","99","680","777","614","673","0.92","723","1.01","N","N","N","",
"化學工業","4711","永純","51411","74","695","688","664","688","0.30","723","1.01","N","N","N","",
"其他","4712","福格創新","2223","5","445","683","549","455","-0.16","677","1.82","Y","N","Y","公司EPS雖有成長，但仍是處於虧損階段，為節省開支，非經理員工人數與平均數皆較去年低。",
"化學工業","4714","永捷","26648","47","567","594","518","520","0.14","723","1.01","N","N","Y","EPS較111年高主要是轉投資利益所致，非本業獲利增加。",
"化學工業","4716","大立","43522","77","565","547","520","515","-0.18","723","1.01","N","N","N","",
"化學工業","4721","美琪瑪","37533","46","816","811","694","693","-0.33","723","1.01","N","N","N","",
"生技醫療業","4726","永昕","281084","307","916","867","821","778","-3.32","749","0.13","N","N","N","",
"生技醫療業","4728","雙美","85090","101","842","826","727","670","11.49","749","0.13","N","N","N","",
"光電業","4729","熒茂","174104","347","502","567","422","500","0.34","853","2.19","N","N","N","",
"生技醫療業","4735","豪展","53427","71","752","689","589","571","1.17","749","0.13","N","N","N","",
"化學工業","4741","泓瀚","89236","153","583","572","489","473","2.02","723","1.01","N","Y","N","本公司直接人工佔全體員工約54%，其中外籍勞工佔直接人工約44%，故影響平均數，較同業為低。",
"生技醫療業","4743","合一","140500","145","969","986","732","772","-2.91","749","0.13","N","N","N","",
"生技醫療業","4744","皇將","81086","168","483","465","449","439","0.27","749","0.13","Y","Y","N","1、生技醫療產業業態多樣，所需員工學經歷亦有所差異。 
2、因營收減少、訂單減少致產量減少所致。",
"生技醫療業","4747","強生製藥","105025","150","700","591","634","537","2.24","749","0.13","N","Y","N","本公司為學名藥製造廠，獲利穩定，且因員工多為工廠生產作業人員，故與同業之平均薪資略有差異。",
"化學工業","4754","國碳科","60979","86","709","570","541","402","2.25","723","1.01","N","Y","N","新進外籍移工增加",
"其他電子業","4760","勤凱科技","41766","79","529","486","459","404","3.90","889","3.15","N","Y","N","112年全公司平均調薪幅度8.24%，優於以往年度之薪資績效調整3%至6%。員工酬勞及年終獎金發放金額亦隨獲利增加而調升，員工酬勞較111年度增加52 %，本公司隨著經營績效提升亦調增員工薪酬，調增的幅度適當合理。",
"化學工業","4767","誠泰科技","40721","49","831","791","748","742","2.58","723","1.01","N","N","N","",
"化學工業","4768","晶呈科技","51324","60","855","781","789","626","2.76","723","1.01","N","N","N","",
"文化創意業","4806","桂田文創","3343","4","836","438","657","379","-0.54","1181","5.68","N","N","N","",
"通信網路業","4903","聯光通","51562","94","549","524","598","589","0.28","831","1.93","N","N","N","",
"通信網路業","4905","台聯電","18347","29","633","622","590","461","5.61","831","1.93","N","Y","N","本公司112年度本業營業損失，獲利主要來自投資收益。由於投資損益受市場波動影響，本公司會視情況
調整固定薪資，以確保公司維持穩健的財務狀況。員工酬勞已依章程規定提撥2.99%，尚屬合理。",
"建材營造","4907","富宇","16789","17","988","907","837","854","2.24","955","2.42","N","N","N","",
"通信網路業","4908","前鼎","201304","260","774","745","545","550","2.63","831","1.93","N","Y","N","相較於111年全時員工平均薪資已成長，惟本公司產品生產製造皆在台灣，直接人員占比近5成(含外籍移工)，致薪資平均數低於同業水準。",
"通信網路業","4909","新復興","84333","168","502","495","490","477","0.42","831","1.93","N","N","N","",
"生技醫療業","4911","德英","11252","23","489","444","506","423","1.30","749","0.13","Y","Y","N","1.公司非經理級員工薪資皆優於政府公佈之基本工資 且有加發獎勵金，同時配合公司營運成長依員工個人工作績效表現，自動加薪調整薪資
2.新藥開發同業間大部分沒有製造工廠，工作性質不盡相同，薪資酬勞不宜直接比較",
"半導體業","4923","力士","38626","48","805","1015","678","834","0.20","1201","5.40","N","N","N","",
"電腦及週邊設備業","4931","新盛力","191326","359","533","663","424","494","1.65","890","3.92","N","N","N","",
"光電業","4933","友輝","353250","487","725","623","640","576","4.22","853","2.19","N","Y","N","1/各家財務結構不一，無法實質類比。
2/員工薪酬以遵循法規，在健全財務及維護股東權益下，每年皆有定期提出檢討及調整。",
"電子零組件業","4939","亞電","14779","14","1056","1586","1038","1603","0.37","703","1.58","N","N","Y","112年度發放111年度員工紅利6,118,878元,111年度發放110年員工紅利25,700,879元 ,111年eps0.35,112年eps0.37 ,因員工紅利發放時間影響員工薪資平均數",
"半導體業","4945","陞達科技","46851","45","1041","1170","1033","1102","2.12","1201","5.40","N","N","N","",
"文化創意業","4946","辣椒","19233","29","663","698","385","645","-10.66","1181","5.68","N","N","N","",
"其他","4950","牧東","4798","12","400","669","717","476","-4.05","677","0.00","Y","N","Y","因112年非主管職人員流動率大，導致非經理人之全時員工(年度)薪資平均數較前一年度減少。",
"半導體業","4951","精拓科","76171","61","1249","1586","1259","1544","3.31","1201","5.40","N","N","N","",
"資訊服務業","4953","緯軟","988804","1101","898","888","847","800","8.49","948","3.39","N","Y","N","本公司人力結構與同業不同，存在一定程度的差異。公司依績效獎酬原則，以年度營運績效及員工個人績效給予獎酬及薪資調整；持續提升員工獎酬及福利措施穩定人才，非主管職全時員工薪資平均數及中位數均較上年度成長。",
"光電業","4972","湯石照明","25258","32","789","792","762","784","1.16","853","2.19","N","N","N","",
"半導體業","4973","廣穎電通","217456","290","750","743","530","524","3.12","1201","5.40","N","N","N","",
"電子零組件業","4974","亞泰","67952","42","1618","1737","1511","1576","5.64","703","1.58","N","N","N","",
"通信網路業","4979","華星光","232855","423","550","587","451","507","3.34","831","1.93","N","Y","Y","本公司製造生產人力佔總人數61.7%，其中112年度新引進外籍移工佔全體14%，絕大部分屬於基層生產人員，且當年度新進因任職時間較短而影響薪資略低，致薪資平均數低於同業水準並較前一年度衰退。",
"電腦及週邊設備業","4987","科誠","105217","193","545","669","436","542","4.54","890","3.92","N","Y","N","台灣之工廠為本公司唯一之生產據點，工廠從業人員佔非擔任主管職務之全時員工比重達47%，致使員工薪資平均數低於同水準。",
"光電業","4995","晶達","126071","165","764","753","673","652","3.61","853","2.19","N","Y","N","1.本公司每年皆定期提出薪資調整，112年度薪資平均調幅約2.65%。
2.設廠台灣，員工結構偏屬製造業，直接員工和外籍員工佔比24%，故薪資平均數略低。",
