產業類別,公司代號,公司名稱,非擔任主管職務之全時員工資訊-員工薪資總額(仟元),非擔任主管職務之全時員工資訊-員工人數-年度平均(人),非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-110年,非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-109年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-110年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-109年,非擔任主管職務之全時員工資訊-每股盈餘(元/股),同業公司資訊-員工薪資-平均數(仟元/人),同業公司資訊-平均每股盈餘(元/股),薪資統計情形-非經理人之全時員工薪資平均數未達50萬元,薪資統計情形-公司EPS獲利表現較同業為佳，惟非經理人之全時員工薪資平均數低於同業水準,薪資統計情形-公司EPS較前一年度成長，惟非經理人之全時員工薪資平均數較前一年度減少),薪資統計情形-公司經營績效與員工薪酬之關聯性及合理性說明
"運動休閒","1432","大魯閣","128517","299","430","481","364","392","-2.05","841","6.49","Y","N","N","本公司訂有薪酬及獎金制度，110年受疫情三級警戒影響，運動休閒業依法停業超過3個月，致營運目標未達成，員工薪酬亦受影響；本公司雖受疫情影響，員工人數未減反增，福利亦無中斷，展望未來營運成長並強化競爭力",
"紡織纖維","1434","福懋","1739310","3065","567","555","507","487","1.27","699","1.61","N","N","N","",
"其他","1435","中福","10050","10","1005","503","552","501","0.05","908","4.11","N","N","N","",
"建材營造","1436","華友聯","30327","35","866","731","842","729","5.08","888","2.42","N","Y","N","本公司EPS較去年高，已確實反映於員工薪酬
1.年終獎金較去年發放增加約41.46%
2.相同平均員工人數，當年度薪資平均數較去年增加約18.47%
3.同業平均為採全國平均，應屬中北部薪資水準皆較高於南部之故",
"其他","1437","勤益控","16002","23","696","650","415","400","2.25","908","4.11","N","N","N","",
"建材營造","1438","三地開發","2338","5","468","543","443","471","0.57","888","2.42","Y","N","Y","本公司110年度僅一建案，人員精簡之故。",
"建材營造","1439","雋揚","3644","4","911","847","898","785","1.39","888","2.42","N","N","N","",
"紡織纖維","1440","南紡","656760","1041","631","563","560","464","1.77","699","1.61","N","Y","N","1.本公司110年員工薪資平均數較去年同期成長12%，已反應本業獲利。
2.外籍員工佔比約20%，影響平均薪資水準。
3.本公司110年EPS較去年增加，尚有來自業外轉投資獲利大幅增加之挹注。",
"紡織纖維","1441","大東","16798","28","600","561","559","520","-0.75","699","1.61","N","N","N","",
"建材營造","1442","名軒","26125","30","871","748","808","726","1.41","888","2.42","N","N","N","",
"其他","1443","立益物流","40471","67","604","573","574","544","1.65","908","4.11","N","N","N","",
"紡織纖維","1444","力麗","578306","1027","563","484","488","420","0.68","699","1.61","N","N","N","",
"紡織纖維","1445","大宇","174027","323","539","488","471","402","-0.19","699","1.61","N","N","N","",
"紡織纖維","1446","宏和","21927","38","577","551","476","472","-0.12","699","1.61","N","N","N","",
"紡織纖維","1447","力鵬","706065","1272","555","495","499","432","0.31","699","1.61","N","N","N","",
"紡織纖維","1449","佳和","408263","812","503","435","482","396","0.83","699","1.61","N","N","N","",
"紡織纖維","1451","年興","412342","693","595","518","526","472","1.23","699","1.61","N","N","N","",
"紡織纖維","1452","宏益","163467","221","740","556","626","462","2.65","699","1.61","N","N","N","",
"建材營造","1453","大將","5474","11","498","494","479","511","1.05","888","2.42","Y","N","N","110年經營績效較109年提升,營業損失4,317仟元,稅後淨利106,039仟元,EPS為1.05元,員工薪資平均數498仟元較109年494仟元增加0.8%,但因110年本業尚屬虧損狀況,故110年員工酬勞與公司經營績效尚屬合理。",
"紡織纖維","1454","台富","197923","384","515","479","449","415","0.04","699","1.61","N","N","N","",
"紡織纖維","1455","集盛","815626","1181","691","567","587","490","1.73","699","1.61","N","Y","N","本公司依經營積效調整員工薪酬，110年獲利增加員工加薪幅度約4%，
年終獎金發放基準135天較109年60天大幅成長，
因外勞人數佔25%影響平均薪資，
110年本國員工平均薪資755仟元仍高於同業平均數",
"建材營造","1456","怡華","13714","22","623","518","626","487","4.85","888","2.42","N","Y","N","本公司110年度員工薪酬均已提升，主要產業為不動產部，次要為紡織部，紡織部員工在台南，110年紡織部毛利率10%，其平均薪資42萬元；不動產部員工主要在台北，110年不動產部毛利率27%，其平均薪資65萬元。",
"紡織纖維","1457","宜進","9603","16","600","685","589","593","0.90","699","1.61","N","N","N","",
"紡織纖維","1459","聯發","86864","174","499","444","447","382","2.01","699","1.61","Y","Y","N","因110年增聘作業人員以外籍勞工為主，故整體薪資平均數低於同業水準。",
"紡織纖維","1460","宏遠","860606","1585","543","491","501","454","0.39","699","1.61","N","N","N","",
"紡織纖維","1463","強盛","96748","180","537","455","500","403","0.49","699","1.61","N","N","N","",
"紡織纖維","1464","得力","397159","742","535","480","494","434","0.48","699","1.61","N","N","N","本公司於110年因疫情趨緩，營運狀況回溫，故平均薪資亦隨之增加。",
"紡織纖維","1465","偉全","74428","161","462","424","428","374","-0.93","699","1.61","Y","N","N","本公司年終獎金給付依據該年度營業績效發放。依公司章程規定，公司年度如有獲利，提撥2%為員工酬勞。
本公司110年度營運虧損，導致相關的變動薪資如獎金及員工酬勞等相對減少所致。",
"紡織纖維","1466","聚隆","216060","332","651","531","600","493","1.60","699","1.61","N","N","N","",
"紡織纖維","1467","南緯","123195","177","696","637","597","548","-0.13","699","1.61","N","N","N","",
"紡織纖維","1468","昶和","21738","39","557","504","507","462","0.06","699","1.61","N","N","N","",
"紡織纖維","1470","大統新創","145861","247","591","525","521","465","0.76","699","1.61","N","N","N","",
"電子零組件業","1471","首利","22805","30","760","758","762","756","-0.12","913","6.80","N","N","N","",
"建材營造","1472","三洋實業","18338","43","426","439","354","409","-1.22","888","2.42","Y","N","Y","公司仍處於虧損狀態，因疫情影響，員工加班時數減少,且又因停產而無加班費產生，110年度未調薪，故影響員工薪資總額。又110年度與109年度比較，因虧損大幅減少，致EPS較前一年度增加,非薪資降低所致",
"紡織纖維","1473","台南","184642","347","532","516","451","450","-0.92","699","1.61","N","N","N","",
"紡織纖維","1474","弘裕","266177","465","572","550","505","501","1.11","699","1.61","N","N","N","",
"紡織纖維","1475","業旺","3172","6","529","561","495","538","3.66","699","1.61","N","Y","Y","主要係(1)110年間部分資深員工因家庭因素離職,故公司聘僱新生代年輕人,工作年資2-3年為主,平均薪資約在35000~38000間,(2)公司110年帳上仍有高額累積虧損尚未彌補,致員工平均薪資較同業低.",
"紡織纖維","1476","儒鴻","1586400","1805","879","793","760","693","18.77","699","1.61","N","N","N","",
"紡織纖維","1477","聚陽","1035317","768","1348","1236","1226","1151","11.20","699","1.61","N","N","N","",
"電機機械","1503","士電","1905762","1875","1016","969","841","818","3.46","783","2.56","N","N","N","",
"電機機械","1504","東元","1908906","2177","877","815","717","670","2.38","783","2.56","N","N","N","",
"電機機械","1506","正道","123910","238","521","479","466","426","0.26","783","2.56","N","N","N","",
"汽車工業","1512","瑞利","114852","214","537","534","492","497","-0.65","776","5.81","N","N","N","",
"電機機械","1513","中興電","1316718","1627","809","747","702","659","4.19","783","2.56","N","N","N","",
"電機機械","1514","亞力","502218","609","825","790","725","688","1.60","783","2.56","N","N","N","",
"電機機械","1515","力山","755281","1341","563","606","486","502","5.80","783","2.56","N","Y","Y","1.營運需求擴充生產線，新進人數增加，且結構配置以直接人員約6成，故整體平均薪資略低。
2.員工酬勞及薪資金額依營運績效逐年增加，110年高於109年，且110年對員工進行調薪。",
"其他","1516","川飛","1042","2","521","763","694","763","1.72","908","4.11","N","N","Y","因應疫情及通膨問題，公司開拓業務及資金控管財務調度得宜，故去年獲利表現較前年佳，因此增募行政基礎員工，故本期非經理人全時員工2名薪資總額去年104萬較前年76萬增加，薪資總額及人員數皆增加，故非減少。",
"電機機械","1517","利奇","351882","659","534","475","502","440","2.00","783","2.56","N","N","N","",
"電機機械","1519","華城","604924","732","826","863","708","726","1.11","783","2.56","N","N","N","",
"汽車工業","1521","大億","472291","770","613","628","565","583","1.08","776","5.81","N","N","N","",
"汽車工業","1522","堤維西","864825","1505","575","514","525","460","0.62","776","5.81","N","N","N","",
"汽車工業","1524","耿鼎","212184","407","521","517","458","456","0.38","776","5.81","N","N","N","",
"汽車工業","1525","江申","179755","310","580","563","519","502","4.18","776","5.81","N","N","N","",
"電機機械","1526","日馳","101598","170","598","627","415","482","4.38","783","2.56","N","Y","Y","由於110年本公司增加聘用外籍勞工
及直接人員,故110年度非主管職之
員工年薪資平均數及中位數整體上
均較前一年低。",
"電機機械","1527","鑽全","432427","712","607","635","540","540","3.37","783","2.56","N","Y","Y","本公司訂有薪資管理辦法，並於公司章程內訂有員工酬勞提撥比率，且配發金額均需經薪資委員會審議。",
"電機機械","1528","恩德","129407","197","657","598","572","529","1.14","783","2.56","N","N","N","",
"電機機械","1529","樂事綠能","23647","45","525","520","480","446","1.03","783","2.56","N","N","N","",
"電機機械","1530","亞崴","244979","369","664","584","539","522","1.35","783","2.56","N","N","N","",
"電機機械","1531","高林股","102477","155","661","644","630","591","0.94","783","2.56","N","N","N","",
"電機機械","1532","勤美","226079","294","769","687","615","591","3.22","783","2.56","N","Y","N","1.外籍員工人數占總人數約33%，其薪資水準較低，影響整體薪資平均數
2.本公司逐漸轉型控股公司，此薪酬調查僅針對台灣員工，但公司國內外轉投資子公司之獲利等因素皆會影響EPS高低，非所有獲利皆來自台灣母公司營運",
"汽車工業","1533","車王電","266829","448","596","557","510","460","0.88","776","5.81","N","N","N","",
"電機機械","1535","中宇","1185427","1157","1025","940","935","844","3.26","783","2.56","N","N","N","",
"汽車工業","1536","和大","591479","930","636","579","607","548","1.23","776","5.81","N","N","N","",
"電機機械","1537","廣隆","86997","110","791","804","644","652","7.58","783","2.56","N","N","N","",
"電機機械","1538","正峰","33739","71","475","486","444","460","-5.13","783","2.56","Y","N","N","(一)公司長期虧損，尚處於轉型階段
(二)因產業別，生產線人員佔比達3成",
"電機機械","1539","巨庭","68052","143","476","447","417","401","1.35","783","2.56","Y","N","N","本公司非擔任主管職務之全時員工(年度)薪資平均數
未達50萬元，主要係因外勞及馬達課現場員工佔本公司員工人數達三分之一其薪資較低，故公司薪資平均數未達50萬元。",
"電機機械","1540","喬福","41213","76","542","481","512","442","-0.04","783","2.56","N","N","N","",
"電機機械","1541","錩泰","255982","436","587","518","537","479","3.80","783","2.56","N","Y","N","公司為維持產業競爭力，在產線中聘僱較多之外籍員工，其中外籍員工及外籍建教合作學生合計290人，佔比非擔任主管職務之全時員工約62.9%，拉低了非擔任主管職務全時員工之薪資平均數。",
"電機機械","1558","伸興","239168","270","886","860","831","820","8.68","783","2.56","N","N","N","",
"電機機械","1560","中砂","1229097","1614","762","680","699","626","4.78","783","2.56","N","Y","N","1.因營運需求擴線及離職遞補，110年的新進以基層生產人員為主，年度年資滿6個月者有94人，影響平均薪資計算。
2.110年全公司有進行例行性調薪，110年平均薪資已高於109年11%。",
"汽車工業","1568","倉佑","230314","404","570","522","526","483","0.29","776","5.81","N","N","N","本公司110年度的訂單獲利已有成長，故相關的變動薪資(如:加班費和獎金等)、員工酬勞增加，另開放員工參與公司庫藏股認購，故本公司無薪資費用與經營績效不相當的情況發生。",
"電子零組件業","1582","信錦","226607","241","940","955","803","797","2.03","913","6.80","N","N","N","",
"電機機械","1583","程泰","223993","344","651","585","587","528","3.30","783","2.56","N","Y","N","1.外籍勞工人數約佔公司人力百分之十，其薪資水準低於本國勞工
2.此薪酬調查僅針對台灣員工，但公司轉投資及海外子公司之獲利等因素皆會影響EPS高低，亦即並非所有獲利皆由台灣總公司所創造",
"汽車工業","1587","吉茂","113424","201","564","469","541","448","1.49","776","5.81","N","N","N","",
"電機機械","1597","直得","268732","363","740","655","665","583","3.82","783","2.56","N","Y","N","同業與本公司產品和專業技能不同，同業產品多以設備組裝製造加工為主，對產值與獲利貢獻有差異。本公司秉持高品質產品及響應政府根留台灣政策，皆於國內生產，薪資報酬依公司章程與綜合考量績效與貢獻度等因素執行。",
"運動休閒","1598","岱宇","357988","599","598","712","508","664","3.48","841","6.49","N","Y","N","本公司從事健身器材之研發、生產與銷售，工廠位於彰化縣，因受北美地區業績衰退影響，110年度營運績效下滑，致非經理人之員工平均薪資減少至598仟元。",
"電器電纜","1603","華電","320280","595","538","507","472","451","1.78","884","3.67","N","N","N","",
"電器電纜","1604","聲寶","531555","666","798","790","715","703","4.52","884","3.67","N","Y","N","聲寶公司去年EPS較同業為佳,惟為深耕本土經營,斥資27億建置台南新廠,並自2021年起陸續遷移產線至台南廠,而非擔任主管職務之全時員工薪資平均數仍自2020年的790提升至798,中位數亦由703提升至715,應尚屬合理。",
"電器電纜","1605","華新","3063353","2575","1190","912","967","751","4.27","884","3.67","N","N","N","",
"電器電纜","1608","華榮","323169","409","790","625","769","610","3.27","884","3.67","N","N","N","",
"電器電纜","1609","大亞","527583","569","927","760","860","722","2.30","884","3.67","N","N","N","員工酬金組合主要包含基本固定薪資、獎金及福利，其中獎金連結績效考核，依個人績效表現、目標達成率、貢獻之價值與營運績效給予合理報酬。",
"電器電纜","1611","中電","1635","1","1635","593","1100","526","0.86","884","3.67","N","N","N","",
"電器電纜","1612","宏泰","433568","365","1188","773","991","684","8.54","884","3.67","N","N","N","",
"電器電纜","1614","三洋電","503000","887","567","533","549","504","1.42","884","3.67","N","N","N","",
"電器電纜","1615","大山","133005","216","616","618","558","553","3.27","884","3.67","N","N","Y","1.公司EPS成長係轉投資公司穫利增加所致。
2.本公司薪資水平在雲林地區屬中上所得，本公司除不斷改善工作環境，及投資自動化設備提高經營績效外，同時辦理年度調薪，並依績效核發年終獎金。",
"電器電纜","1616","億泰","117205","195","601","593","539","522","0.50","884","3.67","N","N","N","",
"電器電纜","1617","榮星","166703","239","698","606","640","550","1.45","884","3.67","N","N","N","",
"電器電纜","1618","合機","139870","207","676","664","640","618","1.04","884","3.67","N","N","N","",
"生技醫療業","1701","中化","547740","787","696","722","577","604","1.74","735","2.38","N","N","N","",
"食品工業","1702","南僑","36311","36","1009","691","729","593","4.32","812","2.79","N","N","N","",
"生技醫療業","1707","葡萄王","307763","372","827","826","796","776","8.81","735","2.38","N","N","N","",
"化學工業","1708","東鹼","140414","147","955","786","886","741","2.69","879","2.08","N","N","N","",
"化學工業","1709","和益","376989","221","1706","1365","1527","1221","1.99","879","2.08","N","N","N","",
"化學工業","1710","東聯","333147","314","1061","919","981","860","1.03","879","2.08","N","N","N","",
"化學工業","1711","永光","869246","1173","741","676","707","647","0.86","879","2.08","N","N","N","",
"化學工業","1712","興農","981841","1342","732","716","654","645","2.19","879","2.08","N","Y","N","1.本公司屬勞力密集之門市服務及生產製造業，與同業型態不同，銷售人員約佔50%、外籍移工5%，影響薪酬水準。不含銷售服務及移工之薪資應符合市場行情。
2.本公司每年均辦理全員調薪，並著重提高基層員工薪酬。",
"化學工業","1713","國化","55743","75","743","676","706","595","1.04","879","2.08","N","N","N","",
"化學工業","1714","和桐","66088","88","751","710","629","618","0.72","879","2.08","N","N","N","",
"化學工業","1717","長興","1922916","1964","979","923","824","797","2.86","879","2.08","N","N","N","",
"化學工業","1718","中纖","423940","629","674","641","614","585","0.00","879","2.08","N","N","N","",
"生技醫療業","1720","生達","618200","777","796","784","699","685","3.95","735","2.38","N","N","N","",
"化學工業","1721","三晃","349640","488","716","735","685","711","-0.38","879","2.08","N","N","N","",
"化學工業","1722","台肥","860121","633","1359","1244","1186","1085","3.10","879","2.08","N","N","N","",
"化學工業","1723","中碳","369600","282","1311","1089","1234","1027","4.73","879","2.08","N","N","N","",
"化學工業","1725","元禎","66441","90","738","680","626","568","1.76","879","2.08","N","N","N","",
"化學工業","1726","永記","487415","662","736","705","670","641","5.45","879","2.08","N","Y","N","1.本公司股本較小，且營運多為勞力密集的生產型態而雇有外籍勞工，是以影響每股盈餘及平均薪資的計算。
2.未來依公司政策及營運狀況調整薪資並透過多項員工福利措施回饋予員工，期許員工薪酬與經營績效相對應。",
"化學工業","1727","中華化","140461","220","638","545","585","500","1.86","879","2.08","N","N","N","",
"化學工業","1730","花仙子","144704","176","822","837","700","714","4.14","879","2.08","N","Y","N","員工酬勞按公司章程規定提列，依績效評量管理程序書設定目標達成率，並考量對公司營運貢獻度作為發放標準。薪酬福利參考公司營運績效、經營風險、考量其對公司績效貢獻度，給予合理報酬，與經營績效有正面關聯性。",
"生技醫療業","1731","美吾華","118465","183","647","623","548","540","1.24","735","2.38","N","N","N","",
"化學工業","1732","毛寶","79570","150","530","525","462","461","0.46","879","2.08","N","N","N","",
"生技醫療業","1733","五鼎","422812","695","608","559","533","487","2.03","735","2.38","N","N","N","",
"生技醫療業","1734","杏輝","380553","708","538","547","491","490","-0.23","735","2.38","N","N","N","",
"化學工業","1735","日勝化","106229","155","685","713","610","654","0.10","879","2.08","N","N","N","",
"運動休閒","1736","喬山","720690","1041","692","651","589","547","0.13","841","6.49","N","N","N","",
"食品工業","1737","臺鹽","443839","467","950","930","872","840","1.97","812","2.79","N","N","N","",
"生技醫療業","1752","南光","305784","577","530","513","470","455","1.94","735","2.38","N","N","N","",
"生技醫療業","1760","寶齡富錦","254447","329","773","750","598","598","1.32","735","2.38","N","N","N","",
"生技醫療業","1762","中化生","295361","307","962","963","848","859","5.17","735","2.38","N","N","N","",
"化學工業","1773","勝一","395426","364","1086","1020","932","873","8.08","879","2.08","N","N","N","",
"化學工業","1776","展宇","73321","110","667","641","622","592","2.05","879","2.08","N","N","N","",
"生技醫療業","1783","和康生","82238","135","609","629","520","591","1.21","735","2.38","N","N","Y","110年度因經營團隊異動、流動率提升，且離職人員含蓋多位薪資較高的資深同仁，使110年之平均薪資略低於109年。",
"生技醫療業","1786","科妍","60379","92","656","710","558","642","1.54","735","2.38","N","N","N","",
"生技醫療業","1789","神隆","518889","647","802","845","721","762","0.31","735","2.38","N","N","N","",
"生技醫療業","1795","美時","471942","458","1030","996","754","668","5.50","735","2.38","N","N","N","",
"玻璃陶瓷","1802","台玻","2947203","4109","717","585","680","556","3.95","699","3.53","N","N","N","",
"建材營造","1805","寶徠","7994","11","727","794","654","657","-0.34","888","2.42","N","N","Y","110年非擔任主管職務之全時員工薪資平均數較前一年度減少，主係當年度部份員工異動，新進員工薪資較離職員工稍低，致平均薪資因而減少。",
"玻璃陶瓷","1806","冠軍","406051","652","623","585","563","534","2.29","699","3.53","N","N","N","",
"建材營造","1808","潤隆","84202","85","991","766","850","709","4.26","888","2.42","N","N","N","",
"玻璃陶瓷","1809","中釉","142677","210","679","648","406","409","0.25","699","3.53","N","N","N","",
"玻璃陶瓷","1810","和成","702307","1047","671","566","590","494","3.33","699","3.53","N","N","N","",
"玻璃陶瓷","1817","凱撒衛","91539","123","744","755","623","627","3.07","699","3.53","N","N","Y","本公司兩年度獲利績效相近，兩年度主要平均年薪差異約11,000元。主因在於110年新進到職25人，因疫情緣故流動率較高，平均下來月薪資較低，因此拉低薪資平均數。",
"造紙工業","1903","士紙","36463","63","579","563","526","525","0.32","860","2.30","N","N","N","",
"造紙工業","1904","正隆","3575255","3566","1003","955","941","904","3.58","860","2.30","N","N","N","",
"造紙工業","1905","華紙","1479468","1923","769","693","708","639","0.45","860","2.30","N","N","N","",
"造紙工業","1906","寶隆","5708","8","714","775","787","808","1.22","860","2.30","N","N","Y","本公司EPS較前一年度增加，係業外投資收益增加，非營業利益增加。台灣非擔任主管職務之全時員工薪資平均數減少，主要因部分年獎改至111年1月發放影響約15天，110年應計獎金天數與前一年相同，尚屬合理。",
"造紙工業","1907","永豐餘","3330936","4058","821","767","726","678","3.13","860","2.30","N","Y","N","本公司已由造紙改制投資控股公司，薪酬連結各子公司營運績效，主要獲利來自於非造紙業之投資事業。計算平均薪資之造紙事業年度獲利佔比未達全公司一半，為照顧員工，造紙事業薪資連年調增，薪資平均數年增率達7%",
