產業類別,公司代號,公司名稱,非擔任主管職務之全時員工資訊-員工薪資總額(仟元),非擔任主管職務之全時員工資訊-員工人數-年度平均(人),非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-113年,非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-112年,員工薪資-平均數調整變動情形(%),非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-113年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-112年,員工薪資-中位數調整變動情形(%),非擔任主管職務之全時員工資訊-每股盈餘(元/股),同業公司資訊-員工薪資-平均數(仟元/人),同業公司資訊-平均每股盈餘(元/股),薪資統計情形-非經理人之全時員工薪資平均數未達50萬元,薪資統計情形-公司EPS獲利表現較同業為佳，惟非經理人之全時員工薪資平均數低於同業水準,薪資統計情形-公司EPS較前一年度成長，惟非經理人之全時員工薪資平均數較前一年度減少),薪資統計情形-公司經營績效與員工薪酬之關聯性及合理性說明,薪資統計情形-具體改善措施說明
"生技醫療業","4108","懷特","31662","38","833","698","19.34%","607","526","15.40%","-0.37","841","3.76","N","N","N","","",
"生技醫療業","4119","旭富","220523","253","872","850","2.59%","815","761","7.10%","4.47","841","3.76","N","N","N","","",
"生技醫療業","4133","亞諾法","54120","81","668","643","3.89%","593","560","5.89%","1.02","841","3.76","N","N","N","","",
"生技醫療業","4142","國光生","332938","475","701","639","9.70%","595","583","2.06%","-0.58","841","3.76","N","N","N","","",
"生技醫療業","4155","訊映","64631","84","769","636","20.91%","513","465","10.32%","0.66","841","3.76","N","N","N","","",
"生技醫療業","4164","承業醫","188192","203","927","1043","-11.12%","762","867","-12.11%","1.01","841","3.76","N","N","N","","",
"塑膠工業","4306","炎洲","189464","319","594","558","6.45%","541","517","4.64%","1.27","1209","-0.08","N","Y","N","炎洲集團產業橫跨膠帶製造、包裝材料通路、房產事
業、特用化學，惟員工多數屬於製造產業，且製造業
2024年本業營收與獲利皆較2023年衰退，致使炎洲全
時員工年度(薪資平均數)低於同業水準。","2025已整體檢視同仁薪資且修訂相關辦法，&#63886;&#64001;公司
如有獲&#63965;提撥之員工酬勞，其提撥員工酬勞之總額不
低於固定%作為基層員工酬勞之分配，以提升全時員工
年度薪資水準。",
"紡織纖維","4414","如興","12864","12","1072","1137","-5.72%","856","839","2.03%","0.08","758","1.55","N","N","Y","本公司檢視員工薪資水準，非主管職員工薪酬已高於市場行情，並強化獎金制度以提升留任率與工作滿意度，員工亦透過積極表現回饋公司經營成果。","公司將持續關注市場薪資趨勢，並透過年度獎酬調整機制，逐步優化非主管職員工薪資結構與留才政策。",
"紡織纖維","4426","利勤","297735","562","530","523","1.34%","485","488","-0.61%","-1.36","758","1.55","N","N","N","","",
"紡織纖維","4438","廣越","177104","202","877","869","0.92%","810","802","1.00%","3.89","758","1.55","N","N","N","","",
"紡織纖維","4440","宜新實業","78280","130","602","507","18.74%","585","467","25.27%","1.76","758","1.55","N","Y","N","113年獲利大幅成長主要原因是來自於股利收入(EPS貢獻0.7元)。
113年外勞人數占總人數比例約26.9%，致薪資平均數較低。","本公司依據巿場薪資水準，經濟趨勢及個人績效表現調薪。
另依據公司整體營運績效，個人績效及對公司的貢獻度給予相對合理的獎金報酬。
本公司113年度平均調薪幅度為3.03%。",
"電機機械","4526","東台","391383","621","630","663","-4.98%","604","646","-6.50%","-3.56","864","3.85","N","N","N","","",
"電機機械","4532","瑞智","294821","281","1049","876","19.75%","882","769","14.69%","2.02","864","3.85","N","N","N","","",
"運動休閒","4536","拓凱","178854","236","758","708","7.06%","640","566","13.07%","18.86","872","5.72","N","Y","N","公司製造端人力配置調整致平均人數下降，惟員工平均薪資與中位數均較前一年提升，雖尚低於同業，
但與主計處所公告112年度本國籍全時受僱員工全年總薪資中位數56萬元相較為高，整體尚具合理性。","持續薪資結構優化推動，同時參考外部市場調查滾動檢討薪酬政策，逐步縮小同業差距。",
"電機機械","4540","全球傳動","399239","723","552","522","5.75%","499","465","7.31%","-4.97","864","3.85","N","N","N","","",
"電子零組件業","4545","銘鈺","325255","461","706","607","16.31%","608","485","25.36%","2.37","994","6.57","N","N","N","","",
"汽車工業","4551","智伸科","68187","58","1176","1152","2.08%","987","901","9.55%","8.29","892","5.84","N","N","N","","",
"電機機械","4555","氣立","84074","160","525","502","4.58%","459","435","5.52%","-0.86","864","3.85","N","N","N","","",
"電機機械","4562","穎漢","153937","264","583","567","2.82%","524","480","9.17%","-0.45","864","3.85","N","N","N","","",
"電機機械","4564","元翎","95672","159","602","519","15.99%","578","461","25.38%","-1.74","864","3.85","N","N","N","","",
"電機機械","4566","時碩工業","224933","287","784","744","5.38%","647","620","4.35%","2.56","864","3.85","N","N","N","","",
"電機機械","4572","駐龍","191012","303","630","629","0.16%","578","573","0.87%","7.29","864","3.85","N","Y","N","1.113年營收成長係來自專案收入，且受波音品質改善及罷工影響，加班時數減少致影響平均薪資。
2.本公司因有輪班制增員不易，致聘用外籍移工而影響平均薪資。
3.公司薪酬係參酌航太同業水準，薪資平均數尚屬合理。","除等待終端客戶交機量逐漸爬升，並持續擴展新商源及新品項開發，為公司挹注更多的工作量，以提升員工薪酬，同時也會視公司獲利狀況適時予以調薪。",
"電機機械","4576","大銀微系統","479254","510","940","823","14.22%","840","730","15.07%","0.51","864","3.85","N","N","N","","",
"電機機械","4583","台灣精銳","456578","682","669","658","1.67%","584","579","0.86%","14.15","864","3.85","N","Y","N","本公司薪酬政策配合公司營運目標，並參考同業水準及個人績效貢獻訂定。惟本公司直接人工佔非主管職人員約78%，外籍移工佔直接人工約44%，拉低整體薪資平均數。","本公司秉持共創價值、利潤分享之理念，於113年5月進行大幅度調整員工薪酬，往後也將持續積極提升薪資福利制度。",
"其他電子業","4588","玖鼎電力","77785","104","748","717","4.32%","609","582","4.64%","4.22","1429","9.28","N","N","N","","",
"化學工業","4720","德淵","158012","186","850","768","10.68%","762","703","8.39%","1.50","909","2.00","N","N","N","","",
"化學工業","4722","國精化","253882","307","827","786","5.22%","775","724","7.04%","2.25","909","2.00","N","Y","N","為本公司員工薪資係依照個人學經歷及工作表現、同業薪資水準及經營結果核發，非僅考慮公司EPS獲利表現一項指標。","本公司會根據實際獲利及同業薪資水準，進行合理薪資調整。",
"生技醫療業","4736","泰博","626781","884","709","686","3.35%","565","551","2.54%","12.15","841","3.76","N","Y","N","本公司產品多樣少量，自動化程度有限，需大量熟練作業員進行組包裝與檢驗，整體人力結構作業員佔比約45.7%為主。
因作業員工作內容為標準操作流程，進用門檻低，故起薪較同業中高技術職為低，也拉低整體平均薪資。","參酌市場薪資水準及物價指數，酌予逐年調升基層員工固定薪資以符合市場水平。",
"生技醫療業","4737","華廣","555920","915","608","551","10.34%","554","490","13.06%","-2.09","841","3.76","N","N","N","","",
"化學工業","4739","康普","114848","140","820","788","4.06%","699","676","3.40%","1.44","909","2.00","N","N","N","","",
"生技醫療業","4746","台耀","815727","819","996","925","7.68%","920","860","6.98%","1.31","841","3.76","N","N","N","","",
"化學工業","4755","三福化","289425","316","916","900","1.78%","832","810","2.72%","4.10","909","2.00","N","N","N","","",
"化學工業","4764","雙鍵","104583","162","646","681","-5.14%","589","622","-5.31%","-0.44","909","2.00","N","N","Y","非主管職之全時員工年度平均薪資較前一年度減少，經內部檢視，係因外籍員工比例較去年增加，進而影響整體平均值，實際薪資結構仍屬合理。未來公司將持續依營運狀況與人力結構變化，合理調整薪酬，並兼顧市場競爭力。","隨著本公司113年營運漸入佳境，114年初亦同步調升員工薪資約3~5%。未來將持續依公司政策與營運狀況，定期檢視並適時調整薪資結構，期使薪酬制度更有效反映經營績效。",
"化學工業","4766","南寶","649809","687","946","882","7.26%","819","767","6.78%","22.26","909","2.00","N","N","N","","",
"化學工業","4770","上品","421692","438","963","904","6.53%","763","712","7.16%","21.68","909","2.00","N","N","N","","",
"生技醫療業","4771","望隼","361718","470","770","0","0.00%","646","0","0.00%","11.81","841","3.76","N","Y","N","本公司給薪標準係參酌市場水準，每年均依公司經營績效與工作表現給予調薪。
因本公司為製造業，直接人工人數佔比為全體員工之70%，領取基本工資之藍領外勞人數佔比為24%，因而導致薪資平均數低於同業水準。","本公司每年均會依公司經營績效與工作表現給予員工調薪，且於2025年將開辦員工持股信託，給予員工現金補助購買公司股票。",
"通信網路業","4904","遠傳","5574883","5085","1096","1045","4.88%","991","927","6.90%","3.56","1302","3.74","N","N","N","","",
"通信網路業","4906","正文","1154845","929","1243","1200","3.58%","1098","1050","4.57%","1.56","1302","3.74","N","N","N","","",
"電子零組件業","4915","致伸","1658163","873","1899","1627","16.72%","1660","1460","13.70%","5.61","994","6.57","N","N","N","","",
"電腦及週邊設備業","4916","事欣科","5807","9","645","644","0.16%","661","671","-1.49%","0.02","1404","6.67","N","N","N","","",
"半導體業","4919","新唐","2277077","1510","1508","1484","1.62%","1248","1239","0.73%","0.52","1998","19.23","N","N","N","","",
"電器電纜","4930","燦星網","13402","20","670","698","-4.01%","630","704","-10.51%","2.67","891","1.33","N","Y","N","1.本公司113年度營收及EPS皆較112年度下降。
2.本公司113年度因部分資深員工離職，致新進人員較多及整體平均薪資微幅下降。","本公司致力於永續經營，為吸引並留任優秀人才，已建立完善的員工福利制度，未來將持續優化具競爭力的薪酬與福利政策，營造積極正向的工作環境與企業文化，同時強化員工參與感與歸屬感，以吸引、培育及留任優秀人才。",
"光電業","4934","太極","22841","26","879","1368","-35.75%","832","1251","-33.49%","-2.07","1015","1.21","N","N","N","","",
"電腦及週邊設備業","4938","和碩","10704555","7374","1452","1346","7.88%","1235","1134","8.91%","6.34","1404","6.67","N","N","N","","",
"光電業","4942","嘉彰","226116","295","766","741","3.37%","578","535","8.04%","4.17","1015","1.21","N","Y","N","本公司113年度EPS較112年度減少3.47%，惟因法定基本工資調整，本年度平均薪資較前一年度增加。全時員工薪資平均數低於同業水準係因直接員工外籍勞工增加。","員工薪資普調3%-4%，於114年1月生效。",
"光電業","4949","有成精密","268212","361","743","0","0.00%","625","0","0.00%","-1.40","1015","1.21","N","N","N","","",
"半導體業","4952","凌通","384897","213","1807","1692","6.80%","1709","1629","4.91%","2.27","1998","19.23","N","N","N","","",
"光電業","4956","光鋐","219111","345","635","608","4.44%","546","528","3.41%","-0.21","1015","1.21","N","N","N","","",
"光電業","4960","誠美材","848914","1070","793","666","19.07%","640","653","-1.99%","-0.47","1015","1.21","N","N","N","","",
"半導體業","4961","天鈺","1334738","511","2612","2426","7.67%","2176","1946","11.82%","16.08","1998","19.23","N","N","N","","",
"半導體業","4967","十銓","321259","389","826","794","4.03%","694","653","6.28%","6.80","1998","19.23","N","N","N","","",
"半導體業","4968","立積","432208","290","1490","1465","1.71%","1266","1206","4.98%","1.73","1998","19.23","N","N","N","","",
"光電業","4976","佳凌","332150","579","574","557","3.05%","527","545","-3.30%","-0.57","1015","1.21","N","N","N","","",
"電子零組件業","4989","榮科","198769","184","1080","948","13.92%","1035","922","12.26%","-2.22","994","6.57","N","N","N","","",
"資訊服務業","4994","傳奇","264076","284","930","841","10.58%","837","743","12.65%","4.78","1064","3.99","N","Y","N","本公司在113年本薪部份，係參考主計總處資料的實質薪資增幅3.12%後，於非主管調幅3%，再加上因獲利良好(為112年的2.03倍)，因此員酬金額提高為112年的2.22倍，因此亦符合經營績效與員工薪酬之關聯與合理性。","本公司經營績效與員工薪酬以高度關聯，雖未及同業標準，故會持續努力",
"電子零組件業","4999","鑫禾","184785","268","689","616","11.85%","601","505","19.01%","0.97","994","6.57","N","N","N","","",
"鋼鐵工業","5007","三星","1032551","1416","729","702","3.85%","688","662","3.93%","3.58","1016","0.69","N","Y","N","本公司員工薪資比照扣件同業水準，而獎金是
依年度稅前盈餘(經營績效)以固定比例提列並
依個人考績分發；另上市鋼鐵業再細分為扣件
業(如春雨、聚亨、豐達科技)來做比較，則本
公司員工薪酬應於合理範圍內。","本公司將持續檢視市場趨勢與扣件同業水準，並依據經營績效、組織發展需求與人力資源策略，適時調整薪酬結構，以確保具備市場競爭力，並吸引及留任優秀人才。",
"資訊服務業","5203","訊連","657889","416","1581","1533","3.13%","1264","1236","2.27%","3.98","1064","3.99","N","N","N","本公司因業務發展113年度人數較112年度增加8% ，尤以基層研發人員為主要招募及培訓人力，因此任職未滿一年比重高而影響整體員工平均工資，排除此原因本公司平均薪資皆每年有持續而穩定的成長。","無",
