產業類別,公司代號,公司名稱,非擔任主管職務之全時員工資訊-員工薪資總額(仟元),非擔任主管職務之全時員工資訊-員工人數-年度平均(人),非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-111年,非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-110年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-111年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-110年,非擔任主管職務之全時員工資訊-每股盈餘(元/股),同業公司資訊-員工薪資-平均數(仟元/人),同業公司資訊-平均每股盈餘(元/股),薪資統計情形-非經理人之全時員工薪資平均數未達50萬元,薪資統計情形-公司EPS獲利表現較同業為佳，惟非經理人之全時員工薪資平均數低於同業水準,薪資統計情形-公司EPS較前一年度成長，惟非經理人之全時員工薪資平均數較前一年度減少),薪資統計情形-公司經營績效與員工薪酬之關聯性及合理性說明
"通信網路業","6470","宇智","183069","203","902","763","616","635","6.17","879","2.74","N","N","N","",
"生技醫療業","6472","保瑞","90703","125","726","689","521","513","18.52","755","1.02","N","Y","N","111年持續併購致整體合併報表EPS大幅增加，但母公司人數僅佔全集團人數11%，公司111年平均薪資及中位數皆持續&#31311;定成長，本公司將持續以經營績效、風險、員工個人表現及薪資市場價值設定合理關聯性",
"文化創意業","6482","弘煜科","29394","52","565","512","514","471","3.06","1105","6.32","N","N","N","",
"半導體業","6485","點序","310763","226","1375","1076","1108","874","9.71","1299","7.47","N","N","N","",
"通信網路業","6486","互動","353175","358","987","1081","762","755","5.43","879","2.74","N","N","N","",
"半導體業","6488","環球晶","2082142","1593","1307","1205","1228","1124","35.31","1299","7.47","N","N","N","同業多為半導體下游公司，該等公司毛利率高且員工人數少。
本公司營業額和EPS 來自全球所有同仁的努力，所有的EPS算回台灣，但台灣員工數僅占全球的5分之一，若以全球獲利計算台灣員工平均薪資，則稍微偏低。",
"生技醫療業","6492","生華科","26989","22","1227","1124","1032","1049","-3.92","755","1.02","N","N","N","",
"半導體業","6494","九齊","304532","109","2794","1875","2349","1623","9.54","1299","7.47","N","N","N","",
"生技醫療業","6496","科懋","112816","110","1026","990","897","831","-0.74","755","1.02","N","N","N","",
"生技醫療業","6499","益安","27930","28","998","1509","934","1376","-4.95","755","1.02","N","N","N","",
"紡織纖維","6506","雙邦","239559","307","780","675","701","622","3.20","682","1.97","N","N","N","",
"農業科技","6508","惠光","73170","116","631","593","493","479","3.66","657","2.37","N","Y","N","係烏俄戰爭引起缺糧致本期外銷三角貿易營收增加及美元升值產生匯兌利益而挹注EPS成長，惟此營收之成長為非常態且與非經理人績效貢獻無直接相關所致。",
"化學工業","6509","聚和","394835","453","872","842","785","751","3.46","747","1.50","N","N","N","",
"半導體業","6510","精測","1053752","1052","1002","1006","917","934","23.50","1299","7.47","N","Y","N","1.公司在台設有生產基地，外籍移工及製造人力占比不低，平均薪資不盡具可比較性。
2.許多新進人力，包含產學訓與實習生，到職多未滿一年。
3.提撥20%~30％盈餘，發放員工酬勞與獎金，並持續優化薪酬福利。",
"其他電子業","6512","啟發電","40045","53","756","666","605","502","0.90","891","4.29","N","N","N","",
"資訊服務業","6516","勤崴國際","103500","122","848","799","813","756","1.71","926","3.59","N","N","N","",
"光電業","6517","保勝光學","116048","230","505","0","448","0","3.80","838","3.27","N","Y","N","光電產業各公司產品屬性及人力結構不同，本公司深耕台中潭子地區，直接人員占比較高，雖非經理人之員工經常性薪資低於同業，惟與產品屬性接近之同業相當，另本公司已制定員工獎酬制度，員工薪酬隨著獲利成長而增加。",
"生技醫療業","6523","達爾膚","46934","69","680","777","728","707","7.55","755","1.02","N","Y","Y","1.本公司產業性質較接近零售通路業，與生技業人力結構不同(碩博士研發人力佔比偏低)，故平均薪資低於同業。
2.為照顧員工福祉，已於111年年底及112年年初進行績效調薪，平均調幅超過5%，將反映於112年薪資總數。",
"生技醫療業","6527","明達醫","86124","92","936","844","769","671","4.82","755","1.02","N","N","N","",
"通信網路業","6530","創威","42756","68","629","580","479","479","1.59","879","2.74","N","N","N","",
"半導體業","6532","瑞耘","74869","109","687","640","634","583","5.00","1299","7.47","N","N","N","",
"生技醫療業","6535","順藥","36846","33","1117","1152","1093","1112","-3.05","755","1.02","N","N","N","",
"電子零組件業","6538","倉和","137700","208","662","644","533","525","4.57","723","2.41","N","Y","N","1.本公司以少量多樣客製化為主，屬勞力密集產業需較多人力，且直接人工及生產相關間接人員占比高，致平均薪資低於同業水準，後續將視營運狀況逐年調整。2.外籍勞工約佔公司人力百分之十四，其基本薪資低於本國勞工。",
"文化創意業","6542","隆中","71345","79","903","685","671","683","2.35","1105","6.32","N","N","N","",
"通信網路業","6546","正基","82663","74","1117","0","987","0","7.77","879","2.74","N","N","N","",
"生技醫療業","6547","高端疫苗","145098","129","1125","1077","943","863","-4.56","755","1.02","N","N","N","",
"半導體業","6548","長科*","553528","731","757","681","662","616","3.01","1299","7.47","N","N","N","",
"光電業","6556","勝品","266319","373","714","661","606","559","9.91","838","3.27","N","Y","N","1.公司人力結構直接人員超過50%,經營型態製造基層人力佔比高。
2.2022年非經理人之全職員工平均薪資及中位數較2021年成長,公司檢視市場薪資狀況並規劃逐年調整。",
"光電業","6560","欣普羅","63509","47","1351","1382","1202","1192","1.29","838","3.27","N","N","N","",
"通信網路業","6561","是方","280124","139","2015","1793","1855","1660","11.85","879","2.74","N","N","N","",
"半導體業","6568","宏觀","144721","94","1540","1594","1374","1402","4.05","1299","7.47","N","N","N","",
"生技醫療業","6569","醫揚","109388","103","1062","917","997","864","6.24","755","1.02","N","N","N","",
"電腦及週邊設備業","6570","維田","87666","103","851","714","791","639","5.35","890","5.09","N","Y","N","111年設立員工持股信託、年終獎金及員工紅利發放金額亦較前年度增加。非擔任主管職務之全時員工年度平均調薪幅度為3.2%；薪資總額+23%，平均數+19%，中位數+24%。綜上所述，尚屬合理，無異常情事。",
"生技醫療業","6574","霈方","235232","336","700","614","559","471","3.09","755","1.02","N","Y","N","本公司主要營運為美容保養品銷售，由於第一線服務人員佔比高，故降低整體平均薪資。",
"生技醫療業","6576","逸達","41848","32","1308","1257","1119","1199","-4.00","755","1.02","N","N","N","",
"電腦及週邊設備業","6577","勁豐","143139","157","912","844","841","755","5.08","890","5.09","N","N","N","本公司員工薪酬除依公司章程規定提列外，估列之基礎係依據公司當年度之獲利情形(稅前淨利)、職務、專業能力、貢獻度及每年考核之績效等做為調薪及獎酬之依據。",
"農業科技","6578","達邦蛋白","20280","36","563","517","496","473","-1.15","657","2.37","N","N","N","",
"通信網路業","6588","東典","51343","91","564","551","521","497","-0.66","879","2.74","N","N","N","",
"生技醫療業","6589","台康生技","299566","313","957","946","844","836","-0.38","755","1.02","N","N","N","",
"資訊服務業","6590","普鴻","161608","165","979","920","891","861","4.74","926","3.59","N","N","N","",
"資訊服務業","6593","台灣銘板","133164","219","608","630","523","539","0.12","926","3.59","N","N","N","",
"文化創意業","6596","寬宏藝術","20453","31","660","508","532","522","0.05","1105","6.32","N","N","N","",
"電機機械","6603","富強鑫","172133","267","645","619","564","545","1.05","688","2.36","N","N","N","",
"電機機械","6609","瀧澤科","260687","320","815","687","759","614","5.10","688","2.36","N","N","N","",
"生技醫療業","6612","奈米醫材","45614","72","634","609","461","467","3.81","755","1.02","N","Y","N","本公司個體本業獲利雖有進步但仍有努力空間，本公司重視與公司一起努力的全體員工，本公司111年度全體員工平均調薪幅度至少5%以上，112年度全體員工平均調薪幅度仍相同至少5%以上。",
"其他電子業","6613","朋億*","183385","144","1274","1169","1054","968","11.74","891","4.29","N","N","N","",
"生技醫療業","6615","慧智","44126","65","679","643","599","567","2.00","755","1.02","N","Y","N","因疫情關係致使人員異動，而遞補之人員工作年資較低大多屬1-3年內，故平均薪資較為同業低",
"綠能環保","6624","萬年清","39584","51","776","664","668","569","1.36","857","4.48","N","N","N","",
"半導體業","6640","均華","176216","153","1152","1151","1084","845","8.33","1299","7.47","N","Y","N","1.本公司營運所需，人才結構多元，後勤員工數超過75%，比率較高以致平均薪資下降。
2.公司營運持續成長，新進員工亦隨之量增，佔比約17.5%，新進員工年齡資歷較淺，影響年度薪資平均數計算。",
"電子零組件業","6642","富致","82216","127","647","660","462","509","4.25","723","2.41","N","Y","N","本公司產品皆在台灣生產，無海外生產基地，故生產線人員比重佔全公司人員比重超過六成。所以年薪呈現上，會較同業在台灣是以管理及研發為主的公司低，此因人力結構上的差異造成平均薪資上的落差。",
"半導體業","6643","M31","523132","221","2367","1961","1976","1633","12.16","1299","7.47","N","N","N","",
"生技醫療業","6649","台生材","15392","23","669","725","571","584","0.83","755","1.02","N","N","Y","因應111年訂單業績成長，需要增加產線人力製造，新增品管及製造人員，由於產線人員薪資水平較低，故比前一年之薪資平均數低。",
"半導體業","6651","全宇昕","103482","84","1232","1131","778","818","8.91","1299","7.47","N","Y","N","1.所評半導體產業含IC設計與晶圓製造廠，上游之IC設計廠多屬研發人員，薪資結構較高。 
2.因新進人員比率提高影響平均數與中位數 
3.112年度開辦員工持股信託以吸引更多優秀人才",
"其他電子業","6654","天正國際","58999","96","615","643","542","563","0.70","891","4.29","N","N","N","",
"生技醫療業","6661","威健生技","39188","52","754","696","684","650","0.41","755","1.02","N","N","N","",
"生技醫療業","6662","樂斯科","50851","70","726","753","604","625","1.65","755","1.02","N","Y","N","本公司非主管人員薪酬約3分之1為基層之
實驗動物飼育員，不同於一般生技產業公
司多數為研發人員。",
"電子零組件業","6664","群翊","218612","232","942","923","883","892","11.44","723","2.41","N","N","N","",
"其他電子業","6667","信紘科","277876","290","958","828","832","733","5.11","891","4.29","N","N","N","",
"半導體業","6679","鈺太","63694","44","1448","1308","1088","1120","10.40","1299","7.47","N","N","N","",
"電腦及週邊設備業","6680","鑫創電子","48951","56","874","803","699","626","3.75","890","5.09","N","N","N","",
"半導體業","6683","雍智科技","254611","273","933","909","765","760","15.01","1299","7.47","N","Y","N","本公司員工中後段組裝產線直接人工佔全體員工比率較高，直接人力結構上僱用較多外籍勞工及實習生擔任，以致員工平均薪資低於同業半導體產業的員工平均薪資，但111年度已較110年增加2.6%。",
"半導體業","6684","安格","94597","68","1391","1202","1261","1148","1.40","1299","7.47","N","N","N","",
"數位雲端","6690","安碁資訊","303690","299","1016","1037","841","856","7.92","769","4.60","N","N","Y","本公司111年度員工平均人數較110年度增加 21%, 其中60%係屬初級工程師職等,將進行相關培訓,
故,略為影響年度平均薪資; 
惟本公司111年度 薪資總額,較去年度成長 19%",
"半導體業","6693","廣閎科","66326","60","1105","0","928","0","2.48","1299","7.47","N","N","N","",
"資訊服務業","6697","東捷資訊","141804","164","865","842","644","667","2.04","926","3.59","N","N","N","",
"生技醫療業","6703","軒郁","51886","93","558","586","582","646","7.79","755","1.02","N","Y","Y","111年度的員工薪資較去年增加約301仟元(增加1%)，由於本公司營運規模增加故需增加網路小編等同仁以因應行銷需求，故新進屬中低階的職務員工及剛滿一年的同仁之薪資，使非經理人之員工薪資平均數較前一年度減少。",
"半導體業","6708","天擎","69113","58","1192","0","1109","0","1.31","1299","7.47","N","N","N","",
"生技醫療業","6712","長聖","49850","82","608","581","541","503","2.95","755","1.02","N","Y","N","本公司因同時從事研發及製造，並且聘有與業績連結之業務人員，而生產現場人員及業務人員佔本公司員工人數比例達七成以上，故整體平均薪資較同業薪資水準有所差異。",
"半導體業","6716","應廣","108574","61","1780","2113","1479","1724","7.47","1299","7.47","N","N","N","",
"其他","6721","信實","103943","204","510","0","508","0","3.08","687","2.00","N","Y","N","因本公司集團行業性質係為駐衛警保全、清潔、物業管理，本就屬於較低薪產業，惟公司仍致力於維持員工應有之薪資福利及達到股東權益之平衡。",
"電子零組件業","6727","亞泰金屬","96292","116","830","818","701","736","8.83","723","2.41","N","N","N","",
"居家生活","6728","上洋","188137","232","811","759","709","652","13.60","642","6.68","N","N","N","",
"半導體業","6732","昇佳電子","423428","180","2352","3346","2116","2928","17.23","1299","7.47","N","N","N","",
"生技醫療業","6733","博晟生醫","16195","23","704","954","624","717","-1.79","755","1.02","N","N","N","",
"其他電子業","6735","美達科技","78066","60","1301","0","1149","0","2.77","891","4.29","N","N","N","",
"生技醫療業","6747","亨泰光","101339","135","751","734","612","607","10.56","755","1.02","N","Y","N","本公司計算非擔任主管職務之全時員工人數中，111年之新進員工人數較110年成長50％，由於新進員工薪資結構較資深同仁略低，致使公司平均薪資相對減少，薪資平均數與同業薪資平均水準差異不大約為0.40%。",
"資訊服務業","6751","智聯服務","47284","55","860","851","759","768","4.05","926","3.59","N","Y","N","本公司111年度人數較110年成長，新人年資未足年的比重較高，影響年度平均薪資；惟本公司111年平均薪資自109年資訊揭露以來，每年持續成長。",
"資訊服務業","6752","叡揚","600914","608","988","975","849","839","5.74","926","3.59","N","N","N","",
"電子零組件業","6761","穩得","104444","119","878","889","732","818","8.09","723","2.41","N","N","N","",
"生技醫療業","6762","達亞","77136","111","695","707","624","625","6.62","755","1.02","N","Y","Y","達亞為醫療器材製造業，非主管職之作業員占23%；與其他同業之研發型公司不同。因營運模式、員工結構不同，故平均薪資水準不同
二年度相較減少12仟元，其中加班費減少21仟元，扣除加班費後，薪資及獎金較前一年增加",
"數位雲端","6763","綠界科技","155605","180","864","890","757","785","20.86","769","4.60","N","N","N","",
"生技醫療業","6767","台微醫","21668","33","657","631","562","503","-0.58","755","1.02","N","N","N","",
"半導體業","6788","華景電","162297","145","1119","970","1011","884","10.08","1299","7.47","N","Y","N","非擔任主管職務之全時員工之酬金包括薪資、獎金及員工酬勞，係依公司經營績效、員工之績效考核及對公司之貢獻度來考量。
本公司111年EPS獲利及員工薪資-平均數，相較於110年，都是成長的。",
"資訊服務業","6791","虎門科技","61235","72","850","0","769","0","3.87","926","3.59","N","Y","N","本公司分為工程系統事業群(CAE)、商用系統事業群(CPC)。CAE年薪平均數與同業相較高出2%，CPC因服務領域與營業成本與CAE有明顯差異。111年因任職未滿一年之員工人數約21%，佔比較高，故整體平均略低於同業。",
"綠能環保","6803","崑鼎","802059","810","990","976","889","874","14.91","857","4.48","N","N","N","",
"運動休閒","6804","明係","126621","193","656","502","471","420","5.82","752","7.97","N","N","N","",
"數位雲端","6811","宏碁資訊","395974","281","1409","0","1294","0","11.35","769","4.60","N","N","N","",
"半導體業","6823","濾能","101269","142","713","0","591","0","5.39","1299","7.47","N","N","N","",
"電機機械","6829","千附精密","333266","488","683","653","625","590","6.11","688","2.36","N","Y","N","1.本公司從事精密零組件製造，製造產線均設置在台灣並持續擴廠增加產能，製程中需要大量基礎人員，直接人員占比60%、外籍人員占比18%。
2.由於111年度人員異動流動率16%，故影響薪資水平。",
"其他電子業","6840","東研信超","107528","146","736","0","551","0","5.87","891","4.29","N","Y","N","111年度任職期間不滿一年者計73名，因任職期間較短，績效貢獻度較低，全年薪資相對較少，且多位於中位數下，故拉低整體平均薪資，另，111年度來自海外轉投資收益約佔整體獲利45%，此收益與台灣員工薪酬無關。",
"電機機械","6843","進典","72300","103","702","0","555","0","4.41","688","2.36","N","N","N","",
"其他電子業","6855","數泓科","56794","91","624","0","519","0","6.47","891","4.29","N","Y","N","本公司獲利來源主因為銷售高毛利產品，使獲利較同產業增加，但在產線員工占整體員工約三分之二的情況下，造成薪資分布偏態，平均值低於同業。",
"光電業","6859","伯特光","159454","279","572","0","524","0","7.00","838","3.27","N","Y","N","本公司111年度部分獲利來自營業外收入，致EPS較高；另外籍勞工人數約佔15%，其薪資水準較低，再加上本期新增人力未滿一年約佔13%，致影響平均薪資下降。",
"資訊服務業","6874","倍力","67225","68","989","0","808","0","4.81","926","3.59","N","N","N","",
"光電業","7402","邑錡","44566","50","891","874","749","775","2.18","838","3.27","N","N","N","",
"半導體業","7556","意德士科技","21025","22","956","845","844","832","5.69","1299","7.47","N","N","N","",
"半導體業","8024","佑華","96290","82","1174","1076","1120","967","2.20","1299","7.47","N","N","N","",
"電機機械","8027","鈦昇","209374","260","805","766","737","691","3.94","688","2.36","N","N","N","",
"電子通路業","8032","光菱","150604","98","1537","1413","1491","1345","3.54","814","1.29","N","N","N","",
"通信網路業","8034","榮群","60738","69","880","901","734","805","0.65","879","2.74","N","N","N","",
"電子零組件業","8038","長園科","16712","29","576","651","521","499","-0.41","723","2.41","N","N","Y","本公司自去年度推行企業再造有成，藉由落實人力精實計劃及扁平化管理，重塑組織編制，不僅有效精簡管理階層，且在薪資無重大變動下，亦能同步提高產量，帶動整體營收上升，達到組織管理合理化及效能化。",
"半導體業","8040","九暘","174599","101","1729","1603","1615","1504","2.22","1299","7.47","N","N","N","",
"電子零組件業","8042","金山電","42135","58","726","731","560","606","0.81","723","2.41","N","N","N","",
"電子零組件業","8043","蜜望實","71899","88","817","772","601","612","1.91","723","2.41","N","N","N","",
"數位雲端","8044","網家","1058041","1696","624","668","520","527","-0.42","769","4.60","N","N","N","",
"其他電子業","8047","星雲","95263","122","781","745","673","649","-0.84","891","4.29","N","N","N","",
"通信網路業","8048","德勝","87364","108","809","794","742","724","2.43","879","2.74","N","N","N","",
"光電業","8049","晶采","127023","135","941","766","726","588","3.82","838","3.27","N","N","N","",
"電腦及週邊設備業","8050","廣積","484661","533","909","715","713","573","9.42","890","5.09","N","N","N","",
"半導體業","8054","安國","82048","65","1262","1461","1140","1296","0.57","1299","7.47","N","N","N","",
"通信網路業","8059","凱碩","81531","83","982","958","887","891","0.09","879","2.74","N","N","N","",
"光電業","8064","東捷","420062","462","909","882","847","808","2.04","838","3.27","N","N","N","",
"居家生活","8066","來思達","13150","18","731","733","655","692","1.34","642","6.68","N","N","Y","公司EPS較前一年度成長，惟非擔任主管職務之全時員工薪資平均數衰退2仟元，主要是因111年度全時員工中有育嬰留職停薪之員工所致。",
"電子通路業","8067","志旭","14011","32","438","453","373","385","-1.11","814","1.29","Y","N","N","1.本公司111年美妝專櫃人員有6位, 而使年度平均新資數較低
2.111年未提列員工紅利報酬.",
"電子通路業","8068","全達","21086","24","879","779","755","757","-0.29","814","1.29","N","N","N","",
"光電業","8069","元太","1484791","1140","1302","1285","1089","1100","8.69","838","3.27","N","N","N","",
"電子零組件業","8071","能率網通","8887","15","592","568","590","576","0.67","723","2.41","N","N","N","",
"電子零組件業","8074","鉅橡","137393","238","577","591","527","555","3.47","723","2.41","N","Y","Y","111年EPS較前一年度成長主要原因:係大陸子公司因政策性搬遷之資產處分利益，使本期淨利大幅增加所致，因其與本業無關，故未反應在員工薪資上.",
"電腦及週邊設備業","8076","伍豐","205750","214","961","831","815","714","1.10","890","5.09","N","N","N","",
"觀光餐旅","8077","洛碁","89624","195","460","408","446","386","-10.28","549","0.33","Y","N","N","111年度非主管職平均薪資雖未達50萬，但因疫情陸續解封，旅館業人力嚴重不足的情況，平均薪資的部份已較110年度的40.8萬增加到46萬。
薪資中位數也由110年度的38.6萬增加到44.6萬，未來會視住房率再努力調整。",
"建材營造","8080","永利聯合","2252","4","563","515","533","525","7.23","937","0.75","N","Y","N","本公司111年度受特殊情事致營業外收入驟增，排除個別因素後，獲利表現與其他同業無明顯差異。本公司員工薪酬係依同業水準制定，並考量擔任職責給予合理報酬，本公司將持續評估並適時調整員工薪資。",
"電機機械","8083","瑞穎","139166","156","892","984","814","954","10.30","688","2.36","N","N","Y","薪資及加班費與營收成正比,111年營收較110衰退26.83%.",
"電子通路業","8084","巨虹","16386","19","862","865","758","743","0.83","814","1.29","N","N","Y","111年EPS較110年成長，係因處分長期投資及不動產所致，非為本業獲利產生，故非經理人之全時員工薪資平均數不同步增加。",
"其他電子業","8085","福華","125220","248","505","565","457","530","1.23","891","4.29","N","N","Y","公司EPS較前一年度成長，主要為業外收入及所得稅利益。
個體之2022年本業營業利益2,593K較2021年4,485K係呈衰退情形。",
"半導體業","8086","宏捷科","515597","789","653","823","592","746","0.07","1299","7.47","N","N","N","",
"綠能環保","8087","華鎂鑫","19258","24","802","495","614","412","1.29","857","4.48","N","N","N","",
"半導體業","8088","品安","301336","550","548","471","452","409","3.48","1299","7.47","N","N","N","",
"通信網路業","8089","康全電訊","127994","121","1058","1136","962","977","0.16","879","2.74","N","N","Y","主要係因部分薪資較高之資深員工退休或因家庭個人因素離職，及一部分新進員工為資歷較輕之年輕世代，致使全公司非經理人之全時員工平均薪資略為下降。",
"電子零組件業","8091","翔名","269991","362","746","788","626","665","9.83","723","2.41","N","N","Y","因111年部分資深且薪資較高之員工離職，而新進人員薪資較低且部分新進人員為外籍勞工所致。",
"其他電子業","8092","建暐","86551","167","518","497","477","449","0.14","891","4.29","N","N","N","",
"電子零組件業","8093","保銳","32395","53","611","651","554","569","0.01","723","2.41","N","N","Y","公司EPS較前一年度成長，但非經理人全時員工薪資平均數衰退,係因COSTDOWN成本,人員精簡，部分單位遇缺不補，所以非經理人之全時員工(年度)薪資平均數較前一年度減少。",
"電子通路業","8096","擎亞","60750","46","1321","1173","1092","1169","0.01","814","1.29","N","N","N","",
"通信網路業","8097","常珵","29828","38","785","644","449","501","5.94","879","2.74","N","Y","N","111年依訂單交貨，年營業額1,667,197仟元較110年318,046仟元上漲424.20%.公司成本費用控管得宜，致EPS達5.94元。公司員工人數少(1)外籍勞工5人(2)未滿一年員工15人 將上述加總佔全員53%之多,造成薪資平均數降低。",
"資訊服務業","8099","大世科","407628","528","772","750","655","636","2.02","926","3.59","N","N","N","",
"電機機械","8107","大億金茂","65464","112","585","581","498","476","0.44","688","2.36","N","N","N","",
"電子零組件業","8109","博大","210861","260","811","700","717","624","9.03","723","2.41","N","N","N","",
"光電業","8111","立碁","126327","190","665","718","575","638","1.05","838","3.27","N","N","N","",
"電子零組件業","8121","越峰","114128","133","858","895","781","819","0.09","723","2.41","N","N","N","",
"電子零組件業","8147","正淩","77256","96","805","690","683","603","3.80","723","2.41","N","N","N","",
"電子零組件業","8155","博智","545122","777","702","669","634","602","11.17","723","2.41","N","Y","N","本公司屬勞力密集產業，僅在台灣生產；直接人力佔總人力75%，其中外籍移工又佔總人力27%，因而拉低整體平均薪資。
111年公司持續致力員工薪酬福利等措施調整，平均薪資較110年明顯成長。",
"綠能環保","8171","天宇","28624","52","550","521","512","473","2.20","857","4.48","N","N","N","",
"通信網路業","8176","智捷","37928","48","790","861","734","825","-0.94","879","2.74","N","N","N","",
"電子零組件業","8182","加高","197105","348","566","612","468","517","2.50","723","2.41","N","Y","N","因本公司產業特性因素，基層作業人員比重較高，致使非主管職務之全時員工薪資平均數較低。",
"其他電子業","8183","精星","118289","188","629","556","491","456","5.63","891","4.29","N","Y","N","1.111年獲利675,458仟元，屬境外轉投資收益758,954仟元，台灣廠本身為虧損狀態。
2.111年非經理人之全時員工薪資平均數629仟元，比110年556仟元成長13.1%。
綜上，公司經營績效與員工薪酬之關聯性尚屬合理。",
"半導體業","8227","巨有科技","51585","57","905","0","1094","0","2.20","1299","7.47","N","N","N","",
"電腦及週邊設備業","8234","新漢","540476","757","714","699","624","603","6.39","890","5.09","N","Y","N","主係本公司111年度處分北京子公司產生一次性獲利致EPS大幅增加。
本公司員工薪酬調整會參酌正常獲利水準及員工績效評估結果，111年員工薪資平均數714仟元較110年的699仟元有成長約2.1%。",
"光電業","8240","華宏","429225","603","712","732","622","647","2.66","838","3.27","N","N","N","",
"電機機械","8255","朋程","526626","665","792","730","658","597","6.14","688","2.36","N","N","N","",
"半導體業","8277","商丞","37485","53","707","704","564","552","-0.61","1299","7.47","N","N","N","",
"生技醫療業","8279","生展","256779","371","692","632","617","557","11.85","755","1.02","N","Y","N","111年營收成長及EPS大幅增加，公司111年平均
薪資及中位數皆較110年大幅成長。持續以經營
績效、風險、員工個人表現及薪資市場價值設定
合理性關聯，適度調整薪資及報酬。參考大環境
因素，預計112年調薪。",
"資訊服務業","8284","三竹","258730","297","871","825","793","761","6.19","926","3.59","N","Y","N","本公司111年非經理人平均薪資較110年增加46仟元，平均調薪為8.78%。惟仍不敵金融業大舉招募而流失許多資深工程師，雖已補上許多資歷較淺之工程師加以培養，卻也因此造成無法追上同業之平均薪資。",
"電子零組件業","8289","泰藝","164578","202","815","712","675","609","5.25","723","2.41","N","N","N","",
"電子零組件業","8291","尚茂","40396","71","569","497","493","469","-1.25","723","2.41","N","N","N","",
"半導體業","8299","群聯","6893922","3270","2108","2677","1894","2176","27.71","1299","7.47","N","N","N","",
"其他","8342","益張","139873","240","583","466","462","379","6.53","687","2.00","N","Y","N","1.公司EPS較前一年度增加，非經理人之全時員工薪資平均數亦較前一年度成長。
2.外籍勞工薪資偏低及人數占比高達20%，故拉低整體平均薪資。",
"鋼鐵工業","8349","恒耀國際","350787","528","664","664","598","606","4.30","839","3.48","N","Y","N","本公司產業屬性為汽車之零組件業，與鋼鐵業不同，部份獲利貢獻系來自海外子公司；本國員工薪資比照同業水準，並訂於合理範圍內。",
"其他","8354","冠好","91377","173","528","530","511","513","1.02","687","2.00","N","N","N","",
"電子零組件業","8358","金居","235050","301","781","795","751","750","3.83","723","2.41","N","N","N","",
"其他電子業","8383","千附","268852","395","681","612","600","536","2.62","891","4.29","N","N","N","",
"綠能環保","8390","金益鼎","112365","126","892","953","807","862","2.82","857","4.48","N","N","N","",
"其他","8401","白紗科","293770","438","671","629","607","580","2.22","687","2.00","N","Y","N","本公司屬傳統產業，產業裡有不同類別公司，人力結構也不一樣，員工平均薪資水平不能全面衡量公司經營績效與員工薪酬的明確關聯性。",
"生技醫療業","8403","盛弘","107685","121","890","797","719","647","2.45","755","1.02","N","N","N","",
"生技醫療業","8409","商之器","67054","95","706","689","647","596","0.13","755","1.02","N","N","N","",
"電腦及週邊設備業","8410","森田","145749","211","691","673","669","651","0.61","890","5.09","N","N","N","",
"鋼鐵工業","8415","大國鋼","120840","63","1918","1298","1328","879","4.39","839","3.48","N","N","N","",
"資訊服務業","8416","實威","194508","202","963","880","840","797","10.85","926","3.59","N","N","N","",
"運動休閒","8420","明揚","553729","567","977","803","887","741","11.55","752","7.97","N","N","N","",
"其他","8421","旭源","129975","209","622","603","513","512","8.67","687","2.00","N","Y","N","本公司111年度員工薪資平均數較同業公司資訊為低，主係因111年度本公司出售湖口廠土地及建物之處份利益，尚未反應於111年度薪資，將於112年度員工酬勞中顯現，故本公司員工薪資平均數尚屬合理。",
"建材營造","8424","惠普","108160","143","756","729","693","673","5.20","937","0.75","N","Y","N","說明.本公司係矽酸鈣板製造業，屬建材下游產業，加工技術層次較低且所需學歷普遍較低之下，薪資可能較低。惟公司獲利主要緣於產業之供需及有效良善管理。近年公司依舊維持在2~3%之穩定調薪，提供良善之薪資環境。",
"其他電子業","8431","匯鑽科","8583","14","613","656","640","666","0.59","891","4.29","N","N","N","",
"生技醫療業","8432","東生華","70511","57","1237","1065","1042","863","1.61","755","1.02","N","N","N","",
"居家生活","8433","弘帆","14913","20","746","699","655","640","9.67","642","6.68","N","N","N","",
"其他","8435","鉅邁","80039","69","1160","1283","1118","1184","4.00","687","2.00","N","N","N","",
"生技醫療業","8436","大江","457054","499","916","949","811","842","6.06","755","1.02","N","N","N","",
"綠能環保","8440","綠電","70316","105","670","677","577","578","0.90","857","4.48","N","N","N","",
"文化創意業","8446","華研","50797","67","758","745","627","644","5.94","1105","6.32","N","N","N","",
"文化創意業","8450","霹靂","120022","243","494","492","446","443","-2.37","1105","6.32","Y","N","N","(1)我司人力結構中，半數以上屬傳統技藝、勞力密集作業人員，併採行師徒技術傳承，尚處學習階段者眾，流動更換頻繁，對薪資平均數影響甚鉅。

(2)其餘人員之薪資結構貼近市場水準。",
"數位雲端","8472","夠麻吉","111072","149","745","708","617","589","-4.66","769","4.60","N","N","N","",
"綠能環保","8476","台境","105935","109","972","586","752","519","7.19","857","4.48","N","N","N","",
"數位雲端","8477","創業家","97012","140","693","626","563","503","-3.76","769","4.60","N","N","N","",
