產業類別,公司代號,公司名稱,非擔任主管職務之全時員工資訊-員工薪資總額(仟元),非擔任主管職務之全時員工資訊-員工人數-年度平均(人),非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-114年,非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-113年,員工薪資-平均數調整變動情形(%),非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-114年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-113年,員工薪資-中位數調整變動情形(%),非擔任主管職務之全時員工資訊-每股盈餘(元/股),非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-平均數(仟元)-114年,非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-平均數(仟元)-113年,非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-平均數調整變動情形(%),非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-平均數(仟元)-114年,非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-平均數(仟元)-113年,非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-平均數調整變動情形(%),非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-中位數(仟元)-114年,非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-中位數(仟元)-113年,非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-中位數調整變動情形(%),非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-中位數(仟元)-114年,非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-中位數(仟元)-113年,非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-中位數調整變動情形(%),同業公司資訊-員工薪資-平均數(仟元/人),同業公司資訊-平均每股盈餘(元/股),薪資統計情形-非經理人之全時員工薪資平均數未達50萬元,薪資統計情形-公司EPS獲利表現較同業為佳，惟非經理人之全時員工薪資平均數低於同業水準,薪資統計情形-公司EPS較前一年度成長，惟非經理人之全時員工薪資平均數較前一年度減少),薪資統計情形-公司經營績效與員工薪酬之關聯性及合理性說明,薪資統計情形-具體改善措施說明
"其他","6199","天品","5552","7","793","585","35.56%","545","515","5.83%","0.31","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","712","1.85","N","N","N","","",
"電子零組件業","6203","海韻電","97463","90","1083","957","13.17%","966","833","15.97%","5.51","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","N","","",
"電子零組件業","6204","艾華","24958","35","713","666","7.06%","645","588","9.69%","1.18","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","N","","",
"電子零組件業","6207","雷科","123162","178","692","722","-4.16%","633","650","-2.62%","0.90","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","N","","",
"半導體業","6208","日揚","391669","459","853","897","-4.91%","737","755","-2.38%","2.52","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","N","N","","",
"電子零組件業","6210","慶生","132408","221","599","560","6.96%","572","534","7.12%","-3.10","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","N","","",
"建材營造","6212","理銘","23096","16","1444","1314","9.89%","1158","1125","2.93%","3.96","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1054","2.09","N","N","N","","",
"電子零組件業","6217","中探針","132341","198","668","674","-0.89%","559","583","-4.12%","-1.65","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","Y","一、公司獲利表現改善（虧損減少）主要於業外收益挹注
二、人力結構調整，使非主管全時員工人數從216人降至198人。是因離職人員包含較高薪資者，致整體平均薪資拉低，因此營運表現及員工薪資無直接關聯，具合理性","本公司未來在經營績效提升後，會持續檢視薪酬制度與人力結構。後續將逐步優化薪資水準、強化內部公平性與市場競爭力，並滾動式調整人力配置，以提升整體薪酬的合理性。",
"通信網路業","6218","豪勉","149747","147","1019","946","7.72%","879","827","6.29%","-1.15","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","882","2.29","N","N","N","","",
"建材營造","6219","富旺","33319","44","757","1469","-48.47%","652","791","-17.57%","-0.76","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1054","2.09","N","N","N","","",
"電子零組件業","6220","岳豐","84768","114","744","772","-3.63%","663","674","-1.63%","0.81","            709","不適用","-","            796","不適用","-","            630","不適用","-","            694","不適用","-","797","2.47","N","N","N","","",
"資訊服務業","6221","晉泰","272916","230","1187","1130","5.04%","978","935","4.60%","2.35","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1016","3.17","N","N","N","","",
"光電業","6222","立軒","1656","3","552","511","8.02%","653","550","18.73%","-0.40","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","882","2.40","N","N","N","","",
"半導體業","6223","旺矽","3303749","1955","1690","1576","7.23%","1501","1332","12.69%","33.49","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","N","N","","",
"電子通路業","6227","茂綸","316829","230","1378","1266","8.85%","1243","1238","0.40%","7.54","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","842","0.99","N","N","N","","",
"電腦及週邊設備業","6228","全譜","15008","23","653","615","6.18%","592","605","-2.15%","-0.47","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","924","3.90","N","N","N","","",
"半導體業","6229","研通","22255","25","890","946","-5.92%","807","836","-3.47%","0.05","            977","不適用","-","            761","不適用","-","            913","不適用","-","            724","不適用","-","1400","5.37","N","N","N","","",
"資訊服務業","6231","系微","658320","559","1178","1175","0.26%","920","919","0.11%","6.66","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1016","3.17","N","N","N","","",
"半導體業","6233","旺玖","92564","73","1268","1180","7.46%","1148","1061","8.20%","-0.16","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","N","N","","",
"光電業","6234","高僑","89350","141","634","599","5.84%","551","500","10.20%","0.05","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","882","2.40","N","N","N","","",
"數位雲端","6236","中湛","4965","8","621","703","-11.66%","584","679","-13.99%","0.08","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","872","3.20","N","N","Y","114年度EPS較前年度成長，惟受人員結構調整影響，致非主管全時員工平均薪資下降，整體薪酬仍依職務、績效及市場水準核定。","公司將持續檢視薪酬結構，參酌同業及市場薪資水準，優化調薪、績效獎酬及留才制度，並視營運成果逐步提升員工整體薪酬競爭力。",
"半導體業","6237","驊訊","153476","119","1290","1178","9.51%","1173","1132","3.62%","-1.52","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","N","N","","",
"資訊服務業","6240","松崗","24134","29","832","839","-0.83%","824","813","1.35%","-1.15","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1016","3.17","N","N","N","","",
"通信網路業","6241","鑫永洋","90106","114","790","853","-7.39%","676","728","-7.14%","-0.16","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","882","2.29","N","N","Y","114年EPS雖成長但實質仍虧損。基於永續經營，決定停發年終獎金，致非主管員工平均薪資衰退，惟基本固定薪資均正常發放，薪酬仍具合理性。","持續專注開源節流與核心業務，以期儘速轉虧為盈，從根本擴大獎金提撥基礎。同時將精進績效考核，研議導入個人專案貢獻等多元激勵機制，並定期檢視同業薪資水準，待公司營運好轉後實質提升員工薪酬。",
"生技醫療業","6242","立康","79413","132","602","580","3.79%","538","509","5.70%","2.64","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","798","1.60","N","Y","N","公司營運型態偏向零售服務業，相對聘用員工大多數為現場客服人員居多，對學歷與技術層面之標準屬中間層次，導致薪資水準相對較生技醫療業同業水準低。對此，公司將會以獎金制度、員工分紅及持股會等機制來激勵員工。","公司將會以獎金制度、員工分紅及持股會等機制來激勵員工。",
"光電業","6244","茂迪","319567","444","720","736","-2.17%","599","591","1.35%","0.14","            772","不適用","-","            654","不適用","-","            649","不適用","-","            571","不適用","-","882","2.40","N","N","N","","",
"通信網路業","6245","立端","665252","683","974","948","2.74%","796","782","1.79%","4.38","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","882","2.29","N","N","N","","",
"光電業","6246","臺龍","11903","15","794","720","10.28%","798","714","11.76%","1.14","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","882","2.40","N","N","N","","",
"鋼鐵工業","6248","沛波","131819","184","716","689","3.92%","655","609","7.55%","1.53","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","756","0.99","N","Y","N","本公司EPS較113年減少，但薪資中位數及平均數較113年成長。
另本公司員工之結構，外籍員工占總員工人數約28%，致平均薪資略低於同業。","公司會持續改善員工相關獎酬及福利措施，以利穩定人才。",
"電子零組件業","6259","百徽","18537","18","1030","984","4.67%","979","902","8.54%","0.70","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","N","","",
"半導體業","6261","久元","1003815","960","1046","1040","0.58%","889","885","0.45%","4.23","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","N","N","","",
"通信網路業","6263","普萊德","153617","152","1011","969","4.33%","935","890","5.06%","8.32","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","882","2.29","N","N","N","","",
"建材營造","6264","富裔","27218","31","878","824","6.55%","686","657","4.41%","-0.50","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1054","2.09","N","N","N","","",
"電子通路業","6265","方土昶","6402","9","711","756","-5.95%","700","723","-3.18%","0.68","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","842","0.99","N","N","Y","114年度EPS較前年度成長，惟因部分員工離職及新進人員任職未滿全年，影響平均薪資計算結果，致非經理人平均薪資下降，與公司經營績效變動並無直接關聯。","本公司將持續依營運成果、員工績效及市場薪資水準檢討薪酬制度，適時辦理調薪及發放獎金，並強化人才培育與留任措施，以提升員工薪酬及競爭力。",
"電子零組件業","6266","泰詠","317227","436","728","667","9.15%","694","584","18.84%","2.00","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","N","","",
"電子通路業","6270","倍微","62295","56","1112","1064","4.51%","1051","988","6.38%","1.08","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","842","0.99","N","N","N","","",
"電子零組件業","6274","台燿","1034828","1007","1028","952","7.98%","907","858","5.71%","12.13","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","N","","",
"電子零組件業","6275","元山","310472","484","641","579","10.71%","514","474","8.44%","2.81","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","Y","N","因本公司產業特性，第一線員工人數占比高，新進多且年資短，進而影響薪資平均數。","1.發展與建立外部公平、內部公平與個人公平薪酬福利。
2.根據勞動市場的供需情形規劃適切的薪酬福利方案。
3.以績效『用』才，發揮人才專業水準以達成工作目標，改善性別薪資差異。",
"電腦及週邊設備業","6276","安鈦克","18798","23","817","789","3.55%","743","749","-0.80%","0.92","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","924","3.90","N","N","N","","",
"電子零組件業","6279","胡連","518634","623","832","832","0.00%","694","684","1.46%","10.74","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","N","","",
"電子零組件業","6284","佳邦","646885","844","766","789","-2.92%","586","651","-9.98%","4.36","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","Y","N","1.本公司經營績效有部分是來自於金融資產投資及外匯操作產生之損益，與公司員工薪酬水準無絕對之關聯性。
2.本公司非擔任主管職務之員工以直接人工為主，因人力結構造成平均薪酬水準之落差。","公司除現金發放外，另設有非現金類激勵措施，公司未來持續視經營或獲利情形提高配發獎金的佔比並優化獎酬福利制度。",
